frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u004,50000.0,-32138.558781000065,-895.2327490624066,-31243.326031937657,-31243.326031937657,-32138.571583729063,0.9999995902254937,4.097745063824654e-07,-0.16588716029462297,0,-0.16588716029462297,0.14586047512500655,0.1123946489637782,0.2782818092584012
1,400,0.04,u004,50000.0,-31835.714582915716,-9762.293024900704,-22073.421558015012,-22073.421558015012,-31835.73270424188,0.9999991790445191,8.209554809290864e-07,-0.166263970488287,0,-0.166263970488287,0.152211922527356,0.11390511062558199,0.280169081113869
2,500,0.05,u004,50000.0,-31729.193608656467,-4337.022230286064,-27392.171378370404,-27392.171378370404,-31729.20821136106,0.9999994669028307,5.330971692973918e-07,-0.18330799343920662,0,-0.18330799343920662,0.14914344141035657,0.11344427348344842,0.29675226692265505
3,600,0.06,u004,50000.0,-31053.643868772844,7928.557930732686,-38982.20179950553,-38982.20179950553,-31053.654129863193,0.9999997367751314,2.632248686240679e-07,-0.18880150785139724,0,-0.18880150785139724,0.1431232195656274,0.11498213270445376,0.303783640555851
4,700,0.07,u004,50000.0,-31547.51565334534,-6345.712229194809,-25201.80342415053,-25201.80342415053,-31547.531525215356,0.9999993702097523,6.297902477858663e-07,-0.18226399028757678,0,-0.18226399028757678,0.15072238072178765,0.11375299251798753,0.2960169828055643
5,800,0.08,u004,50000.0,-31813.76714320904,-8377.896460718337,-23435.870682490702,-23435.870682490702,-31813.784211049788,0.9999992717225606,7.282774393546632e-07,-0.1722112991648485,0,-0.1722112991648485,0.15141106912524144,0.11340240588298445,0.28561370504783296
6,900,0.09,u004,50000.0,-32049.472222926117,1320.4606172817012,-33369.93284020782,-33369.93284020782,-32049.48420976044,0.9999996407896363,3.592103637317656e-07,-0.17305742159020293,0,-0.17305742159020293,0.14508713776007814,0.11219202999921764,0.28524945158942056
7,1000,0.1,u004,50000.0,-32143.81929059996,-687.3089613016855,-31456.510329298275,-31456.510329298275,-32143.832006563498,0.9999995957608419,4.042391582026461e-07,-0.17735220879913938,0,-0.17735220879913938,0.14615177336797205,0.1102686694111162,0.28762087821025556
8,1100,0.11,u004,50000.0,-32094.5813012708,-4115.364410719421,-27979.216890551375,-27979.216890551375,-32094.595597589283,0.9999994890384556,5.109615444642834e-07,-0.1752843201080771,0,-0.1752843201080771,0.1482194454255594,0.10820004858590665,0.28348436869398375
9,1200,0.12,u004,50000.0,-32071.08514075399,395.62779353239057,-32466.712934286377,-32466.712934286377,-32071.097461060297,0.9999996205252751,3.794747248653252e-07,-0.16869316938950935,0,-0.16869316938950935,0.14526627267440376,0.1062190170270045,0.2749121864165138
