frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p035,0.08,201115.80751022484,-38902.89969419953,240018.70720442437,240018.70720442437,-38902.90136073627,6.943361774425227e-09,0.9999999930566382,-0.06062335748285083,0,0.1287633208878683,0.18938667837071912
1,1200,0.12,p035,0.08,232263.1997331844,-38827.41925270375,271090.61898588814,271090.61898588814,-38827.420728225115,5.442908179720263e-09,0.9999999945570919,-0.06655229627546319,0,0.12770961999941685,0.19426191627488004
2,1300,0.13,p035,0.08,253976.5614917676,-38763.34829152547,292739.9097832931,292739.9097832931,-38763.3496579261,4.667626674059733e-09,0.9999999953323733,-0.07229957725045663,0,0.1276700549361806,0.19996963218663724
3,1400,0.14,p035,0.08,246203.94450033727,-38796.49155956053,285000.43605989777,285000.43605989777,-38796.492963067125,4.924577023945886e-09,0.999999995075423,-0.07311152236212809,0,0.12500958696059694,0.19812110932272503
4,1500,0.15,p035,0.08,237762.63669299308,-38672.14012685354,276434.7768198466,276434.7768198466,-38672.14157384947,5.2344930612235885e-09,0.9999999947655069,-0.06981601314246551,0,0.12164343033355325,0.19145944347601876
5,1600,0.16,p035,0.08,217574.26075422086,-38644.313357373554,256218.5741115944,256218.5741115944,-38644.31491854061,6.0931064083113995e-09,0.9999999939068935,-0.07058443981376954,0,0.11849875811500558,0.18908319792877512
6,1700,0.17,p035,0.08,195961.3294155977,-38771.796551263746,234733.12596686144,234733.12596686144,-38771.79825532659,7.259575385276662e-09,0.9999999927404246,-0.0746569151045985,0,0.11740006181035413,0.19205697691495263
7,1800,0.18,p035,0.08,186816.16117673405,-38762.68777032825,225578.8489470623,225578.8489470623,-38762.689543544126,7.860736284115433e-09,0.9999999921392637,-0.07838408791146191,0,0.11683848479653654,0.19522257270799845
8,1900,0.19,p035,0.08,193245.10495178695,-38766.60643292579,232011.71138471275,232011.71138471275,-38766.60815697668,7.430878634639981e-09,0.9999999925691214,-0.08193832636057836,0,0.11681318205641854,0.1987515084169969
9,2000,0.2,p035,0.08,197986.61160280198,-38741.316205818526,236727.9278086205,236727.9278086205,-38741.31789552198,7.1377443400244545e-09,0.9999999928622556,-0.08128719684636315,0,0.11686099544101128,0.19814819228737443
10,2100,0.21,p035,0.08,200937.270322367,-38710.64381534033,239647.91413770732,239647.91413770732,-38710.645484455614,6.9648645739661674e-09,0.9999999930351354,-0.07516526129622299,0,0.11768502813785926,0.19285028943408225
11,2200,0.22,p035,0.08,185532.25291048156,-38641.5722056044,224173.82511608597,224173.82511608597,-38641.573989934026,7.959580439198533e-09,0.9999999920404196,-0.06890606174254366,0,0.11940572383299908,0.18831178557554273
12,2300,0.23,p035,0.08,187002.65807841378,-38684.38578981187,225687.04386822565,225687.04386822565,-38684.38756217767,7.853201200447302e-09,0.9999999921467988,-0.06806198556040927,0,0.12191814286958888,0.18998012842999815
13,2400,0.24,p035,0.08,224204.44911851946,-38714.67336359114,262919.12248211063,262919.12248211063,-38714.67488497154,5.78649567151146e-09,0.9999999942135043,-0.07330358258948891,0,0.12404141091721332,0.19734499350670223
14,2500,0.25,p035,0.08,237831.4828017089,-38688.66773845846,276520.15054016735,276520.15054016735,-38688.66918500766,5.231261368532358e-09,0.9999999947687386,-0.07247319348505854,0,0.1265660542247215,0.19903924770978004
15,2600,0.26,p035,0.08,240831.50818540933,-38601.82166723348,279433.32985264284,279433.32985264284,-38601.82309870196,5.1227548869547945e-09,0.9999999948772451,-0.07048222624284564,0,0.1274803562504391,0.19796258249328474
16,2700,0.27,p035,0.08,230883.37298777714,-38581.25853222242,269464.6315199996,269464.6315199996,-38581.2600166473,5.508792921826711e-09,0.999999994491207,-0.0672028704147572,0,0.12762528238490717,0.19482815279966437
17,2800,0.28,p035,0.08,242194.5522626523,-38569.787861841265,280764.3401244936,280764.3401244936,-38569.789286523606,5.074299369578483e-09,0.9999999949257006,-0.06319034894124897,0,0.12639424942255653,0.1895845983638055
18,2900,0.29,p035,0.08,248617.97244983618,-38544.77133359996,287162.74378343613,287162.74378343613,-38544.7727265383,4.850693069435863e-09,0.9999999951493069,-0.06550327548017768,0,0.12546840026059725,0.19097167574077492
19,3000,0.3,p035,0.08,228382.24765990998,-38504.34723210844,266886.5948920184,266886.5948920184,-38504.348730872356,5.6157331562722845e-09,0.9999999943842668,-0.07286124966241121,0,0.12409455398320059,0.1969558036456118
