frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,250,0.0125,w000,0.0,-31512.70837182553,-898.8683420046991,-30613.840029820833,22739.999626512945,-93792.3053794521,0.38833146950813197,0.6116685304918681,-0.12408144877381436,0,-0.12408144877381436,0.14473828026866725,0.10368350854575592,0.22776495731957028
1,300,0.015,w000,0.0,-31542.74341963983,-3321.644813917109,-28221.098605722724,25132.741050611054,-95299.18973038282,0.37725774642357135,0.6227422535764287,-0.12357502872060629,0,-0.12357502872060629,0.14585755785634272,0.10569207625701783,0.22926710497762412
2,350,0.0175,w000,0.0,-31620.491073913232,-5591.582623457943,-26028.90845045529,27324.931205878485,-96753.07574696014,0.3672776957798607,0.6327223042201393,-0.1177842093010821,0,-0.1177842093010821,0.14680939179790137,0.1101523611631724,0.2279365704642545
3,400,0.02,w000,0.0,-31694.35516725123,-6216.654556301351,-25477.70061094988,27876.139045383894,-97176.38624470685,0.3647943512463314,0.6352056487536686,-0.12225280400050652,0,-0.12225280400050652,0.1473022157153115,0.10901288980963202,0.23126569381013853
4,450,0.0225,w000,0.0,-31731.388524937876,-5617.190966761607,-26114.197558176267,27239.642098157503,-96810.0253022132,0.3676628984135769,0.6323371015864231,-0.13260101633447474,0,-0.13260101633447474,0.1474048500180142,0.10476055897299759,0.23736157530747234
5,500,0.025,w000,0.0,-31707.787030975014,-5049.94697060575,-26657.840060369264,26695.99959596451,-96443.32704394028,0.3701241610112096,0.6298758389887904,-0.13306086761614427,0,-0.13306086761614427,0.14706602106493377,0.10577167013733714,0.23883253775348143
6,550,0.0275,w000,0.0,-31679.68601673888,-4395.3575663011125,-27284.328450437766,26069.511205896008,-96021.50784226626,0.37297309549525925,0.6270269045047407,-0.12657957095006955,0,-0.12657957095006955,0.14641215065040428,0.11037467746623647,0.23695424841630602
7,600,0.03,w000,0.0,-31637.61445041039,-2783.363005493843,-28854.251444916546,24499.588211417224,-95000.69104092734,0.3801701484408731,0.619829851559127,-0.1273724539965701,0,-0.1273724539965701,0.14559659055693616,0.1105958581199783,0.2379683121165484
8,650,0.0325,w000,0.0,-31630.460844344896,-919.5927629861153,-30710.86808135878,22642.971574974996,-93850.73081353799,0.38878432000388774,0.6112156799961123,-0.13596410823902505,0,-0.13596410823902505,0.14498066863629686,0.10634694394774515,0.2423110521867702
9,700,0.035,w000,0.0,-31633.19167860045,-730.1318823453066,-30903.059796255144,22450.779860078626,-93736.07731962175,0.389682169167612,0.610317830832388,-0.13864895631520754,0,-0.13864895631520754,0.14499937504452262,0.10536579274164079,0.24401474905684833
10,750,0.0375,w000,0.0,-31667.173309252492,-2815.6230762591586,-28851.550232993333,24502.28942334044,-95031.9242083739,0.3801576955190653,0.6198423044809347,-0.13243650905800702,0,-0.13243650905800702,0.1457894799569525,0.1091392442112163,0.24157575326922331
11,800,0.04,w000,0.0,-31705.26970751299,-5558.735193671496,-26146.534513841496,27207.30514249228,-96763.4609903124,0.3678090124614054,0.6321909875385946,-0.12865808155333092,0,-0.12865808155333092,0.14718448692009606,0.1110891468151102,0.23974722836844112
12,850,0.0425,w000,0.0,-31738.86211338777,-7663.404453617946,-24075.457659769825,29278.381996563945,-98116.00923503959,0.3585256154748882,0.6414743845251119,-0.13393520673320553,0,-0.13393520673320553,0.14876413454987025,0.10785615213217514,0.24179135886538067
13,900,0.045,w000,0.0,-31766.35088596175,-9155.27265084123,-22611.07823512052,30742.761421213254,-99087.60681961363,0.3520556532175481,0.6479443467824519,-0.13842782185644548,0,-0.13842782185644548,0.15012420813647676,0.10523937295698699,0.24366719481343246
14,950,0.0475,w000,0.0,-31775.76693209387,-10536.059662995416,-21239.707269098453,32114.13238723532,-99989.7077012244,0.346069513134168,0.653930486865832,-0.13532414303652324,0,-0.13532414303652324,0.15099194635717553,0.10722817389014676,0.24255231692666998
15,1000,0.05,w000,0.0,-31817.186000943468,-11237.850186651114,-20579.335814292353,32774.50384204142,-100463.90803277337,0.3432126092526987,0.6567873907473013,-0.13107586435211915,0,-0.13107586435211915,0.1512703235696339,0.10991889894291162,0.24099476329503078
