frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p005,0.064,114018.16212124538,-39113.803670969646,153131.96579221502,153131.96579221502,-39113.80628309568,1.7058005674641663e-08,0.9999999829419943,0.09261187805277289,1,0.09261187805277289,0.35501252610460415,0.1944367181439273,0.1018248400911544
1,1200,0.12,p005,0.064,111585.42732060302,-39045.8504115961,150631.27773219912,150631.27773219912,-39045.85306708704,1.7629080029113453e-08,0.99999998237092,0.09400319028998359,1,0.09400319028998359,0.3540682121080466,0.19597592339024322,0.10197273310025963
2,1300,0.13,p005,0.064,133449.24186975948,-39072.08431750149,172521.32618726097,172521.32618726097,-39072.08663605539,1.343923033969574e-08,0.9999999865607696,0.09522429674438317,1,0.09522429674438317,0.35011217342927686,0.19599404198325926,0.1007697452388761
3,1400,0.14,p005,0.064,174706.68574399335,-39069.06948765865,213775.755231652,213775.755231652,-39069.07135877821,8.752720936922032e-09,0.999999991247279,0.09510341012384688,1,0.09510341012384688,0.3531819960433771,0.19402537811202142,0.09892196798817454
4,1500,0.15,p005,0.064,140690.3590270595,-38943.718973319366,179634.07800037885,179634.07800037885,-38943.72120006832,1.2396027093686257e-08,0.9999999876039729,0.09656554224389258,1,0.09656554224389258,0.35232213397079853,0.196990566835697,0.10042502459180441
5,1600,0.16,p005,0.064,116351.41349334383,-38970.73146072807,155322.1449540719,155322.1449540719,-38970.73403602082,1.6580331552162875e-08,0.9999999834196684,0.09074395572998466,1,0.09074395572998466,0.34938517000601754,0.19243002757347902,0.10168607184349436
6,1700,0.17,p005,0.064,110486.43838699648,-38942.73891450031,149429.1773014968,149429.1773014968,-38942.74159135365,1.791385922933486e-08,0.9999999820861407,0.09370602363624166,1,0.09370602363624166,0.35073976636522586,0.19574457435114354,0.10203855071490188
7,1800,0.18,p005,0.064,155600.0084512166,-38900.82487207171,194500.8333232883,194500.8333232883,-38900.826928618146,1.0573457998042102e-08,0.999999989426542,0.08793583964919828,1,0.08793583964919828,0.35111602747072373,0.18765867282349064,0.09972283317429236
8,1900,0.19,p005,0.064,160178.8087701208,-38935.18779881377,199113.99656893458,199113.99656893458,-38935.18980771321,1.0089192259421509e-08,0.9999999899108077,0.09309860264839787,1,0.09309860264839787,0.354101869257478,0.19263848457855623,0.09953988193015836
9,2000,0.2,p005,0.064,141758.80745168097,-38951.53551914482,180710.3429708258,180710.3429708258,-38951.53773263183,1.2248811631643264e-08,0.9999999877511884,0.08609769484591767,1,0.08609769484591767,0.3534704315583482,0.18645457297187296,0.10035687812595528
10,2100,0.21,p005,0.064,105970.6628599439,-38860.94168261657,144831.60454256047,144831.60454256047,-38860.944444444656,1.9069235523971884e-08,0.9999999809307645,0.09044845851870927,1,0.09044845851870927,0.34969959627205627,0.1927486480621592,0.10230018954344992
11,2200,0.22,p005,0.064,96666.84061504781,-38947.56878576553,135614.40940081334,135614.40940081334,-38947.57173530455,2.1749450573871343e-08,0.9999999782505494,0.09879285035052147,1,0.09879285035052147,0.345305533433313,0.2016963757264116,0.10290352537589013
12,2300,0.23,p005,0.064,105997.02609137932,-38880.41866033882,144877.44475171814,144877.44475171814,-38880.42142129304,1.905717011974062e-08,0.9999999809428299,0.10702469893411957,1,0.10702469893411957,0.3432435674138522,0.20935120967459203,0.10232651074047246
13,2400,0.24,p005,0.064,114891.50751255939,-38851.51554985656,153743.02306241594,153743.02306241594,-38851.5181516006,1.6922679813013985e-08,0.9999999830773202,0.10362910773072274,1,0.10362910773072274,0.34997308792858517,0.20542098980089976,0.10179188207017702
14,2500,0.25,p005,0.064,111519.5502700044,-38860.56456784331,150380.1148378477,150380.1148378477,-38860.56722776941,1.7688016884509494e-08,0.9999999823119832,0.10359533768149495,1,0.10359533768149495,0.3562725759870086,0.20560669566196857,0.10201135798047362
15,2600,0.26,p005,0.064,103587.18730362665,-38841.03858926738,142428.22589289403,142428.22589289403,-38841.04139769942,1.9718225829912228e-08,0.9999999802817742,0.09920113735974496,1,0.09920113735974496,0.3648771107522969,0.20170965993715387,0.1025085225774089
16,2700,0.27,p005,0.064,95166.97603993045,-38751.987335168145,133918.9633750986,133918.9633750986,-38751.99032204902,2.2303642932541834e-08,0.9999999776963571,0.10074803105889592,1,0.10074803105889592,0.3664125797237884,0.20382570347419093,0.10307767241529502
17,2800,0.28,p005,0.064,98047.01577596166,-38713.148694836884,136760.16447079854,136760.16447079854,-38713.15161966512,2.1386550141944127e-08,0.9999999786134499,0.10215444292924547,1,0.10215444292924547,0.3573896728500258,0.2050225639240204,0.10286812099477494
18,2900,0.29,p005,0.064,130475.60466598513,-38763.145167083596,169238.74983306872,169238.74983306872,-38763.147530608476,1.3965624379164154e-08,0.9999999860343756,0.10028509346666785,1,0.10028509346666785,0.34896449065034474,0.20122726819131231,0.10094217472464447
19,3000,0.3,p005,0.064,144417.65746117328,-38763.49404220193,183181.1515033752,183181.1515033752,-38763.496225832685,1.1920608000703936e-08,0.9999999880793919,0.10060431423558046,1,0.10060431423558046,0.3402046861599178,0.20083875520543196,0.1002344409698515
20,3100,0.31,p005,0.064,133397.1591914326,-38722.05384269587,172119.21303412848,172119.21303412848,-38722.05616666649,1.3502098439310828e-08,0.9999999864979016,0.097765184922237,1,0.097765184922237,0.3363989864803027,0.19853070533030925,0.10076552040807225
21,3200,0.32,p005,0.064,92950.99061946603,-38643.44790721542,131594.43852668145,131594.43852668145,-38643.45094685748,2.309855917648207e-08,0.9999999769014408,0.09780452187006618,1,0.09780452187006618,0.339310401807336,0.2009606232055301,0.10315610133546392
22,3300,0.33,p005,0.064,105287.32615891358,-38586.85299216729,143874.17915108087,143874.17915108087,-38586.85577237423,1.9323876221388758e-08,0.9999999806761237,0.09344841820572686,1,0.09344841820572686,0.3438955172583781,0.19579642535117897,0.10234800714545211
23,3400,0.34,p005,0.064,138042.7756799149,-38598.622829200554,176641.39850911545,176641.39850911545,-38598.62509367535,1.2819615091697045e-08,0.9999999871803849,0.09278928491121775,1,0.09278928491121775,0.3545967570193582,0.1933580521294045,0.10056876721818674
24,3500,0.35000000000000003,p005,0.064,166064.67372739685,-38561.83229160748,204626.50601900433,204626.50601900433,-38561.83424638843,9.552921342859122e-09,0.9999999904470787,0.09331383714224685,1,0.09331383714224685,0.3617998579367001,0.1926291212575359,0.09931528411528905
25,3600,0.36,p005,0.064,144487.44854123067,-38518.96650897962,183006.4150502103,183006.4150502103,-38518.96869469533,1.1943382727253038e-08,0.9999999880566173,0.09198918012895747,1,0.09198918012895747,0.3659202996531188,0.1922728325715836,0.10028365244262612
26,3700,0.37,p005,0.064,113144.04058174734,-38570.45290772169,151714.49348946902,151714.49348946902,-38570.455544252865,1.737824134595556e-08,0.9999999826217587,0.0889168616626097,1,0.0889168616626097,0.3656799562664226,0.19084317143296778,0.10192630977035808
27,3800,0.38,p005,0.064,117516.32126249102,-38457.20685203231,155973.52811452333,155973.52811452333,-38457.20941657001,1.6442133821126248e-08,0.9999999835578661,0.09208696224948767,1,0.09208696224948767,0.35884478568314176,0.1937624501684891,0.10167548791900141
28,3900,0.39,p005,0.064,149866.47183592172,-38441.715747402865,188308.1875833246,188308.1875833246,-38441.71787158026,1.1280323897189248e-08,0.9999999887196761,0.09486838112795447,1,0.09486838112795447,0.35475106299377285,0.1948853469065382,0.10001696577858372
29,4000,0.4,p005,0.064,158010.69982223646,-38491.592141235946,196502.2919634724,196502.2919634724,-38491.594176835584,1.0359164637208096e-08,0.9999999896408354,0.09588050364038982,1,0.09588050364038982,0.34991098420751326,0.19552247789490723,0.09964197425451742
30,4100,0.41000000000000003,p005,0.064,117231.71513359164,-38515.313058467174,155747.02819205882,155747.02819205882,-38515.31562673443,1.64899914834038e-08,0.9999999835100085,0.09232433378666391,1,0.09232433378666391,0.3472657639504235,0.19397981119582272,0.10165547740915881
31,4200,0.42,p005,0.064,96609.9262862516,-38428.61357122639,135038.539857478,135038.539857478,-38428.616533343666,2.193534637262573e-08,0.9999999780646536,0.08953128953560012,1,0.08953128953560012,0.34840940626332234,0.19245190685062985,0.10292061731502973
32,4300,0.43,p005,0.064,112845.4972949228,-38373.54539279174,151219.04268771454,151219.04268771454,-38373.5480379612,1.7492303328037195e-08,0.9999999825076966,0.09353649359810338,1,0.09353649359810338,0.35097999977843114,0.19546717024345275,0.10193067664534937
33,4400,0.44,p005,0.064,176044.33506984098,-38358.863822065294,214403.19889190627,214403.19889190627,-38358.86568770908,8.701566800439764e-09,0.9999999912984332,0.09581598329973023,1,0.09581598329973023,0.3580335794402403,0.19472450874993216,0.09890852545020193
34,4500,0.45,p005,0.064,191590.30278972947,-38342.57133677532,229932.8741265048,229932.8741265048,-38342.573076413464,7.565852111479643e-09,0.9999999924341478,0.09229413501977651,1,0.09229413501977651,0.35767345677086293,0.19061022895850332,0.09831609393872681
35,4600,0.46,p005,0.064,139975.9509893135,-38342.98885442605,178318.93984373956,178318.93984373956,-38342.991097597725,1.2579547792324064e-08,0.9999999874204522,0.08654111760243682,1,0.08654111760243682,0.35655743969122505,0.18701977289602426,0.10047865529358743
36,4700,0.47000000000000003,p005,0.064,91858.72973586773,-38198.018826569576,130056.74856243731,130056.74856243731,-38198.02190215001,2.364798690202008e-08,0.9999999763520131,0.08870939129680021,1,0.08870939129680021,0.3486468335652778,0.19198358418158018,0.10327419288477997
37,4800,0.48,p005,0.064,109050.04723779068,-38210.14086585259,147260.18810364328,147260.18810364328,-38210.1435821332,1.84454505003373e-08,0.9999999815545495,0.0885024880237222,1,0.0885024880237222,0.34254206270334325,0.19063793879244212,0.10213545076871992
38,4900,0.49,p005,0.064,168734.62952990175,-38133.1751894677,206867.80471936945,206867.80471936945,-38133.177123069676,9.34704141863918e-09,0.9999999906529586,0.09418308973600205,1,0.09418308973600205,0.33829731646176575,0.19336606598291925,0.0991829762469172
39,5000,0.5,p005,0.064,178040.6256624801,-38108.53396121424,216149.15962369434,216149.15962369434,-38108.535811788155,8.56155946138415e-09,0.9999999914384405,0.09323208576552934,1,0.09323208576552934,0.33804092324408247,0.19203892157832103,0.09880683581279169
