frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,220,0.022,u010,-20500.0,-40168.73619062637,-10008.427914752305,-30160.308275874064,-30160.308275874064,-40168.74945308444,0.9999995602682077,4.3973179225664794e-07,0.11003733739275211,0.26089559457292455
1,240,0.024,u010,-20500.0,-40203.75648960925,-11658.238266081898,-28545.518223527353,-28545.518223527353,-40203.77050230997,0.9999995091107876,4.908892124455555e-07,0.10609710459151393,0.25594849549185367
2,260,0.026000000000000002,u010,-20500.0,-40194.301863809,-14104.223937289062,-26090.077926519938,-26090.077926519938,-40194.31719529885,0.9999994123638927,5.876361073298142e-07,0.10614488767828606,0.2519664345250377
3,280,0.028,u010,-20500.0,-40147.8353341624,-16448.062470189587,-23699.772863972816,-23699.772863972816,-40147.85221194927,0.9999992878512836,7.12148716497385e-07,0.11024313285932366,0.2500508947045684
4,300,0.03,u010,-20500.0,-40067.24212883125,-18167.982987605763,-21899.259141225484,-21899.259141225484,-40067.2603942741,0.9999991659346891,8.340653109284446e-07,0.1135312868945366,0.24892935898286836
5,320,0.032,u010,-20500.0,-40009.14164483413,-19470.008812153945,-20539.13283268019,-20539.13283268019,-40009.16111983456,0.9999990518117948,9.481882051742829e-07,0.11196715262064401,0.24737590441943108
6,340,0.034,u010,-20500.0,-39949.116438795754,-20142.13716034635,-19806.979278449406,-19806.979278449406,-39949.13663367689,0.9999989804179794,1.0195820205893824e-06,0.10759386539797233,0.24620383424072864
7,360,0.036000000000000004,u010,-20500.0,-39884.37814962544,-19990.320760659815,-19894.057388965623,-19894.057388965623,-39884.398256111905,0.999998989324026,1.010675973966979e-06,0.10527939820395232,0.2462225889766435
8,380,0.038,u010,-20500.0,-39834.75158261275,-19121.556120858266,-20713.195461754483,-20713.195461754483,-39834.77089395598,0.9999990676809253,9.323190747201338e-07,0.10802939018354843,0.24801109402606053
9,400,0.04,u010,-20500.0,-39751.42968140685,-17619.17180768831,-22132.25787371854,-22132.25787371854,-39751.44775455943,0.9999991834035569,8.165964430761896e-07,0.11249320484664786,0.25026015716554734
10,420,0.042,u010,-20500.0,-39656.329077094735,-15557.721176522697,-24098.60790057204,-24098.60790057204,-39656.34567555246,0.9999993112284773,6.887715227610336e-07,0.11397190707279098,0.2511281402500873
11,440,0.044,u010,-20500.0,-39576.15239927653,-13447.529696650861,-26128.622702625667,-26128.622702625667,-39576.16770814949,0.9999994140963648,5.859036351640867e-07,0.11072818544562439,0.2497027568813667
12,460,0.046,u010,-20500.0,-39499.42029242442,-11572.372774933698,-27927.04751749072,-27927.04751749072,-39499.43461544924,0.9999994871276627,5.12872337266046e-07,0.10628120157264247,0.24748694216352612
13,480,0.048,u010,-20500.0,-39469.8640334823,-10536.921587539866,-28932.942445942434,-28932.942445942434,-39469.87785854726,0.9999995221691753,4.778308247410656e-07,0.10559335168454355,0.24651310145903516
14,500,0.05,u010,-20500.0,-39482.53551755665,-10679.014126525028,-28803.521391031623,-28803.521391031623,-39482.54940474085,0.99999951786552,4.821344800065575e-07,0.10967923170075339,0.2475697129659503
15,520,0.052000000000000005,u010,-20500.0,-39501.60009129255,-12041.399299116485,-27460.200792176067,-27460.200792176067,-39501.6146578207,0.9999994695409256,5.304590743882009e-07,0.11387243709442797,0.2494986297323241
16,540,0.054,u010,-20500.0,-39553.618561869516,-13981.881801732467,-25571.73676013705,-25571.73676013705,-39553.63420412953,0.9999993882996285,6.117003714112279e-07,0.11338151861335215,0.25099880610518077
17,560,0.056,u010,-20500.0,-39603.752983146376,-15908.367715518601,-23695.385267627775,-23695.385267627775,-39603.76986405844,0.9999992875875272,7.124124727919678e-07,0.1086176143996491,0.25185211659879553
18,580,0.058,u010,-20500.0,-39631.484470885276,-17350.951531274884,-22280.53293961039,-22280.53293961039,-39631.50242376274,0.9999991942361262,8.057638738456774e-07,0.10481087879146846,0.25342116781357116
19,600,0.06,u010,-20500.0,-39662.09984487621,-18165.979950053763,-21496.11989482245,-21496.11989482245,-39662.11845286946,0.9999991343572181,8.656427819553336e-07,0.10655856533186549,0.2567395649673719
20,620,0.062,u010,-20500.0,-39657.348795041034,-18297.435074733745,-21359.91372030729,-21359.91372030729,-39657.367521692024,0.9999991232821258,8.76717874187527e-07,0.11158006476241379,0.2605668765758115
21,640,0.064,u010,-20500.0,-39643.66277265121,-17670.61282685958,-21973.04994579163,-21973.04994579163,-39643.6809767544,0.999999171527254,8.284727459617613e-07,0.11426685209861316,0.2628623857235039
22,660,0.066,u010,-20500.0,-39646.744266861846,-16331.061795786343,-23315.682471075503,-23315.682471075503,-39646.76142268416,0.9999992641949429,7.358050570505092e-07,0.1118742003832926,0.2626273853342967
23,680,0.068,u010,-20500.0,-39634.88003640456,-14299.212617666257,-25335.667418738303,-25335.667418738303,-39634.895824413776,0.9999993768473007,6.231526993305536e-07,0.10720085488391996,0.26121059037387057
24,700,0.07,u010,-20500.0,-39629.94019718224,-11863.143293567002,-27766.796903615235,-27766.796903615235,-39629.9546028695,0.9999994811907054,5.188092945807021e-07,0.10533963104326895,0.26034991864360596
25,720,0.07200000000000001,u010,-20500.0,-39622.136002110055,-9955.119872656098,-29667.016129453958,-29667.016129453958,-39622.14948509117,0.9999995455232571,4.544767428504848e-07,0.10881040017433052,0.2612732336377744
26,740,0.074,u010,-20500.0,-39583.14869394747,-9544.480374240491,-30038.66831970698,-30038.66831970698,-39583.162010111104,0.9999995566996618,4.433003382708911e-07,0.11321983896246457,0.2630916636025795
27,760,0.076,u010,-20500.0,-39548.43242038434,-10849.185232511925,-28699.247187872417,-28699.247187872417,-39548.446358025394,0.9999995143556406,4.856443593381776e-07,0.11339272857714168,0.2638862819685011
28,780,0.078,u010,-20500.0,-39498.363488828385,-12805.797070466768,-26692.566418361617,-26692.566418361617,-39498.3784742655,0.9999994385920015,5.614079985338805e-07,0.10905628222255431,0.2632480703410015
29,800,0.08,u010,-20500.0,-39430.9247181151,-14908.699572756072,-24522.22514535903,-24522.22514535903,-39430.94102983769,0.9999993348197076,6.651802924029226e-07,0.10527941174409289,0.26249982356386514
30,820,0.082,u010,-20500.0,-39380.97221389989,-16731.205347152398,-22649.766866747494,-22649.766866747494,-39380.98987411204,0.9999992202928747,7.797071253645704e-07,0.10669691290814116,0.26283797802003694
31,840,0.084,u010,-20500.0,-39323.93496062359,-17932.605909743637,-21391.329050879955,-21391.329050879955,-39323.95365977264,0.999999125855326,8.741446740345715e-07,0.11132502889644202,0.26367222080531566
32,860,0.08600000000000001,u010,-20500.0,-39281.11813316727,-18408.59908067307,-20872.5190524942,-20872.5190524942,-39281.137297103916,0.9999990818596737,9.181403263225363e-07,0.11374450091223683,0.26300841969333644
33,880,0.088,u010,-20500.0,-39270.58589634401,-18087.344700143964,-21183.241196200048,-21183.241196200048,-39270.604779178786,0.9999991085971721,8.914028278850239e-07,0.11113944634566314,0.2595156792018422
34,900,0.09,u010,-20500.0,-39249.64619357165,-17098.645323045872,-22151.00087052578,-22151.00087052578,-39249.664251431706,0.9999991847848897,8.152151102502891e-07,0.1067374959686257,0.25463122094502827
35,920,0.092,u010,-20500.0,-39240.76874299234,-15678.865226205293,-23561.903516787046,-23561.903516787046,-39240.78571953719,0.9999992794928315,7.205071684834863e-07,0.10556569410540244,0.25038721995424146
36,940,0.094,u010,-20500.0,-39239.4274727444,-13983.369293109834,-25256.058179634565,-25256.058179634565,-39239.4433105187,0.9999993729126562,6.270873437741464e-07,0.10903667786671332,0.24787513529459074
37,960,0.096,u010,-20500.0,-39220.84438484561,-12266.152134702395,-26954.692250143213,-26954.692250143213,-39220.85922455426,0.999999449457921,5.505420790918869e-07,0.11334065861270963,0.24671378031853128
38,980,0.098,u010,-20500.0,-39219.27138753727,-11032.336934277642,-28186.93445325963,-28186.93445325963,-39219.28557850221,0.9999994965415386,5.034584614205251e-07,0.11347862057635516,0.2452846233780542
39,1000,0.1,u010,-20500.0,-39213.21307950726,-10786.433974831685,-28426.779104675574,-28426.779104675574,-39213.2271507392,0.9999995050013244,4.949986755486968e-07,0.10917835105294854,0.24326708652640922
40,1020,0.10200000000000001,u010,-20500.0,-39195.6537335038,-11637.56240302496,-27558.09133047884,-27558.09133047884,-39195.668248289476,0.9999994733027693,5.266972306627871e-07,0.1057230997936605,0.2425412662002618
41,1040,0.10400000000000001,u010,-20500.0,-39191.91513271822,-13334.335791534017,-25857.579341184202,-25857.579341184202,-39191.9306020611,0.9999994017489355,5.982510644653161e-07,0.10680879306030884,0.24386029662112144
42,1060,0.106,u010,-20500.0,-39176.59400929004,-14832.586291893036,-24344.007717397006,-24344.007717397006,-39176.61044042721,0.9999993250447841,6.749552159956984e-07,0.11119347329099037,0.2465469128482232
43,1080,0.108,u010,-20500.0,-39161.9537123921,-15825.349706492794,-23336.60400589931,-23336.60400589931,-39161.97085283405,0.9999992655136641,7.344863358627052e-07,0.1135947207939346,0.24878482953133452
44,1100,0.11,u010,-20500.0,-39164.93664629452,-16213.521403156774,-22951.415243137744,-22951.415243137744,-39164.954074400455,0.9999992406533853,7.59346614753742e-07,0.11150237767063922,0.24960609099653241
45,1120,0.112,u010,-20500.0,-39156.451019356085,-16048.001677570748,-23108.449341785337,-23108.449341785337,-39156.46832902903,0.9999992509386174,7.490613825877901e-07,0.10725842392406386,0.24963686114266717
46,1140,0.114,u010,-20500.0,-39159.81603242381,-15261.735997456068,-23898.080034967745,-23898.080034967745,-39159.83277015836,0.999999299621096,7.003789040394004e-07,0.10601906246701544,0.2508043844013152
47,1160,0.116,u010,-20500.0,-39168.90906828246,-13810.276797562285,-25358.632270720176,-25358.632270720176,-39168.92484199403,0.9999993779754454,6.220245546417758e-07,0.10915144135651879,0.2534134600331343
48,1180,0.11800000000000001,u010,-20500.0,-39165.900209469895,-11807.10857643353,-27358.791633036366,-27358.791633036366,-39165.91482999085,0.9999994656012035,5.343987966033303e-07,0.11296340509760017,0.25655497438829633
49,1200,0.12,u010,-20500.0,-39168.64594661139,-10007.191613771196,-29161.454332840192,-29161.454332840192,-39168.65966334195,0.999999529628478,4.703715219545046e-07,0.1131300791190405,0.25857081235996265
50,1220,0.122,u010,-20500.0,-39159.09285016853,-9494.223635272763,-29664.869214895763,-29664.869214895763,-39159.106334125434,0.9999995454574719,4.545425281166082e-07,0.10973789153593194,0.25923194362501867
51,1240,0.124,u010,-20500.0,-39136.55856547007,-10768.038642019936,-28368.519923450134,-28368.519923450134,-39136.57266559945,0.9999995029661258,4.970338741694391e-07,0.1067835227723555,0.2598886702306747
