frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p002,0.028,96860.23208232937,-39364.36988273662,136224.601965066,136224.601965066,-39364.37281906372,2.1555041695986432e-08,0.9999999784449582,0.07802792031446018,1,0.07802792031446018,0.3557993005542779,0.1808681490794925,0.10284022876503232
1,1200,0.12,p002,0.028,85771.25235876723,-39232.469914368965,125003.7222731362,125003.7222731362,-39232.47311427359,2.559847339655974e-08,0.9999999744015267,0.07774649174102233,1,0.07774649174102233,0.3569713895565473,0.18136906255893495,0.10362257081791262
2,1300,0.13,p002,0.028,86060.19235240665,-39171.21529165839,125231.40764406504,125231.40764406504,-39171.218485745216,2.5505476008991224e-08,0.999999974494524,0.07950930853240731,1,0.07950930853240731,0.35664534617233257,0.18312319972870325,0.10361389119629594
3,1400,0.14,p002,0.028,102686.59810096872,-39175.768515767704,141862.36661673643,141862.36661673643,-39175.77133540198,1.987584324902869e-08,0.9999999801241568,0.0784889556030181,1,0.0784889556030181,0.35853776995374165,0.1809772744919911,0.102488318888973
4,1500,0.15,p002,0.028,102605.89457746936,-39112.568524710805,141718.46310218016,141718.46310218016,-39112.571347208184,1.9916228333194397e-08,0.9999999800837717,0.07956135591302524,1,0.07956135591302524,0.3528527112756575,0.18204801522350858,0.10248665931048334
5,1600,0.16,p002,0.028,90238.65398797762,-39116.6996623711,129355.35365034873,129355.35365034873,-39116.702754628044,2.39051319295136e-08,0.9999999760948681,0.0734017590352602,1,0.0734017590352602,0.3465047694833457,0.17668368844096133,0.10328192940570113
6,1700,0.17,p002,0.028,90612.02208431691,-39043.448496359895,129655.4705806768,129655.4705806768,-39043.45158145911,2.379459229651104e-08,0.9999999762054077,0.07268723257625774,1,0.07268723257625774,0.34230003322295643,0.17593205175542265,0.1032448191791649
7,1800,0.18,p002,0.028,93841.36991143637,-39164.78017011593,133006.1500815523,133006.1500815523,-39164.7831774956,2.261083059673652e-08,0.9999999773891695,0.0737518944971075,1,0.0737518944971075,0.34172487560030823,0.17677000676679064,0.10301811226968313
8,1900,0.19,p002,0.028,99678.65463414593,-39004.55164465969,138683.20627880562,138683.20627880562,-39004.554528930996,2.079755195838473e-08,0.9999999792024481,0.07948325408256102,1,0.07948325408256102,0.3410815939706137,0.18214378111541868,0.10266052703285766
9,2000,0.2,p002,0.028,117355.00500226658,-38967.643490391085,156322.64849265767,156322.64849265767,-38967.64604920133,1.6368774335973058e-08,0.9999999836312257,0.07059062634343258,1,0.07059062634343258,0.3431226804721038,0.1721686694191176,0.10157804307568502
10,2100,0.21,p002,0.028,87249.76748351034,-39168.04090889951,126417.80839240985,126417.80839240985,-39168.0440730106,2.502899687506499e-08,0.9999999749710031,0.07801853261260148,1,0.07801853261260148,0.3459842936986134,0.1815145081271115,0.10349597551451002
11,2200,0.22,p002,0.028,74089.15961153232,-39136.93557050382,113226.09518203614,113226.09518203614,-39136.939103258235,3.120088343244731e-08,0.9999999687991166,0.08608319908601347,1,0.08608319908601347,0.3493598705951898,0.19061474949093257,0.1045315504049191
12,2300,0.23,p002,0.028,89484.51103887774,-39041.769479204726,128526.28051808247,128526.28051808247,-39041.77259140862,2.421453210166291e-08,0.9999999757854678,0.08488233824772928,1,0.08488233824772928,0.35345382964746347,0.1882678217521729,0.10338548350444363
13,2400,0.24,p002,0.028,92409.76421639949,-39120.69487080231,131530.4590872018,131530.4590872018,-39120.69791192292,2.3121035919171362e-08,0.999999976878964,0.07998951851610338,1,0.07998951851610338,0.35956083551158813,0.1831553217855511,0.10316580326944773
14,2500,0.25,p002,0.028,68016.21231988815,-39077.19271465845,107093.4050345466,107093.4050345466,-39077.19644971558,3.487662819656734e-08,0.9999999651233717,0.08747704805179414,1,0.08747704805179414,0.3601943832936836,0.19257111088119688,0.10509406282940274
15,2600,0.26,p002,0.028,73181.57032964492,-38938.928395914845,112120.49872555977,112120.49872555977,-38938.931963505,3.181924773665301e-08,0.9999999681807523,0.08616646187216663,1,0.08616646187216663,0.3644529470545914,0.19083338529723204,0.10466692342506541
16,2700,0.27,p002,0.028,90717.4906221554,-38924.26417993396,129641.75480208936,129641.75480208936,-38924.26726535957,2.3799627435483472e-08,0.9999999762003726,0.08771141713495768,1,0.08771141713495768,0.3613395935758962,0.19103850135593134,0.10332708422097366
17,2800,0.28,p002,0.028,89295.84808893685,-38944.21697072944,128240.06505966629,128240.06505966629,-38944.22008987937,2.4322740155291456e-08,0.9999999756772598,0.08310175090513847,1,0.08310175090513847,0.3520478143309789,0.18649469003482722,0.10339293912968875
18,2900,0.29,p002,0.028,74408.1843320276,-38874.441672122455,113282.62600415005,113282.62600415005,-38874.44520311394,3.116975116901344e-08,0.9999999688302488,0.08156222492657843,1,0.08156222492657843,0.34767841401090105,0.18606514681355557,0.10450292188697714
19,3000,0.3,p002,0.028,77557.83934562161,-38776.102148186095,116333.94149380771,116333.94149380771,-38776.10558656343,2.955609595955977e-08,0.999999970443904,0.07723814812002859,1,0.07723814812002859,0.3429651954016725,0.18146720203120842,0.10422905391117983
20,3100,0.31,p002,0.028,91507.96338839227,-38707.80107759376,130215.76446598602,130215.76446598602,-38707.80414941838,2.35902656298137e-08,0.9999999764097344,0.07992100522374494,1,0.07992100522374494,0.3434487894814229,0.1831467971577294,0.10322579193398447
21,3200,0.32,p002,0.028,113057.95369085643,-38757.8171645985,151815.77085545493,151815.77085545493,-38757.81979937083,1.73550628312924e-08,0.9999999826449372,0.07836675618369042,1,0.07836675618369042,0.3450539954334536,0.18022656728091657,0.10185981109722615
22,3300,0.33,p002,0.028,103343.81402821912,-38758.51400625493,142102.32803447405,142102.32803447405,-38758.516821127836,1.9808773232821153e-08,0.9999999801912267,0.07646542484151919,1,0.07646542484151919,0.3487687005075926,0.17891458318249745,0.10244915834097826
23,3400,0.34,p002,0.028,78306.30741349232,-38624.41144987481,116930.71886336713,116930.71886336713,-38624.41487070376,2.925517589291715e-08,0.9999999707448242,0.07264536162499217,1,0.07264536162499217,0.3491595479939724,0.1768499717040869,0.10420461007909472
24,3500,0.35000000000000003,p002,0.028,75726.45376548063,-38785.135537956055,114511.58930343669,114511.58930343669,-38785.139031052175,3.050430030793194e-08,0.9999999694956997,0.07432183083501737,1,0.07432183083501737,0.3507832004680913,0.1787253345633002,0.10440350372828283
25,3600,0.36,p002,0.028,99503.42565561694,-38785.99442793388,138289.42008355082,138289.42008355082,-38785.99732041829,2.0916164689133154e-08,0.9999999790838353,0.0766684464463365,1,0.0766684464463365,0.3547813796431593,0.17937468601418663,0.10270623956785013
26,3700,0.37,p002,0.028,118286.59887893745,-38636.60811942298,156923.20699836043,156923.20699836043,-38636.61066844044,1.624372469866131e-08,0.9999999837562753,0.07761855964407989,1,0.07761855964407989,0.3536535034796511,0.17919835008840462,0.10157979044432473
27,3800,0.38,p002,0.028,92923.9549815917,-38638.30845724122,131562.26343883292,131562.26343883292,-38638.311497626666,2.3109858637848646e-08,0.9999999768901413,0.08029704099733749,1,0.08029704099733749,0.35439525094173996,0.18345311416011847,0.10315607316278098
28,3900,0.39,p002,0.028,85119.61988309803,-38645.67362244835,123765.29350554637,123765.29350554637,-38645.67685437208,2.611332688973178e-08,0.9999999738866732,0.07232350991930644,1,0.07232350991930644,0.35545856027417244,0.17601348982631856,0.10368997990701212
29,4000,0.4,p002,0.028,86107.653515832,-38643.38745201717,124751.04096784917,124751.04096784917,-38643.39065840315,2.5702277084427294e-08,0.9999999742977229,0.07742681704666148,1,0.07742681704666148,0.3565376380179543,0.1810712181494049,0.10364440110274344
30,4100,0.41000000000000003,p002,0.028,109546.31936696186,-38646.31144549747,148192.63081245933,148192.63081245933,-38646.31414468697,1.8214059538390615e-08,0.9999999817859404,0.08071992728058683,1,0.08071992728058683,0.3603918770654971,0.18282905209001524,0.10210912480942841
31,4200,0.42,p002,0.028,107934.31813220916,-38660.494440347626,146594.81257255678,146594.81257255678,-38660.49716895708,1.861327358909648e-08,0.9999999813867264,0.08085555048016095,1,0.08085555048016095,0.3641259845062419,0.18306940742136282,0.10221385694120187
32,4300,0.43,p002,0.028,95231.28261285773,-38561.9248700919,133793.20748294963,133793.20748294963,-38561.92785978023,2.2345590322547793e-08,0.9999999776544097,0.06831167403544436,1,0.06831167403544436,0.3613766810058099,0.17131600446039966,0.1030043304249553
33,4400,0.44,p002,0.028,81441.0630366281,-38470.58380254527,119911.64683917337,119911.64683917337,-38470.58713833457,2.781872493473614e-08,0.9999999721812751,0.06886977925841206,1,0.06886977925841206,0.3629238879247168,0.1728795242886837,0.10400974503027163
34,4500,0.45,p002,0.028,96294.82041059827,-38540.525690183335,134835.3461007816,134835.3461007816,-38540.52865676445,2.2001508281910276e-08,0.9999999779984917,0.07560880522413693,1,0.07560880522413693,0.36260081236016045,0.1785625342623467,0.10295372903820976
35,4600,0.46,p002,0.028,108555.28243315834,-38652.964174752124,147208.24660791046,147208.24660791046,-38652.96689199115,1.8458469475124417e-08,0.9999999815415306,0.08331672194864265,1,0.08331672194864265,0.35901293993890415,0.18548542464541598,0.10216870269677333
36,4700,0.47000000000000003,p002,0.028,99893.72365598098,-38438.93715075549,138332.66080673647,138332.66080673647,-38438.94004233576,2.0903090647284017e-08,0.9999999790969094,0.07957397396246499,1,0.07957397396246499,0.3538284126696796,0.18228610441389836,0.10271213045143338
37,4800,0.48,p002,0.028,84083.98085266634,-38529.96395889137,122613.94481155771,122613.94481155771,-38529.967221162966,2.660603920512372e-08,0.9999999733939609,0.07063991290801552,1,0.07063991290801552,0.3487634684612669,0.17439451828220548,0.10375460537418996
38,4900,0.49,p002,0.028,70799.88790852323,-38455.60794114327,109255.4958496665,109255.4958496665,-38455.611602286204,3.35099177850573e-08,0.9999999664900823,0.08113922251233846,1,0.08113922251233846,0.3461172652133292,0.18597952256696118,0.10484030005462272
39,5000,0.5,p002,0.028,95510.34363170594,-38434.63320154077,133944.9768332467,133944.9768332467,-38434.63618784156,2.22949806394368e-08,0.9999999777050194,0.08251336896464943,1,0.08251336896464943,0.3488017624132777,0.18550189962549363,0.1029885306608442
