frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u006,175000.0,199497.46563101583,-37891.168878629614,237388.63450964546,237388.63450964546,-37891.17056363025,7.098067689170762e-09,0.9999999929019323,0.20174842502227364,1,0.20174842502227364,0.3533701311473682,0.2999879610007714,0.09823953597849776
1,400,0.04,u006,175000.0,168631.3452256276,-37642.81713712261,206274.1623627502,206274.1623627502,-37642.819076289365,9.400919098734306e-09,0.9999999905990808,0.19821415886350152,1,0.19821415886350152,0.3496835866364303,0.29766909877713055,0.09945493991362903
2,500,0.05,u006,175000.0,104558.58259192795,-37557.17615688038,142115.75874880832,142115.75874880832,-37557.17897148726,1.9805029338737512e-08,0.9999999801949706,0.19819094614287597,1,0.19819094614287597,0.3491077960164528,0.3010118635285728,0.10282091738569683
3,600,0.06,u006,175000.0,204921.50652352,-37604.60887419953,242526.11539771952,242526.11539771952,-37604.610523506446,6.8005331366194355e-09,0.9999999931994669,0.20869318921643537,1,0.20869318921643537,0.34883549377316936,0.3067537784652211,0.09806058924878573
4,700,0.07,u006,175000.0,171558.93829555556,-37520.49228314407,209079.43057869963,209079.43057869963,-37520.49419629255,9.15034276127713e-09,0.9999999908496573,0.2081917888322608,1,0.2081917888322608,0.34987473801549485,0.3075383609522856,0.09934657212002478
5,800,0.08,u006,175000.0,105340.74170701153,-37433.146759567695,142773.88846657923,142773.88846657923,-37433.14956120038,1.9622863833834714e-08,0.9999999803771362,0.1987411614993757,1,0.1987411614993757,0.3520613812180646,0.30153190078409,0.10279073928471429
6,900,0.09,u006,175000.0,198203.45581183393,-37220.766088737,235424.22190057093,235424.22190057093,-37220.76778779751,7.217016428917589e-09,0.9999999927829836,0.20556661614156052,1,0.20556661614156052,0.3559792329238874,0.30389097810945903,0.09832436196789852
7,1000,0.1,u006,175000.0,171991.6654561274,-37122.43974534317,209114.10520147058,209114.10520147058,-37122.44165817443,9.147308466239679e-09,0.9999999908526915,0.19670616608177455,1,0.19670616608177455,0.3573489356115265,0.2960368427173163,0.09933067663554174
8,1100,0.11,u006,175000.0,115880.83093744726,-37097.363898537726,152978.194835985,152978.194835985,-37097.366513289424,1.7092315729438923e-08,0.9999999829076842,0.185215717597225,1,0.185215717597225,0.3575209930858473,0.28733143484437046,0.10211571724714548
9,1200,0.12,u006,175000.0,202642.74275885016,-37051.224614492996,239693.96737334316,239693.96737334316,-37051.226283287586,6.96218843687646e-09,0.9999999930378116,0.1919657108964981,1,0.1919657108964981,0.3551419711307536,0.29009674429689636,0.09813103340039825
