frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,150,0.0075,w010,1.0,-8196.929138046311,-30174.22072250623,21977.29158445992,75331.1312407937,-108161.81276629926,0.197704831892003,0.8022951681079971,0.08641350265611632,1,0.08641350265611632,0.2929214511285251,0.20804329867134874,0.12162979601523242
1,200,0.01,w010,1.0,-17505.584417205857,-29992.485018084233,12486.900600878376,65840.74025721215,-109976.44539302477,0.22359278941067828,0.7764072105893217,0.07112781460268869,1,0.07112781460268869,0.2964946699523363,0.20099649482338458,0.1298686802206959
2,250,0.0125,w010,1.0,18442716.445416007,-30138.145874207956,18472854.591290217,18526208.430946548,-83624.9049313087,7.174565372414232e-06,0.9999928254346275,0.1845387851381383,1,0.1845387851381383,0.30299350718505624,0.2525985087293028,0.0680597235911645
3,300,0.015,w010,1.0,634717.8572657172,-30211.67362506513,664929.5308907824,718283.3705471162,-86977.63131415151,0.004705671270906264,0.9952943287290937,0.17633374690917808,1,0.17633374690917808,0.31145418913302175,0.2661963258169848,0.08986257890780674
4,350,0.0175,w010,1.0,-18123.19780232903,-29189.41249908312,11066.21469675409,64420.054353087864,-109493.98935403346,0.2277754309233725,0.7722245690766275,0.13420937589326,1,0.13420937589326,0.32017966404727416,0.2739622691207621,0.1397528932275021
5,400,0.02,w010,1.0,333820.01578845235,-28945.531231270783,362765.5470197231,416119.3866760569,-88135.32075591633,0.013642049414447355,0.9863579505855526,0.2034723646109623,1,0.2034723646109623,0.32744295936177487,0.29810959527616165,0.09463723066519934
6,450,0.0225,w010,1.0,75653392.23906429,-28097.212398247997,75681489.45146254,75734843.29111888,-81483.5669318363,4.2932483806934485e-07,0.9999995706751619,0.270838974230804,1,0.270838974230804,0.3328622265775573,0.33135203109237227,0.060513056861568285
7,500,0.025,w010,1.0,13280.5516634612,-28038.487931754178,41319.03959521538,94672.87925154915,-102636.12350568376,0.1548827861939987,0.8451172138060012,0.2528417885821447,1,0.2528417885821447,0.33724292531961,0.3703122167197887,0.11747042813764401
8,550,0.0275,w010,1.0,-1528.252422762016,-27586.62047843117,26058.368055669154,79412.20771200293,-104788.15139882799,0.18761815261394293,0.8123818473860571,0.2557564563752165,1,0.2557564563752165,0.34214311474198517,0.3830450817516135,0.127288625376397
9,600,0.03,w010,1.0,24113679.124278598,-27579.528709103935,24141258.6529877,24194612.492644034,-81035.14721527696,4.2066387125339055e-06,0.9999957933612875,0.29429451400207485,1,0.29429451400207485,0.3483084107677829,0.3608546924768383,0.0665601784747635
10,650,0.0325,w010,1.0,5308126.062854385,-28107.562616101815,5336233.6254704865,5389587.465126821,-81918.26496984018,8.475328754359301e-05,0.9999152467124564,0.29538974285258485,1,0.29538974285258485,0.35563065727169596,0.3708848790539756,0.07549513620139074
11,700,0.035,w010,1.0,-4078.8000594807672,-28632.81823081849,24554.018171337724,77907.8578276715,-106119.326349968,0.19126620761248492,0.8087337923875151,0.27173763989734145,1,0.27173763989734145,0.36320228991384906,0.4045961740042984,0.132858534106957
12,750,0.0375,w010,1.0,73273.37983942273,-29386.191276978236,102659.57111640097,156013.41077273473,-97186.32050100266,0.07812775332410454,0.9218722466758955,0.2799757463364405,1,0.2799757463364405,0.3698659549611303,0.3865132836464536,0.10653753731001311
13,800,0.04,w010,1.0,125226570.2969302,-29433.360472824745,125256003.65740302,125309357.49705935,-82806.85157301277,1.5682338566636034e-07,0.9999998431766144,0.29458516973332133,1,0.29458516973332133,0.37481776865830463,0.3526099994536947,0.05802482972037338
14,850,0.0425,w010,1.0,168805.0208238069,-29954.388182505325,198759.40900631223,252113.248662646,-92724.04619807901,0.034751784836222765,0.9652482151637772,0.2543067661529752,1,0.2543067661529752,0.37836572322782025,0.3542576075847531,0.09995084143177789
15,900,0.045,w010,1.0,-9135.97992459801,-29731.117287912086,20595.137363314076,73948.97701964785,-107994.41620201885,0.2012594554513525,0.7987405445486475,0.22306676048090862,1,0.22306676048090862,0.3815874533130268,0.358091548422185,0.13502478794127637
16,950,0.0475,w010,1.0,1784310.937178602,-29944.248780238646,1814255.1859588407,1867609.0256151743,-84615.6951035246,0.0007045104802422264,0.9992954895197578,0.24789518565096264,1,0.24789518565096264,0.385671737224774,0.33052429810156236,0.08262911245059974
17,1000,0.05,w010,1.0,19166791.403966185,-29669.999794858682,19196461.403761044,19249815.24341738,-83151.76243618317,6.645325328680229e-06,0.9999933546746713,0.23401771437975677,1,0.23401771437975677,0.3907136859066205,0.30186175468288384,0.06784404030312706
18,1050,0.0525,w010,1.0,-10294.79676972059,-29579.683886452054,19284.887116731465,72638.72677306524,-108108.9269867939,0.2046954947677352,0.7953045052322648,0.14099917236211879,1,0.14099917236211879,0.39552134082069174,0.2701557953084822,0.12915662294636343
19,1100,0.055,w010,1.0,688.9985825027397,-29562.170138264482,30251.168720767222,83605.008377101,-105997.70666588469,0.17786839087376782,0.8221316091262322,0.14335931161475568,1,0.14335931161475568,0.3986517396506172,0.2638618430717483,0.12050253145699262
