frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p008,0.1,-39238.783732089476,-13849.693561421562,-25389.090170667914,-25389.090170667914,-39238.79948687821,0.9999993794669649,6.205330350672611e-07,-0.06944576524681334,0,-0.06944576524681334,0.14594422157239328,0.12295664793687225,0.1924024131836856
1,1200,0.12,p008,0.1,-39076.07266186204,-9453.761447001103,-29622.311214860936,-29622.311214860936,-39076.08616519116,0.9999995441504644,4.558495355633241e-07,-0.06827647669010524,0,-0.06827647669010524,0.1438947266173666,0.12361250011266188,0.19188897680276712
2,1300,0.13,p008,0.1,-39026.95608466657,-16637.994314224314,-22388.961770442256,-22388.961770442256,-39026.97395059912,0.9999992020217723,7.979782277733882e-07,-0.071089698282529,0,-0.071089698282529,0.1477643419690041,0.12100916739007697,0.19209886567260598
3,1400,0.14,p008,0.1,-39001.42678361692,-21661.53919362728,-17339.887589989637,-17339.887589989637,-39001.44985178652,0.9999986696506475,1.3303493524574606e-06,-0.07231954108110923,0,-0.07231954108110923,0.1515283599311697,0.11987285768797927,0.1921923987690885
4,1500,0.15,p008,0.1,-38930.636244185764,-15340.489750275709,-23590.146493910055,-23590.146493910055,-38930.65320040571,0.9999992812170296,7.187829703658721e-07,-0.06894690204621073,0,-0.06894690204621073,0.14705041541195837,0.12448551485800755,0.19343241690421828
5,1600,0.16,p008,0.1,-38785.38312858928,-6739.662997240055,-32045.720131349226,-32045.720131349226,-38785.39561075047,0.9999996104892817,3.895107183460311e-07,-0.06758902257454633,0,-0.06758902257454633,0.14286167601611746,0.12500235011636676,0.1925913726909131
6,1700,0.17,p008,0.1,-38956.9187373177,-14896.428713751811,-24060.490023565886,-24060.490023565886,-38956.93536207153,0.9999993090443778,6.909556221623703e-07,-0.0693769028039357,0,-0.0693769028039357,0.14672099492048502,0.12191232610506626,0.19128922890900196
7,1800,0.18,p008,0.1,-38907.282246865594,-17587.27725021154,-21320.004996654054,-21320.004996654054,-38907.301008570765,0.9999991199968221,8.800031778832818e-07,-0.0740381323961756,0,-0.0740381323961756,0.14851851504022062,0.12164883660703132,0.19568696900320692
8,1900,0.19,p008,0.1,-38900.13432696395,-16157.909666330408,-22742.22466063354,-22742.22466063354,-38900.15191537918,0.9999992266197222,7.733802778742138e-07,-0.07107094540285311,0,-0.07107094540285311,0.1475649874968812,0.12106562839499085,0.19213657379784396
9,2000,0.2,p008,0.1,-38825.22326545071,-17966.03931395695,-20859.18395149376,-20859.18395149376,-38825.24244163868,0.9999990806853829,9.193146171537769e-07,-0.06663765646740107,0,-0.06663765646740107,0.14862319489457024,0.12296013677823552,0.18959779324563658
10,2100,0.21,p008,0.1,-38810.1736435334,-15084.026723211951,-23726.14692032145,-23726.14692032145,-38810.19050255889,0.9999992894336536,7.105663464845868e-07,-0.06588241976070598,0,-0.06588241976070598,0.14686612248829872,0.12412171799151848,0.19000413775222447
11,2200,0.22,p008,0.1,-38808.37198339988,-10993.950284769613,-27814.421698630264,-27814.421698630264,-38808.38636442126,0.9999994829658273,5.170341726978833e-07,-0.07175650139891132,0,-0.07175650139891132,0.1447628227555945,0.12174899569298503,0.19350549709189635
12,2300,0.23,p008,0.1,-38755.343084650376,-12908.381623761583,-25846.961460888793,-25846.961460888793,-38755.35856034802,0.9999994012573148,5.98742685153919e-07,-0.07441780759562276,0,-0.07441780759562276,0.14580818974307583,0.1199708684707806,0.19438867606640337
13,2400,0.24,p008,0.1,-38758.14621617671,-18982.654595577944,-19775.49162059877,-19775.49162059877,-38758.16644321322,0.999998977168532,1.0228314680227335e-06,-0.06860485237005662,0,-0.06860485237005662,0.14951810946323787,0.12407312651057165,0.19267797888062826
14,2500,0.25,p008,0.1,-38826.204558644706,-22690.19125613742,-16136.013302507286,-16136.013302507286,-38826.22934787721,0.9999984637372394,1.536262760615248e-06,-0.06667696822917407,0,-0.06667696822917407,0.1524821637466092,0.12629438860254613,0.1929713568317202
15,2600,0.26,p008,0.1,-38789.26228659766,-18153.39528101249,-20635.86700558517,-20635.86700558517,-38789.28167030585,0.9999990606805244,9.39319475645739e-07,-0.06884112505026978,0,-0.06884112505026978,0.14889917051714965,0.12467846151462346,0.19351958656489324
16,2700,0.27,p008,0.1,-38795.6422480366,-16083.010160092119,-22712.632087944483,-22712.632087944483,-38795.65985936797,0.9999992246031202,7.753968798152044e-07,-0.07466900030352726,0,-0.07466900030352726,0.14767733502025646,0.12142593042727694,0.1960949307308042
