frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u049,-17500.0,-39100.09324578004,-16273.259050858527,-22826.83419492151,-22826.83419492151,-39100.110769002466,0.9999992323422786,7.676577213899805e-07,-0.17570233620744968,0,0.10545099474865392,0.2811533309561036
1,2200,0.22,u049,-17500.0,-39152.698875072034,-16762.14596762709,-22390.552907444944,-22390.552907444944,-39152.71673973498,0.9999992021351812,7.978648187689785e-07,-0.17372614080687174,0,0.1046061186076517,0.27833225941452344
2,2300,0.23,u049,-17500.0,-39062.460585483146,-15854.67484087203,-23207.785744611116,-23207.785744611116,-39062.47782106552,0.9999992573373021,7.426626978945805e-07,-0.17278126659191856,0,0.10588527740288727,0.27866654399480584
3,2400,0.24,u049,-17500.0,-38988.41690196333,-15192.090191284573,-23796.326710678753,-23796.326710678753,-38988.43371126849,0.9999992936186488,7.063813511898331e-07,-0.1668214868606322,0,0.1081505800478635,0.2749720669084957
4,2500,0.25,u049,-17500.0,-38951.958885761356,-13732.743273103493,-25219.215612657863,-25219.215612657863,-38951.97474667292,0.9999993710791069,6.289208931975487e-07,-0.16581447234350916,0,0.11082331329953708,0.27663778564304625
5,2600,0.26,u049,-17500.0,-38882.22033422001,-17437.14083690362,-21445.079497316387,-21445.079497316387,-38882.23898650116,0.9999991302317761,8.697682238323345e-07,-0.1739702560160023,0,0.11349798431749158,0.2874682403334939
6,2700,0.27,u049,-17500.0,-38890.313510688866,-18542.58771432159,-20347.725796367275,-20347.725796367275,-38890.33316888643,0.9999990338891054,9.661108946734664e-07,-0.1667656923351742,0,0.11379305796597884,0.280558750301153
7,2800,0.28,u049,-17500.0,-38869.410685187846,-16520.7745792137,-22348.636105974147,-22348.636105974147,-38869.42858335746,0.9999991991394526,8.008605474341124e-07,-0.1640984527193883,0,0.11250996905871516,0.27660842177810346
8,2900,0.29,u049,-17500.0,-38866.73782099623,-15220.912941351882,-23645.82487964435,-23645.82487964435,-38866.75473728974,0.9999992845980469,7.154019531219191e-07,-0.16059589427953716,0,0.1107705413574572,0.27136643563699436
9,3000,0.3,u049,-17500.0,-38895.817870145256,-16205.242952875647,-22690.57491726961,-22690.57491726961,-38895.83549859631,0.9999992230948875,7.769051125205984e-07,-0.17766602058907754,0,0.10842529739190837,0.2860913179809859
10,3100,0.31,u049,-17500.0,-38769.41688938849,-16987.89355513791,-21781.52333425058,-21781.52333425058,-38769.435253561496,0.9999991568935858,8.431064142944145e-07,-0.17502866807400552,0,0.10627416154161758,0.2813028296156231
11,3200,0.32,u049,-17500.0,-38837.911242369766,-14510.034609752358,-24327.876632617408,-24327.876632617408,-38837.92768440191,0.999999324149404,6.758505960435812e-07,-0.17131730418995078,0,0.10521651285305544,0.2765338170430062
12,3300,0.33,u049,-17500.0,-38697.71533813074,-14622.085586565401,-24075.629751565342,-24075.629751565342,-38697.73195243027,0.9999993099131044,6.900868956272177e-07,-0.1711665131376558,0,0.10608091483506932,0.2772474279727251
13,3400,0.34,u049,-17500.0,-38696.03747705955,-15828.510703544918,-22867.526773514634,-22867.526773514634,-38696.0549690996,0.9999992350719229,7.649280771571121e-07,-0.1602841629018586,0,0.10848431449676527,0.26876847739862386
14,3500,0.35000000000000003,u049,-17500.0,-38732.30317748641,-15679.749899572926,-23052.55327791348,-23052.55327791348,-38732.320529130455,0.9999992473016885,7.526983115124786e-07,-0.15777608899207882,0,0.11076523183656709,0.2685413208286459
15,3600,0.36,u049,-17500.0,-38653.56261500684,-18327.98750430692,-20325.575110699923,-20325.575110699923,-38653.58229462774,0.9999990317822407,9.682177593006713e-07,-0.15183236164484537,0,0.1129066748379695,0.2647390364828149
16,3700,0.37,u049,-17500.0,-38507.10927780066,-10123.233271286997,-28383.87600651366,-28383.87600651366,-38507.12337030167,0.9999995035037844,4.964962155851183e-07,-0.15562996082735828,0,0.11375537321924276,0.26938533404660103
17,3800,0.38,u049,-17500.0,-38626.11208252015,-13858.574855743675,-24767.537226776476,-24767.537226776476,-38626.128232682175,0.9999993479310916,6.520689083688858e-07,-0.14954228942784248,0,0.11261840561710766,0.26216069504495015
18,3900,0.39,u049,-17500.0,-38604.30094479304,-19618.879042768007,-18985.42190202503,-18985.42190202503,-38604.322013566656,0.9999988902681771,1.109731822934723e-06,-0.1497462541590738,0,0.11077098935524507,0.2605172435143189
19,4000,0.4,u049,-17500.0,-38597.96800515329,-11207.886160651484,-27390.08184450181,-27390.08184450181,-38597.98260897189,0.99999946682149,5.331785100648467e-07,-0.1587359678058715,0,0.10674492535009314,0.2654808931559646
20,4100,0.41000000000000003,u049,-17500.0,-38550.72977198087,-17136.8698979975,-21413.85987398337,-21413.85987398337,-38550.748451455445,0.9999991276938349,8.723061650783848e-07,-0.14877292372794682,0,0.10454433539335323,0.25331725912130004
21,4200,0.42,u049,-17500.0,-38382.40748030567,-14293.258776130097,-24089.148704175575,-24089.148704175575,-38382.42408528118,0.999999310687446,6.893125540363698e-07,-0.1543204528876399,0,0.10413059676828183,0.25845104965592175
22,4300,0.43,u049,-17500.0,-38547.81680394395,-12942.670166305761,-25605.146637638187,-25605.146637638187,-38547.83242579379,0.999999389894891,6.101051089890674e-07,-0.14816035112335577,0,0.10638493846945121,0.254545289592807
23,4400,0.44,u049,-17500.0,-38371.28754534261,-16721.152883849543,-21650.134661493066,-21650.134661493066,-38371.306020962504,0.999999146629402,8.533705979085759e-07,-0.1471818319855986,0,0.10870433970559397,0.25588617169119254
24,4500,0.45,u049,-17500.0,-38503.93721943916,-13862.784966641775,-24641.152252797387,-24641.152252797387,-38503.95345243559,0.9999993412250014,6.587749985520475e-07,-0.15850219401990376,0,0.11190577628875961,0.27040797030866337
25,4600,0.46,u049,-17500.0,-38354.2900507295,-10015.383799414529,-28338.90625131497,-28338.90625131497,-38354.304165593254,0.9999995019268009,4.980731991288678e-07,-0.15654162088903817,0,0.11483660687302573,0.2713782277620639
26,4700,0.47000000000000003,u049,-17500.0,-38281.12390408086,-12659.584026841301,-25621.539877239557,-25621.539877239557,-38281.1395159355,0.9999993906753579,6.093246421312593e-07,-0.15987373362132595,0,0.11545541680796367,0.2753291504292896
27,4800,0.48,u049,-17500.0,-38281.95623884411,-14374.029598835157,-23907.926640008955,-23907.926640008955,-38281.97296968514,0.9999993001978854,6.998021145898647e-07,-0.16088760464345397,0,0.11284784826582482,0.2737354529092788
28,4900,0.49,u049,-17500.0,-38227.4718130439,-10796.513604462845,-27430.958208581054,-27430.958208581054,-38227.48639510058,0.9999994684093401,5.315906599356879e-07,-0.1747884105454105,0,0.1105271696047408,0.2853155801501513
