frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u032,-26000.0,-39336.07209087678,-8345.274336325208,-30990.797754551575,-30990.797754551575,-39336.08499792863,0.999999583520205,4.164797949846033e-07,-0.13909966579452246,0,0.11120186501167731,0.25030153080619977
1,2200,0.22,u032,-26000.0,-39316.62013064636,-14872.457190856541,-24444.16293978982,-24444.16293978982,-39316.63649446022,0.9999993305644383,6.694355617065106e-07,-0.15236644177123382,0,0.10895285290591751,0.2613192946771513
2,2300,0.23,u032,-26000.0,-39177.20562789988,-10428.585618644807,-28748.62000925507,-28748.62000925507,-39177.21954160448,0.9999995160222952,4.839777048570859e-07,-0.14054815788147457,0,0.10853568727931161,0.2490838451607862
3,2400,0.24,u032,-26000.0,-39253.660116333835,-11297.669171057903,-27955.99094527593,-27955.99094527593,-39253.674424529745,0.9999994881890866,5.118109134838456e-07,-0.14447336192619986,0,0.10816709063993611,0.252640452566136
4,2500,0.25,u032,-26000.0,-39257.336310841376,-6049.631545781624,-33207.70476505975,-33207.70476505975,-39257.34835623439,0.9999996372713996,3.6272860037822596e-07,-0.1456175956796309,0,0.10961936089851311,0.255236956578144
5,2600,0.26,u032,-26000.0,-39146.95939069369,-14416.441263731598,-24730.518126962095,-24730.518126962095,-39146.97556503086,0.9999993459774712,6.540225288564905e-07,-0.14711902485053424,0,0.11022779556392308,0.25734682041445733
6,2700,0.27,u032,-26000.0,-39108.316751123755,-15077.639539893484,-24030.67721123027,-24030.67721123027,-39108.333396502465,0.9999993073288985,6.926711014765274e-07,-0.13535675298454086,0,0.11055743063472016,0.245914183619261
7,2800,0.28,u032,-26000.0,-39070.14530198442,-7084.784904506378,-31985.36039747804,-31985.36039747804,-39070.15780770074,0.999999609017801,3.909821989500628e-07,-0.1427120147101545,0,0.11034527128799353,0.25305728599814803
8,2900,0.29,u032,-26000.0,-38941.557925005705,-13279.500981903955,-25662.05694310175,-25662.05694310175,-38941.57351221128,0.9999993925979249,6.074020751367648e-07,-0.1519338824969348,0,0.10888133020848358,0.26081521270541835
9,3000,0.3,u032,-26000.0,-38996.76944757151,-9148.085458584334,-29848.683988987177,-29848.683988987177,-38996.78284849132,0.9999995510385725,4.489614274794107e-07,-0.15096146503875302,0,0.10825349668452795,0.25921496172328096
10,3100,0.31,u032,-26000.0,-38901.07353584969,-9841.980346555501,-29059.093189294188,-29059.093189294188,-38901.08730089762,0.9999995263088631,4.736911368707908e-07,-0.1495128251082879,0,0.10855111314201758,0.2580639382503055
11,3200,0.32,u032,-26000.0,-38794.90757866253,-13444.021505983488,-25350.886072679044,-25350.886072679044,-38794.9233571939,0.9999993775952573,6.224047427449975e-07,-0.14364245044754714,0,0.10997562241027224,0.2536180728578194
12,3300,0.33,u032,-26000.0,-38821.00674159388,-10354.232567681262,-28466.77417391262,-28466.77417391262,-38821.02079305613,0.9999995063912656,4.936087344420415e-07,-0.1365199896004243,0,0.1108610360656144,0.2473810256660387
13,3400,0.34,u032,-26000.0,-38885.09005666815,-9267.804809568857,-29617.285247099295,-29617.285247099295,-38885.10356228874,0.9999995439957388,4.560042611845283e-07,-0.1288396478128927,0,0.11157940040692972,0.2404190482198224
14,3500,0.35000000000000003,u032,-26000.0,-38869.5862010126,-12074.48218030014,-26795.10402071246,-26795.10402071246,-38869.60112910457,0.9999994428804857,5.571195142994867e-07,-0.14474064983026694,0,0.1112770281275435,0.25601767795781044
15,3600,0.36,u032,-26000.0,-38814.98690309771,-13217.628598224313,-25597.3583048734,-25597.3583048734,-38815.0025297007,0.9999993895235701,6.104764297965026e-07,-0.14669601474060281,0,0.10975610310783426,0.2564521178484371
16,3700,0.37,u032,-26000.0,-38812.527945169306,-5370.015221110545,-33442.51272405876,-33442.51272405876,-38812.539905988764,0.9999996423471227,3.57652877369663e-07,-0.14434449509036623,0,0.10887533481697163,0.2532198299073379
17,3800,0.38,u032,-26000.0,-38730.76050325646,-14167.586277700437,-24563.174225556024,-24563.174225556024,-38730.776787785944,0.9999993370356886,6.629643114486328e-07,-0.13809387767425796,0,0.10886905402081302,0.24696293169507097
18,3900,0.39,u032,-26000.0,-38666.097890350764,-12420.189577254321,-26245.908313096443,-26245.908313096443,-38666.113130812744,0.9999994193211339,5.806788661022466e-07,-0.13985731788977424,0,0.1096286961981286,0.24948601408790283
19,4000,0.4,u032,-26000.0,-38681.39379722663,-6081.572263322247,-32599.82153390438,-32599.82153390438,-38681.40606722783,0.9999996236178179,3.763821821434199e-07,-0.13969557395520843,0,0.11062555537391135,0.25032112932911976
20,4100,0.41000000000000003,u032,-26000.0,-38695.00009805028,-13900.23937429316,-24794.76072375712,-24794.76072375712,-38695.0162304802,0.9999993493621856,6.50637814403332e-07,-0.14532376695887866,0,0.11128733272630899,0.25661109968518764
21,4200,0.42,u032,-26000.0,-38795.800551853696,-7392.572144638863,-31403.228407214832,-31403.228407214832,-38795.81328939242,0.999999594387933,4.0561206710032494e-07,-0.15464377716074817,0,0.10977818038181693,0.2644219575425651
22,4300,0.43,u032,-26000.0,-38617.68773052681,-8565.170312643837,-30052.517417882977,-30052.517417882977,-38617.70104055396,0.9999995571081391,4.4289186085233467e-07,-0.14136034650751328,0,0.10883802015357945,0.25019836666109274
23,4400,0.44,u032,-26000.0,-38629.61479669434,-16595.23136508942,-22034.383431604918,-22034.383431604918,-38629.632950125844,0.9999991761329899,8.238670100579881e-07,-0.1425240925446195,0,0.1085853200283405,0.25110941257296
24,4500,0.45,u032,-26000.0,-38639.33603716921,-11120.31954418178,-27519.01649298743,-27519.01649298743,-38639.35057256472,0.9999994718059726,5.281940274604047e-07,-0.13854051353117067,0,0.1094555420406795,0.24799605557185017
25,4600,0.46,u032,-26000.0,-38459.07588235606,-7930.049213475664,-30529.026668880397,-30529.026668880397,-38459.08898463517,0.9999995708258895,4.2917411041676345e-07,-0.1401395345576925,0,0.10932175419907224,0.24946128875676474
26,4700,0.47000000000000003,u032,-26000.0,-38609.774251261406,-12789.826159364253,-25819.948091897153,-25819.948091897153,-38609.789743150024,0.9999994000038275,5.999961724678649e-07,-0.1390861863336696,0,0.1109340439298076,0.2500202302634772
27,4800,0.48,u032,-26000.0,-38583.61005793972,-15126.495361135807,-23457.11469680391,-23457.11469680391,-38583.627110322945,0.9999992730410941,7.269589058500614e-07,-0.15226753764031647,0,0.11164827879567736,0.2639158164359938
28,4900,0.49,u032,-26000.0,-38560.90250616247,-8973.418962940981,-29587.48354322149,-29587.48354322149,-38560.916025386454,0.9999995430766657,4.569233342244239e-07,-0.15008406097254162,0,0.11096349373807933,0.26104755471062097
29,5000,0.5,u032,-26000.0,-38496.471922393364,-14259.562093755667,-24236.909828637698,-24236.909828637698,-38496.48842613623,0.9999993190666424,6.809333575885645e-07,-0.14001478194294076,0,0.10937643401980449,0.24939121596274524
30,5100,0.51,u032,-26000.0,-38472.81736021492,-10945.620713370387,-27527.19664684453,-27527.19664684453,-38472.831891291,0.9999994721198483,5.278801517016873e-07,-0.14459904594924056,0,0.10776079233183938,0.25235983828107994
31,5200,0.52,u032,-26000.0,-38502.88733003847,-6671.506540216622,-31831.38078982185,-31831.38078982185,-38502.899896249306,0.9999996052260192,3.947739808940476e-07,-0.14994196911165486,0,0.10788666045670196,0.25782862956835684
32,5300,0.53,u032,-26000.0,-38365.81986064365,-16845.86785347748,-21519.95200716617,-21519.95200716617,-38365.838448029644,0.9999991362734508,8.637265491162616e-07,-0.14548103241867977,0,0.10791995023672472,0.2534009826554045
33,5400,0.54,u032,-26000.0,-38398.93342438375,-7709.138999791787,-30689.794424591964,-30689.794424591964,-38398.94645802694,0.9999995753105433,4.246894566573012e-07,-0.14140185493230545,0,0.10916241652411084,0.2505642714564163
34,5500,0.55,u032,-26000.0,-38328.09757694724,-6185.0000140031625,-32143.09756294408,-32143.09756294408,-38328.11002129379,0.9999996128457475,3.8715425254576274e-07,-0.15305143394210047,0,0.10996939955492091,0.2630208334970214
35,5600,0.56,u032,-26000.0,-38348.4994238386,-14089.257152545528,-24259.24227129307,-24259.24227129307,-38348.51591238855,0.9999993203197627,6.796802373143507e-07,-0.1456930983414619,0,0.11035787918700782,0.2560509775284697
36,5700,0.5700000000000001,u032,-26000.0,-38239.026040349214,-9919.18744220864,-28319.838598140574,-28319.838598140574,-38239.040164716454,0.999999501255874,4.987441259984848e-07,-0.1410519306552566,0,0.11056491888908113,0.2516168495443377
37,5800,0.58,u032,-26000.0,-38272.1816114602,-7777.913137429947,-30494.26847403025,-30494.26847403025,-38272.194728673625,0.9999995698469646,4.3015303535787197e-07,-0.14491489329748936,0,0.1105829882658213,0.25549788156331066
38,5900,0.59,u032,-26000.0,-38234.80725304666,-11673.441526378534,-26561.365726668126,-26561.365726668126,-38234.82231250472,0.9999994330321287,5.669678712627579e-07,-0.1396372584993007,0,0.10908133982085468,0.2487185983201554
39,6000,0.6,u032,-26000.0,-38230.15448963072,-11528.365350354463,-26701.789139276254,-26701.789139276254,-38230.16946989191,0.9999994389797513,5.61020248701638e-07,-0.1408363405428778,0,0.1085832233543135,0.2494195638971913
