frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u002,0.0,-33743.05346078448,-1721.8756037609237,-32021.17785702356,-82021.17785702355,-33743.05833757346,0.9999999405423268,5.945767328485729e-08,-0.1514410443617638,0,-0.1514410443617638,0.1448698081443145,0.11209083688441622,0.26353188124618004
1,400,0.04,u002,0.0,-33565.071254733244,-9410.482684341565,-24154.58857039168,-74154.58857039167,-33565.07664886971,0.9999999272582345,7.274176544447286e-08,-0.1520391431450508,0,-0.1520391431450508,0.1495496396529133,0.11251336648234482,0.2645525096273956
2,500,0.05,u002,0.0,-33493.80581015363,-13449.502499616312,-20044.303310537318,-70044.30331053732,-33493.811520824565,0.9999999184706003,8.152939973138373e-08,-0.16040485415505334,0,-0.16040485415505334,0.1537948032090974,0.11262710535387889,0.2730319595089322
3,600,0.06,u002,0.0,-32605.842917594087,3744.926665459687,-36350.76958305377,-86350.76958305377,-32605.847549862912,0.9999999463552166,5.3644783393203e-08,-0.16963151329416593,0,-0.16963151329416593,0.1434943496040427,0.11168401084617437,0.2813155241403403
4,700,0.07,u002,0.0,-33063.37137588042,1308.0434176584076,-34371.41479353883,-84371.41479353883,-33063.37611682234,0.9999999438086774,5.619132259493398e-08,-0.1730693596752908,0,-0.1730693596752908,0.14451853374011528,0.11009503631010274,0.28316439598539356
5,800,0.08,u002,0.0,-33573.24831202486,-8863.923756970747,-24709.32455505411,-74709.3245550541,-33573.25366610849,0.9999999283344764,7.166552362658507e-08,-0.15380763881930132,0,-0.15380763881930132,0.14921138129951445,0.11081101995487408,0.2646186587741754
6,900,0.09,u002,0.0,-33512.71683699005,-9139.972281681417,-24372.74455530863,-74372.74455530863,-33512.72221530401,0.9999999276843523,7.231564763676701e-08,-0.1488080229709906,0,-0.1488080229709906,0.14925985407560471,0.11102634758529524,0.25983437055628583
7,1000,0.1,u002,0.0,-33501.91197227523,-8229.631641543658,-25272.28033073157,-75272.28033073156,-33501.917286316064,0.9999999294024298,7.059757017868762e-08,-0.14743539687564183,0,-0.14743539687564183,0.1484608180123677,0.10967915097577853,0.25711454785142035
8,1100,0.11,u002,0.0,-33648.03255358942,-5039.064093895468,-28608.968459693955,-78608.96845969395,-33648.03764206701,0.9999999352684938,6.47315061552689e-08,-0.1410165458734203,0,-0.1410165458734203,0.1462595400932961,0.1095807899644353,0.2505973358378556
9,1200,0.12,u002,0.0,-33673.123590393334,-6948.062968474318,-26725.060621919016,-76725.06062191902,-33673.12880381344,0.9999999320506319,6.794936813214747e-08,-0.13007875485277332,0,-0.13007875485277332,0.1468658955374765,0.10794428691541606,0.23802304176818936
