frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,250,0.0125,w003,0.3,-31444.975398060615,-30293.022182753044,-1151.9532153075706,52201.8864410262,-113615.24559634304,0.2672440117672382,0.7327559882327618,-0.05081029540326737,0,-0.05081029540326737,0.22500213840679592,0.12358750045905059,0.17439779586231796
1,300,0.015,w003,0.3,-31516.522336266808,-30245.8879768959,-1270.6343593709062,52083.20529696287,-113599.85282428721,0.267658817345489,0.732341182654511,-0.0482758487899142,0,-0.0482758487899142,0.22036169185386295,0.12694301368810929,0.17521886247802348
2,350,0.0175,w003,0.3,-31660.762782027563,-30126.712848915282,-1534.049933112281,51819.78972322149,-113551.30467883508,0.26858167747399925,0.7314183225260007,-0.04583214291932103,0,-0.04583214291932103,0.21128652082168076,0.13132350451449692,0.17715564743381795
3,400,0.02,w003,0.3,-31789.995508870532,-29838.354005957164,-1951.6415029133677,51402.19815342041,-113375.40977768484,0.2700508721600876,0.7299491278399124,-0.04854947471910159,0,-0.04854947471910159,0.20060197861654216,0.12972153776919204,0.17827101248829363
4,450,0.0225,w003,0.3,-31839.00824430859,-29742.35299555338,-2096.655248755207,51257.18440757858,-113318.60696622332,0.2705628438811395,0.7294371561188605,-0.046672083967756295,0,-0.046672083967756295,0.19302113398742254,0.1274877780267064,0.1741598619944627
5,500,0.025,w003,0.3,-31844.976248019906,-29720.55250104267,-2124.4237469772343,51229.41590935655,-113304.32095810218,0.2706609851643491,0.7293390148356509,-0.051717087000724804,0,-0.051717087000724804,0.19313138366723598,0.12434236672576646,0.17605945372649126
6,550,0.0275,w003,0.3,-31645.01773605161,-30122.44536881963,-1522.57236723198,51831.26728910179,-113543.95476597035,0.2685414036203126,0.7314585963796874,-0.04578430531236244,0,-0.04578430531236244,0.20014332206320076,0.1296512086397731,0.17543551395213555
7,600,0.03,w003,0.3,-31464.568633211195,-30143.72964081922,-1320.838992391975,52033.0006639418,-113511.13660982272,0.2678344732958802,0.7321655267041198,-0.050162068830662654,0,-0.050162068830662654,0.20864888544244736,0.12894202639077482,0.17910409522143747
8,650,0.0325,w003,0.3,-31257.132480388955,-30267.385610639885,-989.7468697490694,52364.092786584704,-113546.30626477196,0.266678070944603,0.733321929055397,-0.047325493618043446,0,-0.047325493618043446,0.2141833035761832,0.12784261974680516,0.1751681133648486
9,700,0.035,w003,0.3,-31229.455383730456,-30102.902445722437,-1126.5529380080188,52227.28671832576,-113418.33891383788,0.26715531418540683,0.7328446858145932,-0.052406652754186725,0,-0.052406652754186725,0.2148515230347978,0.12172494032321156,0.17413159307739828
10,750,0.0375,w003,0.3,-31248.30527800724,-30003.263415242433,-1245.0418627648069,52108.79779356896,-113350.37935059474,0.26756931652329513,0.7324306834767049,-0.04877308426984632,0,-0.04877308426984632,0.2106032625783431,0.12367559705459093,0.17244868132443725
11,800,0.04,w003,0.3,-31415.499342988318,-29631.549893674528,-1783.94944931379,51569.890207019984,-113123.36984146122,0.26945997619580453,0.7305400238041955,-0.049451833719053956,0,-0.049451833719053956,0.2034040968543072,0.12920083944934962,0.17865267316840358
12,850,0.0425,w003,0.3,-31441.705055778275,-29459.69604414003,-1982.0090116382453,51371.830644695525,-113004.95421472192,0.270158008992859,0.729841991007141,-0.04420279169468305,0,-0.04420279169468305,0.19700820680393386,0.13353587224881586,0.1777386639434989
13,900,0.045,w003,0.3,-31472.59591960884,-29503.470741395962,-1969.1251782128784,51384.714478120906,-113045.24853404347,0.270112549813196,0.729887450186804,-0.04865502008387754,0,-0.04865502008387754,0.195427585756089,0.12419044761720135,0.1728454677010789
14,950,0.0475,w003,0.3,-31430.70041025067,-29665.34668996113,-1765.3537202895386,51588.48593604424,-113152.15644161898,0.26939452589201823,0.7306054741079817,-0.05144035922966202,0,-0.05144035922966202,0.1997045138027617,0.12104304736674205,0.17248340659640407
15,1000,0.05,w003,0.3,-31346.745330574315,-29956.562196348154,-1390.1831342261612,51963.656522107616,-113342.550334281,0.26807727488780964,0.7319227251121904,-0.0436954089986184,0,-0.0436954089986184,0.20681545389009728,0.13207014254272403,0.17576555154134244
16,1050,0.0525,w003,0.3,-31294.180704046128,-29963.744735228916,-1330.4359688172117,52023.40368751656,-113333.72226653835,0.26786806367745075,0.7321319363225492,-0.048686909056663924,0,-0.048686909056663924,0.21296556473648395,0.12914476688969723,0.17783167594636115
17,1100,0.055,w003,0.3,-31185.879645282992,-30104.462463725067,-1081.4171815579248,52272.42247477585,-113407.84423042336,0.26699776968908906,0.7330022303109109,-0.04957369980047649,0,-0.04957369980047649,0.21566428021690232,0.12057930768489275,0.17015300748536924
