frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,150,0.0075,w000,0.0,-31602.052373748826,-6630.809072802251,-24971.243300946575,28382.5963553872,-97406.36378170995,0.3625220919152675,0.6374779080847325,-0.11886858931091394,0,-0.11886858931091394,0.14777437591790257,0.10197258714665976,0.2208411764575737
1,200,0.01,w000,0.0,-31563.005779129075,-8280.18320877332,-23282.822570355755,30071.01708597802,-98450.00135851713,0.35501371896591616,0.6449862810340838,-0.11098133662317712,0,-0.11098133662317712,0.1483553212005199,0.10646181230613512,0.21744314892931224
2,250,0.0125,w000,0.0,-31567.767939213285,-8771.895706541312,-22795.872232671973,30557.9674236618,-98769.36266017926,0.3528677254968672,0.6471322745031328,-0.10471143127474154,0,-0.10471143127474154,0.14839116769942168,0.11027758662520189,0.21498901789994343
3,300,0.015,w000,0.0,-31634.181459360378,-7385.409524838848,-24248.77193452153,29105.067721812244,-97900.21870683257,0.35929657721965014,0.6407034227803499,-0.11487646955056303,0,-0.11487646955056303,0.1479042683404048,0.10602812992287765,0.22090459947344068
4,350,0.0175,w000,0.0,-31708.036529362755,-5217.192485425097,-26490.844043937657,26862.995612396116,-96548.82653120832,0.3693670226475593,0.6306329773524407,-0.12428310500115028,0,-0.12428310500115028,0.14700611000686006,0.10291888934682808,0.22720199434797836
5,400,0.02,w000,0.0,-31784.125774233224,-4007.3147649620078,-27776.811009271216,25577.028647062558,-95817.70121922993,0.37522198194652506,0.624778018053475,-0.12006283637044386,0,-0.12006283637044386,0.14596055251802337,0.10793560005004556,0.22799843642048942
6,450,0.0225,w000,0.0,-31833.971597089054,-2377.676912502793,-29456.29468458626,23897.544971747513,-94824.72048140113,0.38295151041369807,0.617048489586302,-0.11732302305280999,0,-0.11732302305280999,0.14497609498127967,0.11240928889612616,0.22973231194893615
7,500,0.025,w000,0.0,-31858.044779253076,-231.44730894241366,-31626.597470310662,21727.24218602311,-93520.56796662183,0.39307228458567117,0.6069277154143288,-0.12841370574599148,0,-0.12841370574599148,0.14425900167103958,0.10856422763307244,0.23697793337906392
8,550,0.0275,w000,0.0,-31874.792742043443,1490.2469485079637,-33365.039690551406,19988.799965782368,-92489.32924942038,0.4012803928525881,0.5987196071474119,-0.1403326573510313,0,-0.1403326573510313,0.14391541031656557,0.10351155439350831,0.2438442117445396
9,600,0.03,w000,0.0,-31873.634076042916,1046.4662328791455,-32920.10030892206,20433.739347411713,-92755.0339130598,0.3991713764958147,0.6008286235041853,-0.13834670508505884,0,-0.13834670508505884,0.1439842160136202,0.10591852088032702,0.24426522596538586
10,650,0.0325,w000,0.0,-31878.95312940958,-303.7433731573692,-31575.20975625221,21778.629900081563,-93572.67114474328,0.39283099206926975,0.6071690079307303,-0.12924333402258503,0,-0.12924333402258503,0.14429084016993832,0.11171701302397281,0.24096034704655783
11,700,0.035,w000,0.0,-31866.416688130586,-924.8369791102014,-30941.579709020385,22412.25994731339,-93945.79640785765,0.3898622554132951,0.6101377445867049,-0.12965959337771116,0,-0.12965959337771116,0.14460916363120088,0.11039751773742267,0.2400571111151338
12,750,0.0375,w000,0.0,-31866.217166846996,-996.7088099804241,-30869.508356866572,22484.3312994672,-93989.58248046049,0.3895253480263918,0.6104746519736082,-0.13550760336952866,0,-0.13550760336952866,0.14492206796950302,0.10456716570525779,0.24007476907478645
13,800,0.04,w000,0.0,-31852.36217904283,-2021.6875679685618,-29830.674611074268,23523.165045259506,-94612.42521017589,0.38468693179330443,0.6153130682066956,-0.13080189108087242,0,-0.13080189108087242,0.1452911112704009,0.10491512221996042,0.23571701330083286
14,850,0.0425,w000,0.0,-31837.565040901012,-4254.586445497436,-27582.978595403576,25770.861060930198,-95992.32861457045,0.37433588691697406,0.6256641130830259,-0.11753396647550524,0,-0.11753396647550524,0.14596347771212737,0.11093094843314685,0.2284649149086521
15,900,0.045,w000,0.0,-31811.031016564433,-5909.080539010989,-25901.950477553444,27451.88917878033,-97023.98120552866,0.3667047691980779,0.6332952308019222,-0.11446552561589865,0,-0.11446552561589865,0.14681211799147323,0.11139306719503075,0.2258585928109294
16,950,0.0475,w000,0.0,-31791.456121720927,-6772.98102849198,-25018.475093228946,28335.364563104828,-97565.66330052423,0.3627336145016506,0.6372663854983494,-0.12358316292909238,0,-0.12358316292909238,0.1477724523107717,0.10545030030901223,0.2290334632381046
17,1000,0.05,w000,0.0,-31801.41954133642,-7969.509022542596,-23831.910518793826,29521.929137539948,-98334.92766110497,0.35744408564522545,0.6425559143547745,-0.1272825699234577,0,-0.1272825699234577,0.14879649940222378,0.10354950259519775,0.23083207251865548
18,1050,0.0525,w000,0.0,-31837.743355399376,-9771.926096580835,-22065.81725881854,31288.022397515233,-99512.94978477241,0.34966700140733453,0.6503329985926655,-0.11940232270550154,0,-0.11940232270550154,0.1495219510127123,0.10919534990984765,0.2285976726153492
19,1100,0.055,w000,0.0,-31898.106982320925,-10446.787610964733,-21451.319371356192,31902.52028497758,-99973.76535512901,0.3469885439060053,0.6530114560939947,-0.1178274682508745,0,-0.1178274682508745,0.1498872775818446,0.11187198353007777,0.22969945178095227
