frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u040,-22000.0,-39218.05979988375,-12293.480591367668,-26924.57920851608,-26924.57920851608,-39218.074656189434,0.9999994482257576,5.517742424077099e-07,-0.22713865965277286,0,0.11097453301706013,0.338113192669833
1,2200,0.22,u040,-22000.0,-39192.77206981665,-13940.849029044446,-25251.923040772206,-25251.923040772206,-39192.787910184474,0.999999372707262,6.272927380313043e-07,-0.22354984463562796,0,0.11217571819864172,0.3357255628342697
2,2300,0.23,u040,-22000.0,-39281.74827816809,-13520.57604649759,-25761.172231670498,-25761.172231670498,-39281.76380540246,0.9999993972628453,6.027371547423499e-07,-0.2081443174094529,0,0.11269943694162318,0.3208437543510761
3,2400,0.24,u040,-22000.0,-39186.51464759442,-12199.106265657727,-26987.408381936693,-26987.408381936693,-39186.529469313304,0.9999994507919252,5.492080747404593e-07,-0.20885873102570898,0,0.11202206419097402,0.320880795216683
4,2500,0.25,u040,-22000.0,-39168.17340741132,-8286.664703943243,-30881.508703468076,-30881.508703468076,-39168.18636014093,0.9999995805671649,4.1943283507483997e-07,-0.2144596750163114,0,0.11046957920177553,0.32492925421808694
5,2600,0.26,u040,-22000.0,-39149.151353601745,-13377.83336729565,-25771.317986306094,-25771.317986306094,-39149.1668747233,0.9999993977373269,6.022626730661784e-07,-0.20762377205533394,0,0.10797181580476854,0.3155955878601025
6,2700,0.27,u040,-22000.0,-39096.49751889889,-16947.107020497206,-22149.390498401684,-22149.390498401684,-39096.51557807185,0.9999991846663452,8.153336548133439e-07,-0.21232388155720833,0,0.10749459638833853,0.31981847794554685
7,2800,0.28,u040,-22000.0,-39089.90485608339,-10679.704327296553,-28410.200528786838,-28410.200528786838,-39089.91893552649,0.9999995044234506,4.955765493530606e-07,-0.20441276723511032,0,0.1073292858505941,0.3117420530857044
8,2900,0.29,u040,-22000.0,-39055.53652263008,-14071.880463876529,-24983.65605875355,-24983.65605875355,-39055.55253308678,0.9999993591636009,6.408363990573207e-07,-0.19814686082681524,0,0.10709727428530466,0.3052441351121199
9,3000,0.3,u040,-22000.0,-38955.86376005251,-12274.730703959882,-26681.13305609263,-26681.13305609263,-38955.87875191115,0.9999994381107518,5.618892482406324e-07,-0.20815164033460395,0,0.10804067132124553,0.3161923116558495
