frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,2200,0.22,u012,-17000.0,-38806.28846216155,-14773.625216942804,-24032.663245218748,-24032.663245218748,-38806.30510616471,0.9999993074433767,6.925566232718339e-07,0.10781342634550493,0.262479811577698
1,2400,0.24,u012,-17000.0,-38713.90582683336,-13641.386971369386,-25072.518855463975,-25072.518855463975,-38713.92178054538,0.9999993636980867,6.36301913270465e-07,0.11011997395499933,0.2531548153933832
2,2600,0.26,u012,-17000.0,-38654.976464279316,-11256.748484122974,-27398.22798015634,-27398.22798015634,-38654.991063755864,0.9999994671384953,5.328615047539564e-07,0.10997452280523298,0.2521788718548875
3,2800,0.28,u012,-17000.0,-38709.998743945354,-13470.634769860277,-25239.363974085078,-25239.363974085078,-38710.01459219531,0.9999993720828281,6.279171719247856e-07,0.10906032800298934,0.26530964967825293
4,3000,0.3,u012,-17000.0,-38604.99282397216,-21073.049623051513,-17531.94320092065,-17531.94320092065,-38605.01563943962,0.999998698637806,1.301362194006117e-06,0.10810593514168193,0.2477082040866808
5,3200,0.32,u012,-17000.0,-38510.444261847326,-17691.71564169167,-20818.728620155656,-20818.728620155656,-38510.46347529874,0.9999990771090637,9.22890936394527e-07,0.11068761202953722,0.25364864030431045
6,3400,0.34,u012,-17000.0,-38435.394178747316,-9631.367951721797,-28804.02622702552,-28804.02622702552,-38435.40806568812,0.9999995178824201,4.821175798030986e-07,0.1105334876785406,0.26842926044943205
7,3600,0.36,u012,-17000.0,-38425.26729651232,-10558.098016441712,-27867.169280070608,-27867.169280070608,-38425.28165031302,0.9999994849212789,5.150787211194441e-07,0.10714560127002702,0.2338194008069272
8,3800,0.38,u012,-17000.0,-38370.529473216506,-16055.62278480138,-22314.906688415125,-22314.906688415125,-38370.54739843951,0.999999196716596,8.032834040161418e-07,0.1108953869176928,0.26165311179591066
9,4000,0.4,u012,-17000.0,-38365.603112730925,-17097.211603895033,-21268.39150883589,-21268.39150883589,-38365.621919966354,0.9999991157205208,8.842794791963371e-07,0.11315671284794725,0.2556979475732127
10,4200,0.42,u012,-17000.0,-38258.641988411226,-20031.563119289523,-18227.078869121702,-18227.078869121702,-38258.663933755364,0.9999987960061263,1.203993873655218e-06,0.10964207097902541,0.24005715281143908
11,4400,0.44,u012,-17000.0,-38219.4631098416,-18643.627356420155,-19575.835753421445,-19575.835753421445,-38219.4835431752,0.9999989561982843,1.043801715672199e-06,0.10784126062978566,0.2600103662905088
12,4600,0.46,u012,-17000.0,-38166.93484061616,-9090.059005170478,-29076.87583544568,-29076.87583544568,-38166.948597245755,0.999999526888079,4.731119209178125e-07,0.10905842734928772,0.25090143715310914
13,4800,0.48,u012,-17000.0,-38072.54454638358,-16603.691254695703,-21468.853291687876,-21468.853291687876,-38072.563178009936,0.9999991321570013,8.678429986863634e-07,0.11158149463251571,0.2554595487559361
14,5000,0.5,u012,-17000.0,-38036.90913969872,-16039.61996221586,-21997.28917748286,-21997.28917748286,-38036.92732374249,0.9999991733520633,8.266479366580981e-07,0.1097210274684836,0.26075345032146774
15,5200,0.52,u012,-17000.0,-37969.13400106717,-14116.291829862952,-23852.842171204218,-23852.842171204218,-37969.15077054546,0.9999992969619895,7.030380104744438e-07,0.10980724676758066,0.2510432342929711
16,5400,0.54,u012,-17000.0,-38050.43271084354,-13712.711136722995,-24337.721574120544,-24337.721574120544,-38050.449146224666,0.9999993246960739,6.753039261120364e-07,0.10832349620453151,0.2683819448997517
17,5600,0.56,u012,-17000.0,-37956.20753510043,-16263.056858959928,-21693.150676140503,-21693.150676140503,-37956.22597408451,0.9999991500103875,8.499896124170014e-07,0.11080402749939547,0.2526310432632787
18,5800,0.58,u012,-17000.0,-37851.02494560246,-14875.11366571323,-22975.91127988923,-22975.91127988923,-37851.04235512725,0.999999242271691,7.577283090420828e-07,0.10923110977680486,0.24555112270431406
19,6000,0.6,u012,-17000.0,-37912.91840127602,-18329.113939772215,-19583.80446150381,-19583.80446150381,-37912.938826295256,0.9999989570475609,1.0429524390787037e-06,0.10894928600669569,0.25757363115910525
20,6200,0.62,u012,-17000.0,-37892.3739517848,-12369.198403615417,-25523.175548169384,-25523.175548169384,-37892.389623806244,0.999999385969737,6.1403026296869e-07,0.11021674777104123,0.23739221917592518
21,6400,0.64,u012,-17000.0,-37773.53482609804,-9987.900480041775,-27785.634346056264,-27785.634346056264,-37773.54922201889,0.9999994818939257,5.181060742098786e-07,0.11343556657008093,0.2596455233626386
22,6600,0.66,u012,-17000.0,-37805.50775946339,-16535.28185861709,-21270.2259008463,-21270.2259008463,-37805.52656507684,0.9999991158730384,8.841269616421954e-07,0.10808153210173853,0.25579348396406043
