frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,220,0.022,u002,-28500.0,-39562.067156625104,-5622.907779939824,-33939.15937668528,-33939.15937668528,-39562.07894241675,0.9999996527379087,3.472620913047564e-07,0.10870157412298534,0.2643569534371063
1,240,0.024,u002,-28500.0,-39623.43407213214,-9398.626992925656,-30224.807079206486,-30224.807079206486,-39623.447306288566,0.9999995621429509,4.378570490626288e-07,0.10747103675082405,0.2614375355039337
2,260,0.026000000000000002,u002,-28500.0,-39635.64941948484,-12874.291899307971,-26761.35752017687,-26761.35752017687,-39635.66436640135,0.999999441474529,5.585254710394061e-07,0.10819598297394323,0.2591114919072465
3,280,0.028,u002,-28500.0,-39597.604706490456,-15156.863530089802,-24440.741176400654,-24440.741176400654,-39597.621072595284,0.9999993303769804,6.696230195890607e-07,0.10985794289980934,0.2576073472058901
4,300,0.03,u002,-28500.0,-39511.13164157325,-16270.57258059775,-23240.5590609755,-23240.5590609755,-39511.14885285043,0.9999992594303933,7.405696068052414e-07,0.110380760594605,0.25658057909055987
5,320,0.032,u002,-28500.0,-39432.039319174946,-16365.050322500687,-23066.98899667426,-23066.98899667426,-39432.05665996006,0.9999992482434947,7.517565053238862e-07,0.10937538647916041,0.2556353349681027
6,340,0.034,u002,-28500.0,-39356.883359787535,-15588.339384211446,-23768.54397557609,-23768.54397557609,-39356.900188740845,0.9999992919663276,7.0803367235861e-07,0.10779661475004225,0.25500355068066677
7,360,0.036000000000000004,u002,-28500.0,-39289.943474559135,-13943.175342242854,-25346.768132316283,-25346.768132316283,-39289.95925565394,0.9999993773930043,6.226069956816183e-07,0.10765431427585825,0.25541003669554946
8,380,0.038,u002,-28500.0,-39244.695166112884,-11503.310256687491,-27741.384909425393,-27741.384909425393,-39244.7095849962,0.9999994802397798,5.1976022019673e-07,0.10962237089160495,0.25682039268505136
9,400,0.04,u002,-28500.0,-39183.63878427646,-8766.980454359635,-30416.658329916827,-30416.658329916827,-39183.65193495931,0.9999995676490384,4.3235096158777964e-07,0.11103665878337349,0.25809795556714205
