frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p020,0.04,-38484.17562255706,-14506.003139712295,-23978.172482844762,-23978.172482844762,-38484.17562255706,1.0,0.0,-0.07800558293923894,0,0.1170133959585254,0.19501897889776434
1,1200,0.12,p020,0.04,-38390.94273921641,-6629.623495848937,-31761.31924336747,-31761.31924336747,-38390.94273921641,1.0,0.0,-0.07849263026251294,0,0.11967717417926788,0.1981698044417808
2,1300,0.13,p020,0.04,-38405.80650106174,-8639.424268489383,-29766.38223257236,-29766.38223257236,-38405.80650106174,1.0,0.0,-0.08195725008205926,0,0.1183864752701975,0.20034372535225675
3,1400,0.14,p020,0.04,-38320.6627568214,-20121.175446628476,-18199.487310192926,-18199.487310192926,-38320.6627568214,1.0,0.0,-0.08316754950037736,0,0.11627214492116014,0.1994396944215375
4,1500,0.15,p020,0.04,-38334.304870318185,-22101.75035729169,-16232.554513026495,-16232.554513026495,-38334.304870318185,1.0,0.0,-0.07936616719636734,0,0.12026353848644407,0.1996297056828114
5,1600,0.16,p020,0.04,-38425.56288783462,-14095.205988755333,-24330.356899079285,-24330.356899079285,-38425.56288783462,1.0,0.0,-0.07732290161450563,0,0.12019449054008181,0.19751739215458744
6,1700,0.17,p020,0.04,-38380.536851334415,-8285.968124440522,-30094.568726893893,-30094.568726893893,-38380.536851334415,1.0,0.0,-0.07996856481308275,0,0.11883774963128711,0.19880631444436986
7,1800,0.18,p020,0.04,-38403.59206720241,-11762.652098514518,-26640.93996868789,-26640.93996868789,-38403.59206720241,1.0,0.0,-0.08152937035168491,0,0.1143730136416161,0.195902383993301
8,1900,0.19,p020,0.04,-38326.4176316642,-17980.28580294139,-20346.131828722806,-20346.131828722806,-38326.4176316642,1.0,0.0,-0.0786952207819886,0,0.1182724473722199,0.1969676681542085
9,2000,0.2,p020,0.04,-38288.69707285767,-14671.640247372241,-23617.05682548543,-23617.05682548543,-38288.69707285767,1.0,0.0,-0.07732475608884096,0,0.12018739847078161,0.19751215455962257
10,2100,0.21,p020,0.04,-38296.573599378346,-12544.56153385248,-25752.012065525865,-25752.012065525865,-38296.573599378346,1.0,0.0,-0.08083918359136075,0,0.1182525029370129,0.19909168652837364
11,2200,0.22,p020,0.04,-38345.130280208425,-19866.56246908076,-18478.567811127665,-18478.567811127665,-38345.130280208425,1.0,0.0,-0.08257649463469352,0,0.11572485687438472,0.19830135150907824
12,2300,0.23,p020,0.04,-38274.99192811712,-17441.327576865966,-20833.66435125115,-20833.66435125115,-38274.99192811712,1.0,0.0,-0.0764464108639655,0,0.11800222188952347,0.19444863275348898
13,2400,0.24,p020,0.04,-38254.18547945496,-8749.581161317416,-29504.604318137543,-29504.604318137543,-38254.18547945496,1.0,0.0,-0.07734071252841283,0,0.12119878536729538,0.1985394978957082
14,2500,0.25,p020,0.04,-38347.51492431588,-7123.12279194867,-31224.39213236721,-31224.39213236721,-38347.51492431588,1.0,0.0,-0.08282305895383996,0,0.11849556652237292,0.20131862547621288
15,2600,0.26,p020,0.04,-38397.425052065664,-18133.48276486373,-20263.942287201935,-20263.942287201935,-38397.425052065664,1.0,0.0,-0.0821536457799566,0,0.11624514317547574,0.19839878895543234
16,2700,0.27,p020,0.04,-38256.52927476799,-21601.621591697767,-16654.907683070225,-16654.907683070225,-38256.52927476799,1.0,0.0,-0.07733717589128941,0,0.11988716234043101,0.19722433823172042
17,2800,0.28,p020,0.04,-38246.41004568635,-12591.54549027339,-25654.86455541296,-25654.86455541296,-38246.41004568635,1.0,0.0,-0.07687101720303394,0,0.11843251242626068,0.19530352962929462
18,2900,0.29,p020,0.04,-38221.78562233443,-8832.940836830356,-29388.844785504072,-29388.844785504072,-38221.78562233443,1.0,0.0,-0.08329717208733005,0,0.1187207692483916,0.20201794133572165
19,3000,0.3,p020,0.04,-38233.2205359755,-12764.159439822135,-25469.061096153368,-25469.061096153368,-38233.2205359755,1.0,0.0,-0.08266120982611337,0,0.11653865285129038,0.19919986267740375
