frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p003,0.04,90450.25017755057,-39326.32718502873,129776.5773625793,129776.5773625793,-39326.330267248944,2.3750203081984722e-08,0.9999999762497969,0.07915355122275221,1,0.07915355122275221,0.3479438341953054,0.18241024434711553,0.10325669312436332
1,1200,0.12,p003,0.04,85811.63151974665,-39242.333792136196,125053.96531188284,125053.96531188284,-39242.3369907552,2.5577908124851945e-08,0.9999999744220919,0.0820465887685935,1,0.0820465887685935,0.34521410216197107,0.18563134570691361,0.10358475693832012
2,1300,0.13,p003,0.04,101926.1273308112,-39118.78580312035,141044.91313393155,141044.91313393155,-39118.78863909638,2.0106899700778058e-08,0.9999999798931003,0.08255993852626288,1,0.08255993852626288,0.3426665833042818,0.1850666078963428,0.10250666937007992
3,1400,0.14,p003,0.04,126845.42507345692,-39094.08998488009,165939.515058337,165939.515058337,-39094.09239539692,1.452647824251585e-08,0.9999999854735218,0.08306429867321194,1,0.08306429867321194,0.3469732562188485,0.1841476499633814,0.10108335129016946
4,1500,0.15,p003,0.04,113108.51613696819,-39092.545991515944,152201.06212848413,152201.06212848413,-39092.54861961845,1.7267306640089686e-08,0.9999999827326933,0.07855655845944985,1,0.07855655845944985,0.34731594074591976,0.1803989774712799,0.10184241901183004
5,1600,0.16,p003,0.04,95349.59578858278,-39075.16208817047,134424.75787675325,134424.75787675325,-39075.16506381273,2.213611671741944e-08,0.9999999778638833,0.08009267796793965,1,0.08009267796793965,0.34567898983158507,0.1830410385586159,0.10294836059067625
6,1700,0.17,p003,0.04,104168.35778497413,-39115.89958546669,143284.2573704408,143284.2573704408,-39115.90237712015,1.948332217782678e-08,0.9999999805166778,0.07541410756526104,1,0.07541410756526104,0.3475640488590514,0.17778588131172754,0.1023717737464665
7,1800,0.18,p003,0.04,122732.87859570721,-39055.25024148761,161788.12883719482,161788.12883719482,-39055.252713856855,1.5281523990662293e-08,0.999999984718476,0.07824100534515253,1,0.07824100534515253,0.34754326402080593,0.1795418045436705,0.10130079919851796
8,1900,0.19,p003,0.04,104009.1217795645,-39073.87753232833,143082.99931189284,143082.99931189284,-39073.88032790848,1.9538170525912335e-08,0.9999999804618295,0.08596748125311598,1,0.08596748125311598,0.3478241661726055,0.18837606096094053,0.10240857970782455
9,2000,0.2,p003,0.04,103612.7986848538,-39099.58811585218,142712.38680070598,142712.38680070598,-39099.59091869222,1.963978035757208e-08,0.9999999803602196,0.08158030059016813,1,0.08158030059016813,0.3496316749268219,0.18399328905209916,0.10241298846193103
10,2100,0.21,p003,0.04,117082.42409257425,-39016.17720899018,156098.60130156443,156098.60130156443,-39016.179771473064,1.6415796055824217e-08,0.9999999835842039,0.07634039832323149,1,0.07634039832323149,0.3470117552329183,0.1779460545275644,0.10160565620433291
11,2200,0.22,p003,0.04,98705.02918268621,-39025.344833446725,137730.37401613293,137730.37401613293,-39025.347737671706,2.1086306312145808e-08,0.9999999789136937,0.08650264613675324,1,0.08650264613675324,0.3429332769238898,0.1892360985512443,0.10273345241449106
12,2300,0.23,p003,0.04,80921.35542744034,-39001.00514729312,119922.36057473347,119922.36057473347,-39001.00848278441,2.7813754577277194e-08,0.9999999721862454,0.09469374935825275,1,0.09469374935825275,0.3413797143735086,0.19869887568538647,0.10400512632713371
13,2400,0.24,p003,0.04,94562.54962313312,-39010.93049512929,133573.4801182624,133573.4801182624,-39010.93348973563,2.241916741141381e-08,0.9999999775808326,0.08573945901317283,1,0.08573945901317283,0.3482234102837343,0.1887526156792627,0.10301315666608986
14,2500,0.25,p003,0.04,97954.17822622487,-38943.26009640307,136897.43832262795,136897.43832262795,-38943.26301829844,2.1343680933760822e-08,0.9999999786563191,0.08337396432664876,1,0.08337396432664876,0.3557724455231619,0.1861884139172383,0.10281444959058955
15,2600,0.26,p003,0.04,94034.7222303412,-39001.84303586045,133036.56526620165,133036.56526620165,-39001.846042552555,2.260049303259848e-08,0.999999977399507,0.08463058817891568,1,0.08463058817891568,0.3645233336359366,0.18772196750202266,0.10309137932310698
16,2700,0.27,p003,0.04,87524.03570496212,-38966.33267556431,126490.36838052643,126490.36838052643,-38966.33583786034,2.5000289838317258e-08,0.9999999749997102,0.08682724694873149,1,0.08682724694873149,0.3682639844627204,0.19039870778368484,0.10357146083495335
17,2800,0.28,p003,0.04,90589.96308600777,-38839.62783238522,129429.59091839299,129429.59091839299,-38839.63092286853,2.387771713685538e-08,0.9999999761222829,0.08537967519402957,1,0.08537967519402957,0.3620771382527328,0.1887200234409391,0.10334034824690953
