frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,150,0.0075,w001,0.1,-30322.126541682166,-28231.005293635397,-2091.1212480467693,51262.71840828701,-111805.76202344388,0.270543289258787,0.729456710741213,-0.09561306484732279,0,-0.09561306484732279,0.26935640743476963,0.10733469941112447,0.20294776425844727
1,200,0.01,w001,0.1,-29857.574620472606,-29950.94615108329,93.37153061068602,53447.21118694446,-112943.05816930596,0.26292836077394854,0.7370716392260515,-0.05272301235416019,0,-0.05272301235416019,0.2844330753398919,0.1260766735458805,0.1787996859000407
2,250,0.0125,w001,0.1,-30134.777623898317,-28989.146253054896,-1145.6313708434209,52208.20828549034,-112309.68026135772,0.2672219333098494,0.7327780666901507,-0.07801047318559587,0,-0.07801047318559587,0.2785732603462521,0.11561339156542727,0.19362386475102314
3,300,0.015,w001,0.1,-30444.200562606762,-28071.198453527973,-2373.0021090787886,50980.83754725499,-111722.35669844016,0.27154102336030295,0.728458976639697,-0.08923426150432087,0,-0.08923426150432087,0.25414859091908665,0.1151972852474937,0.20443154675181457
4,350,0.0175,w001,0.1,-30520.494157253,-28302.32450223383,-2218.16965501917,51135.67000131461,-111911.48185784655,0.2709925562777601,0.7290074437222399,-0.060305496337764775,0,-0.060305496337764775,0.21641017786145114,0.12640636117676343,0.1867118575145282
5,400,0.02,w001,0.1,-30412.00806730167,-24457.71470676619,-5954.293360535481,47399.54629579829,-109104.41197607134,0.28451864531672405,0.7154813546832759,-0.07453872031875111,0,-0.07453872031875111,0.17373743291138602,0.1070123848360243,0.1815511051547754
6,450,0.0225,w001,0.1,-29998.84800241391,-17373.44479657474,-12625.403205839171,40728.4364504946,-104002.71177705924,0.31017568240180293,0.6898243175981971,-0.058853111503507596,0,-0.058853111503507596,0.15566963395111527,0.11608231368664128,0.17493542519014887
7,500,0.025,w001,0.1,-29731.48635099349,-26148.165904851972,-3583.320446141519,49770.519210192244,-110130.58509870873,0.2758643611265646,0.7241356388734355,-0.08056802298208257,0,-0.08056802298208257,0.19007694898730995,0.11436759456525639,0.19493561754733896
8,550,0.0275,w001,0.1,-29003.1094339965,-26982.58502766395,-2020.524406332548,51333.31525000123,-110538.2510582839,0.2702939493997343,0.7297060506002657,-0.07988856611661792,0,-0.07988856611661792,0.22854169962660367,0.12306135705299022,0.20294992316960814
9,600,0.03,w001,0.1,-28491.390108800962,-27286.129795329194,-1205.2603134717683,52148.57934286201,-110622.60417507596,0.26743025100901485,0.7325697489909851,-0.0741345347062198,0,-0.0741345347062198,0.25480926187701475,0.1301408007359841,0.20427533544220391
10,650,0.0325,w001,0.1,-28783.220702254945,-26995.713350165664,-1787.5073520892802,51566.3323042445,-110488.49203262941,0.2694725004545325,0.7305274995454675,-0.09351526507265985,0,-0.09351526507265985,0.2634258808363417,0.12065798040045352,0.21417324547311337
11,700,0.035,w001,0.1,-29588.753167312476,-27527.33183904627,-2061.421328266206,51292.418328067564,-111094.0550130658,0.27043836613885097,0.729561633861149,-0.08920908766940774,0,-0.08920908766940774,0.2532096708314239,0.12052920172322756,0.2097382893926353
12,750,0.0375,w001,0.1,-30405.617717959518,-28335.795022995266,-2069.822694964252,51284.016961369525,-111904.79037355627,0.27046804237690103,0.729531957623099,-0.06634140799889868,0,-0.06634140799889868,0.22645833164194615,0.12820612407651927,0.19454753207541794
13,800,0.04,w001,0.1,-30910.998961228048,-27020.01923798706,-3890.9797232409874,49462.85993309278,-111087.48117709378,0.27697351735429193,0.723026482645708,-0.07590907957710927,0,-0.07590907957710927,0.18972252868096026,0.1189023561349978,0.19481143571210707
14,850,0.0425,w001,0.1,-30932.75057953933,-19349.536797104116,-11583.213782435214,41770.625873898556,-105657.70028359414,0.3060414762148841,0.6939585237851159,-0.07459524117668778,0,-0.07459524117668778,0.15842951902765207,0.11651132533702621,0.191106566513714
15,900,0.045,w001,0.1,-30996.291896253864,-25412.023276140066,-5584.2686201137985,47769.571036219975,-109953.69465728848,0.2831518936828942,0.7168481063171058,-0.059116924615321836,0,-0.059116924615321836,0.17174921566726314,0.12299363161995636,0.1821105562352782
16,950,0.0475,w001,0.1,-31020.436978319667,-28174.913713754984,-2845.523264564683,50508.31639176909,-111954.7774379354,0.27322130451847915,0.7267786954815209,-0.07821898030362444,0,-0.07821898030362444,0.20860922574948373,0.11316995287413438,0.19138893317775882
17,1000,0.05,w001,0.1,-30528.988602283353,-29000.775971144845,-1528.2126311385073,51825.62702519527,-112423.80006849304,0.2685611941353936,0.7314388058646064,-0.07010055336823942,0,-0.07010055336823942,0.24022943914606543,0.11932044113826795,0.18942099450650737
18,1050,0.0525,w001,0.1,-29999.896253332252,-29102.66115910915,-897.2350942231024,52456.604562110675,-112356.92586082868,0.2663558080649753,0.7336441919350247,-0.06708886121236846,0,-0.06708886121236846,0.25787291696879083,0.12265004231591053,0.189738903528279
19,1100,0.055,w001,0.1,-30018.813020970527,-28369.39312796729,-1649.4198930032362,51704.419763330545,-111824.99458030345,0.26898681982227,0.73101318017773,-0.08588835141111859,0,-0.08588835141111859,0.25763824719894757,0.11275323473987778,0.19864158615099636
