frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u016,-34000.0,-38785.70638274698,-4267.301349839196,-34518.40503290779,-34518.40503290779,-38785.717970764024,0.9999996642947653,3.357052346664169e-07,-0.15615829818034194,0,0.11051304901069793,0.26667134719103985
1,2200,0.22,u016,-34000.0,-38794.68495026464,-10149.279319050082,-28645.405631214555,-28645.405631214555,-38794.698914102686,0.9999995125283052,4.874716948433111e-07,-0.16584457301152508,0,0.10946895535213488,0.27531352836365997
2,2300,0.23,u016,-34000.0,-38766.8030285213,-6235.678306273941,-32531.12472224736,-32531.12472224736,-38766.815324433366,0.9999996220265094,3.7797349061730046e-07,-0.16899311709695014,0,0.10766280142515532,0.27665591852210547
3,2400,0.24,u016,-34000.0,-38759.1565944929,-4631.657107653562,-34127.49948683934,-34127.49948683934,-38759.16831524212,0.9999996565602128,3.4343978716488976e-07,-0.1648458099583729,0,0.10673992602856563,0.2715857359869385
4,2500,0.25,u016,-34000.0,-38697.04192225632,-4314.704751978541,-34382.33717027778,-34382.33717027778,-38697.05355613283,0.999999661632408,3.383675919454987e-07,-0.15196156516699388,0,0.10696317722059027,0.2589247423875842
5,2600,0.26,u016,-34000.0,-38806.8218703155,-9937.894846461306,-28868.927023854194,-28868.927023854194,-38806.835726036836,0.9999995200476963,4.79952303733544e-07,-0.14521184559893408,0,0.10842100315872062,0.2536328487576547
6,2700,0.27,u016,-34000.0,-38789.05028178869,-7263.017155861715,-31526.033125926973,-31526.033125926973,-38789.062969710365,0.9999995975417709,4.024582290762524e-07,-0.15340733944658302,0,0.11169707461215796,0.26510441405874097
7,2800,0.28,u016,-34000.0,-38623.52094730575,-7276.163747392595,-31347.357199913153,-31347.357199913153,-38623.53370754689,0.9999995929407803,4.070592196092626e-07,-0.15466493161110706,0,0.11310820965705827,0.2677731412681653
8,2900,0.29,u016,-34000.0,-38573.261205042596,-10076.85177885511,-28496.409426187485,-28496.409426187485,-38573.27524189184,0.9999995074174013,4.925825987656118e-07,-0.14508119598253802,0,0.11260487437567376,0.2576860703582118
9,3000,0.3,u016,-34000.0,-38573.91425220389,-3498.4329487175564,-35075.48130348633,-35075.48130348633,-38573.92565617769,0.9999996748735593,3.2512644060345153e-07,-0.15520091049331441,0,0.11120091845989714,0.2664018289532116
10,3100,0.31,u016,-34000.0,-38476.507524535176,-10981.855103653594,-27494.652420881583,-27494.652420881583,-38476.52207281104,0.9999994708694531,5.291305469334873e-07,-0.15478716287124866,0,0.10930688673267852,0.2640940496039272
11,3200,0.32,u016,-34000.0,-38574.57718976302,-3768.8313389289833,-34805.745850834035,-34805.745850834035,-38574.58868211458,0.9999996698147475,3.3018525241734764e-07,-0.14027523033952843,0,0.10797106042300783,0.24824629076253626
12,3300,0.33,u016,-34000.0,-38529.43180902186,-7783.8989347860625,-30745.532874235796,-30745.532874235796,-38529.444819036435,0.9999995768489811,4.231510188912324e-07,-0.1470500284887982,0,0.10736795393890466,0.25441798242770286
13,3400,0.34,u016,-34000.0,-38463.141219621,-8215.373890939547,-30247.767328681453,-30247.767328681453,-38463.15444373175,0.9999995628074283,4.371925717561176e-07,-0.15542460579408351,0,0.108177831856083,0.2636024376501665
14,3500,0.35000000000000003,u016,-34000.0,-38433.79426113446,-5897.186802118522,-32536.60745901594,-32536.60745901594,-38433.806554974544,0.9999996221538829,3.778461170056424e-07,-0.15426356190019996,0,0.10877232934087926,0.26303589124107923
15,3600,0.36,u016,-34000.0,-38395.213144943235,-7440.958937953663,-30954.25420698957,-30954.25420698957,-38395.226067232696,0.9999995825362618,4.1746373824480543e-07,-0.15491862918954738,0,0.11101182854027122,0.2659304577298186
16,3700,0.37,u016,-34000.0,-38457.11385242015,-105.49281318444991,-38351.6210392357,-38351.6210392357,-38457.12428222417,0.9999997280480444,2.719519556770855e-07,-0.14545430553310995,0,0.11138955747031822,0.25684386300342815
17,3800,0.38,u016,-34000.0,-38407.9086110802,-11856.166853848059,-26551.741757232143,-26551.741757232143,-38407.923675996724,0.9999994326210475,5.673789525428852e-07,-0.14718101428604963,0,0.11152987989271795,0.2587108941787676
18,3900,0.39,u016,-34000.0,-38449.678500465845,-4177.828398893675,-34271.85010157217,-34271.85010157217,-38449.690171848124,0.9999996594472055,3.405527945199438e-07,-0.1535703838164109,0,0.11122246531595861,0.2647928491323695
19,4000,0.4,u016,-34000.0,-38384.782926650805,-7426.0312776246865,-30958.75164902612,-30958.75164902612,-38384.795847063026,0.9999995826575445,4.173424555387051e-07,-0.1751972537258606,0,0.11068810482392104,0.28588535854978164
20,4100,0.41000000000000003,u016,-34000.0,-38285.500515968684,-5885.660979240172,-32399.839536728512,-32399.839536728512,-38285.512861704134,0.9999996189571856,3.8104281435691334e-07,-0.17022440353228763,0,0.11022799065896277,0.2804523941912504
21,4200,0.42,u016,-34000.0,-38412.69839670902,-5993.474758233147,-32419.223638475873,-32419.223638475873,-38412.71073506272,0.9999996194127151,3.805872849094172e-07,-0.16127583263195927,0,0.10883100933565178,0.27010684196761103
22,4300,0.43,u016,-34000.0,-38324.268771147355,-6406.711407219002,-31917.557363928354,-31917.557363928354,-38324.28130342977,0.9999996073548978,3.9264510226511007e-07,-0.1808046644797734,0,0.10786755180782458,0.288672216287598
23,4400,0.44,u016,-34000.0,-38264.81026812576,-8752.099366805516,-29512.710901320243,-29512.710901320243,-38264.82382160167,0.9999995407584377,4.592415623339008e-07,-0.18574994347818652,0,0.10751552950109931,0.29326547297928585
24,4500,0.45,u016,-34000.0,-38324.76356107529,-3143.939574925229,-35180.82398615006,-35180.82398615006,-38324.77493090196,0.9999996768177084,3.2318229159500333e-07,-0.18015415833860793,0,0.10735530702687819,0.2875094653654861
25,4600,0.46,u016,-34000.0,-38265.52568489115,-7433.755285953055,-30831.770398938097,-30831.770398938097,-38265.53865851629,0.9999995792128036,4.207871963646248e-07,-0.17061777172603784,0,0.10891199847128949,0.27952977019732733
26,4700,0.47000000000000003,u016,-34000.0,-38202.23681589143,-7631.86255744833,-30570.374258443102,-30570.374258443102,-38202.24990044923,0.9999995719860515,4.280139485057788e-07,-0.1534361026782345,0,0.11120622910741783,0.26464233178565233
27,4800,0.48,u016,-34000.0,-38256.16686311146,-6702.547725038836,-31553.619138072623,-31553.619138072623,-38256.179539940626,0.9999995982451673,4.0175483267956835e-07,-0.14943273013541808,0,0.11199100558028814,0.2614237357157062
28,4900,0.49,u016,-34000.0,-38218.84018147207,-5957.355920323578,-32261.484261148493,-32261.484261148493,-38218.852580152896,0.9999996156819322,3.8431806775873767e-07,-0.1312372185672589,0,0.11259709634860267,0.24383431491586155
29,5000,0.5,u016,-34000.0,-38120.40094660703,-3342.0273841974267,-34778.3735624096,-34778.3735624096,-38120.41244800364,0.9999996692947994,3.307052005019351e-07,-0.14606686036655833,0,0.11236940995431996,0.2584362703208783
30,5100,0.51,u016,-34000.0,-38109.70716863105,-9314.201384775835,-28795.505783855217,-28795.505783855217,-38109.72105968093,0.9999995175970662,4.824029338768021e-07,-0.15306076350388786,0,0.11097895065037248,0.26403971415426036
31,5200,0.52,u016,-34000.0,-38168.312963423436,-6897.130163099326,-31271.18280032411,-31271.18280032411,-38168.32575474761,0.9999995909552322,4.090447677795872e-07,-0.14449785205357915,0,0.10869726778239877,0.2531951198359779
32,5300,0.53,u016,-34000.0,-38075.48502409467,-6141.154486272775,-31934.330537821894,-31934.330537821894,-38075.49754979464,0.9999996077672544,3.9223274556077214e-07,-0.14174818522668367,0,0.1060261627890477,0.24777434801573137
33,5400,0.54,u016,-34000.0,-38031.70739818952,-3182.694896833942,-34849.01250135558,-34849.01250135558,-38031.71887627282,0.9999996706341181,3.293658818459555e-07,-0.14274090018969582,0,0.1051424810754849,0.24788338126518072
34,5500,0.55,u016,-34000.0,-38012.15482228476,-7298.327626069513,-30713.82719621525,-30713.82719621525,-38012.16784572948,0.9999995759748994,4.2402510058714427e-07,-0.15485793407559548,0,0.1062586880643824,0.2611166221399779
35,5600,0.56,u016,-34000.0,-37973.04523188877,-7076.423110403994,-30896.622121484776,-30896.622121484776,-37973.058178282416,0.9999995809774043,4.190225956768323e-07,-0.14727953160196763,0,0.1087070410980567,0.25598657270002434
36,5700,0.5700000000000001,u016,-34000.0,-37920.39458992964,-3034.194676061539,-34886.1999138681,-34886.1999138681,-37920.40605577773,0.9999996713359272,3.286640727906409e-07,-0.1566436590947169,0,0.11162186898032599,0.2682655280750429
37,5800,0.58,u016,-34000.0,-37815.01036890654,-4197.061736077594,-33617.94863282895,-33617.94863282895,-37815.022267308275,0.9999996460702156,3.5392978442461143e-07,-0.1385749589649169,0,0.11502682302286742,0.2536017819877843
38,5900,0.59,u016,-34000.0,-37880.817632326274,-5558.563593678584,-32322.25403864769,-32322.25403864769,-37880.83000769609,0.9999996171257017,3.8287429832140063e-07,-0.13380432782140583,0,0.11434072862281329,0.2481450564442191
39,6000,0.6,u016,-34000.0,-38043.699516672,-6166.95266424233,-31876.74685242967,-31876.74685242967,-38043.71206499898,0.9999996063488801,3.936511199786885e-07,-0.13960375534101532,0,0.11215348069174529,0.2517572360327606
