frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u003,25000.0,-32497.950323717378,-2735.480787646725,-29762.469536070654,-29762.469536070654,-32497.963763456268,0.9999995484337502,4.515662498372208e-07,-0.14912479937059292,0,-0.14912479937059292,0.14598997654503082,0.11284115990832745,0.26196595927892036
1,400,0.04,u003,25000.0,-32439.73060751112,-12403.464542815884,-20036.266064695235,-20036.266064695235,-32439.750571290806,0.9999990036197444,9.963802556356427e-07,-0.1481769226527489,0,-0.1481769226527489,0.1528151866205277,0.11381318395376566,0.26199010660651456
2,500,0.05,u003,25000.0,-32283.829620858018,-7208.995407824604,-25074.834213033413,-25074.834213033413,-32283.845573096907,0.9999993638155906,6.361844093749625e-07,-0.16020729972363645,0,-0.16020729972363645,0.1494441929451474,0.11440126823034179,0.27460856795397826
3,600,0.06,u003,25000.0,-31296.462774816056,10477.489329101474,-41773.95210391753,-41773.95210391753,-31296.47235015878,0.9999997707820818,2.292179181462295e-07,-0.16804727743568137,0,-0.16804727743568137,0.14136262041267764,0.11501046153810222,0.2830577389737836
4,700,0.07,u003,25000.0,-31902.373987577586,-7322.50592320022,-24579.868064377366,-24579.868064377366,-31902.390261047163,0.9999993379359081,6.620640918830745e-07,-0.15997259807916658,0,-0.15997259807916658,0.14980297900926803,0.11499558499152483,0.27496818307069143
5,800,0.08,u003,25000.0,-32352.091105705804,-10780.893900959954,-21571.197204745848,-21571.197204745848,-32352.10964893511,0.9999991403723563,8.596276436789729e-07,-0.15182899389929988,0,-0.15182899389929988,0.1516542700327413,0.11415788877229167,0.26598688267159154
6,900,0.09,u003,25000.0,-32538.243110930656,-2472.9996966904264,-30065.24341424023,-30065.24341424023,-32538.25641532396,0.9999995574829932,4.425170067601236e-07,-0.1543377152178438,0,-0.1543377152178438,0.14605384186599227,0.11334718927306484,0.26768490449090865
7,1000,0.1,u003,25000.0,-32519.751365129825,-1033.5344926465204,-31486.216872483303,-31486.216872483303,-32519.76406909614,0.9999995965232623,4.034767376870363e-07,-0.16657060307673932,0,-0.16657060307673932,0.14566415371374167,0.11039609206548671,0.27696669514222605
8,1100,0.11,u003,25000.0,-32510.93648416254,-2147.6904749743508,-30363.246009188188,-30363.246009188188,-32510.949657978883,0.9999995661265957,4.3387340425971033e-07,-0.16453426654737716,0,-0.16453426654737716,0.14626839004204925,0.10863948790331593,0.2731737544506931
9,1200,0.12,u003,25000.0,-32566.90089209205,-2952.1121467963767,-29614.78874529567,-29614.78874529567,-32566.914398851157,0.9999995439188542,4.560811458498293e-07,-0.15899329105342708,0,-0.15899329105342708,0.14639019563995279,0.10640520167348246,0.2653984927269095
