frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p004,0.052,-39160.73109744329,-16980.498355963122,-22180.23274148017,-22180.23274148017,-39160.7491315045,0.9999991869322523,8.130677476847481e-07,-0.07729526910790682,0,-0.07729526910790682,0.14803048898763177,0.11962881444513895,0.19692408355304578
1,1200,0.12,p004,0.052,-38979.78649774127,-5814.097585701238,-33165.68891204003,-33165.68891204003,-38979.79855839394,0.9999996363517751,3.636482248103867e-07,-0.07424939658839373,0,-0.07424939658839373,0.1425014357759176,0.12074531138352503,0.19499470797191876
2,1300,0.13,p004,0.052,-38964.514813048096,-10071.619984365854,-28892.89482868224,-28892.89482868224,-38964.528657275565,0.9999995208436439,4.791563561479251e-07,-0.07628096348330513,0,-0.07628096348330513,0.14436865805583796,0.11999934113462832,0.19628030461793344
3,1400,0.14,p004,0.052,-38969.18339795552,-20209.461426499154,-18759.72197145637,-18759.72197145637,-38969.20472020891,0.999998863405068,1.1365949319497304e-06,-0.07827877999592614,0,-0.07827877999592614,0.15058434728246806,0.11727870049925115,0.1955574804951773
4,1500,0.15,p004,0.052,-38816.30693897538,-18962.07531919409,-19854.23161978129,-19854.23161978129,-38816.32708579354,0.9999989852653249,1.0147346750644104e-06,-0.0788676205806599,0,-0.0788676205806599,0.14976770562314945,0.1182510937900204,0.1971187143706803
5,1600,0.16,p004,0.052,-38905.5792850212,-9583.813940395456,-29321.765344625746,-29321.765344625746,-38905.5929267583,0.9999995347577393,4.6524226077204744e-07,-0.07656789657592139,0,-0.07656789657592139,0.14417120528807287,0.11911597218899889,0.19568386876492028
6,1700,0.17,p004,0.052,-38914.720717260876,-7576.140749340731,-31338.579967920145,-31338.579967920145,-38914.73348107588,0.9999995927127325,4.072872675231487e-07,-0.07428768228254404,0,-0.07428768228254404,0.14326202199651675,0.1200197832610087,0.19430746554355274
7,1800,0.18,p004,0.052,-38838.67396383945,-16194.111531069357,-22644.562432770093,-22644.562432770093,-38838.69162811047,0.9999992199344316,7.800655683065649e-07,-0.07594125085065917,0,-0.07594125085065917,0.14772435521516142,0.12008123136889043,0.1960224822195496
8,1900,0.19,p004,0.052,-38776.217766844,-20357.126584011916,-18419.091182832082,-18419.091182832082,-38776.23948341646,0.9999988209775912,1.179022408870356e-06,-0.07774413858064219,0,-0.07774413858064219,0.15083754080595452,0.11754706397561482,0.195291202556257
9,2000,0.2,p004,0.052,-38867.98640913228,-18752.808253230352,-20115.17815590193,-20115.17815590193,-38868.00629459397,0.999999011422011,9.885779890805857e-07,-0.08101737138252325,0,-0.08101737138252325,0.14952967501579967,0.1180350036082813,0.19905237499080455
10,2100,0.21,p004,0.052,-38756.64315029647,-12418.846991383907,-26337.796158912563,-26337.796158912563,-38756.65833758727,0.9999994233658278,5.766341721891166e-07,-0.07959474134340051,0,-0.07959474134340051,0.14567011548993414,0.11867024458245908,0.1982649859258596
11,2200,0.22,p004,0.052,-38705.31200992508,-14170.541606537561,-24534.77040338752,-24534.77040338752,-38705.32831330708,0.9999993354997798,6.645002201821626e-07,-0.0751607060331592,0,-0.0751607060331592,0.1465536520234244,0.11999820758208578,0.19515891361524498
12,2300,0.23,p004,0.052,-38690.77189113721,-19439.971682805015,-19250.80020833219,-19250.80020833219,-38690.79266947182,0.9999989206531921,1.079346807986159e-06,-0.07512771615024975,0,-0.07512771615024975,0.15005706265074192,0.12204772298950796,0.1971754391397577
13,2400,0.24,p004,0.052,-38645.44864654855,-19576.939500333334,-19068.50914621522,-19068.50914621522,-38645.46962351938,0.9999988999179481,1.1000820519524446e-06,-0.0754125350648192,0,-0.0754125350648192,0.15019390798088697,0.12043012306618116,0.19584265813100035
14,2500,0.25,p004,0.052,-38677.82348050529,-16227.39812435428,-22450.425356151012,-22450.425356151012,-38677.84129752551,0.9999992063851059,7.936148941345422e-07,-0.07917133539454217,0,-0.07917133539454217,0.14792563381856588,0.1191645105009184,0.19833584589546058
15,2600,0.26,p004,0.052,-38667.436827358586,-17308.05710839745,-21359.379718961136,-21359.379718961136,-38667.455554477754,0.9999991232382881,8.767617118432547e-07,-0.08188892196176428,0,-0.08188892196176428,0.14872614109819715,0.12017939595017757,0.20206831791194185
16,2700,0.27,p004,0.052,-38621.01212234495,-20603.125262644462,-18017.88685970049,-18017.88685970049,-38621.0343224792,0.9999987678866165,1.2321133834869435e-06,-0.07957842677836746,0,-0.07957842677836746,0.1512206734937624,0.11705186614784013,0.1966302929262076
17,2800,0.28,p004,0.052,-38497.839951843285,-17763.692064767558,-20734.147887075727,-20734.147887075727,-38497.85924367192,0.999999069564236,9.304357640460559e-07,-0.07984200717060545,0,-0.07984200717060545,0.14906561138477087,0.11908500152247194,0.1989270086930774
18,2900,0.29,p004,0.052,-38539.47778192631,-7610.630934419431,-30928.84684750688,-30928.84684750688,-38539.49071483114,0.9999995818501066,4.1814989343302855e-07,-0.0754699778011377,0,-0.0754699778011377,0.14343915158433776,0.12074400069993246,0.19621397850107017
19,3000,0.3,p004,0.052,-38600.134870819544,-14075.395323489647,-24524.739547329897,-24524.739547329897,-38600.151180869776,0.9999993349560957,6.65043904279905e-07,-0.07523605415893003,0,-0.07523605415893003,0.14656847732188957,0.11955781939523494,0.19479387355416497
20,3100,0.31,p004,0.052,-38570.77842546746,-23465.52372164451,-15105.254703822953,-15105.254703822953,-38570.8049062721,0.999998246920538,1.7530794619857737e-06,-0.07706441151021758,0,-0.07706441151021758,0.15387992225361188,0.11987135132019887,0.19693576283041644
21,3200,0.32,p004,0.052,-38502.23436304115,-16402.49044770407,-22099.74391533708,-22099.74391533708,-38502.25246278357,0.9999991809989817,8.190010183373175e-07,-0.07868792889635161,0,-0.07868792889635161,0.14814200556122945,0.11846601083624785,0.19715393973259945
22,3300,0.33,p004,0.052,-38541.3857041125,-5622.376119316876,-32919.009584795625,-32919.009584795625,-38541.39785514187,0.9999996308813492,3.6911865075595074e-07,-0.08005498636456122,0,-0.08005498636456122,0.1426716574982283,0.11741532932772376,0.197470315692285
23,3400,0.34,p004,0.052,-38444.50885644628,-7286.690344495088,-31157.81851195119,-31157.81851195119,-38444.521694310235,0.9999995879732925,4.120267075302664e-07,-0.07686416206432257,0,-0.07686416206432257,0.1433450337120833,0.11850316457737008,0.19536732664169265
24,3500,0.35000000000000003,p004,0.052,-38311.551898400096,-14627.490479510598,-23684.061418889498,-23684.061418889498,-38311.568787383265,0.9999992869061269,7.130938730059988e-07,-0.07311627585751404,0,-0.07311627585751404,0.1469920211958474,0.11939580715261228,0.19251208301012632
25,3600,0.36,p004,0.052,-38290.4360975677,-21848.137099171843,-16442.298998395854,-16442.298998395854,-38290.460425029945,0.9999985204386403,1.479561359651882e-06,-0.07436493481625717,0,-0.07436493481625717,0.1523298346017241,0.11833079551692621,0.19269573033318338
26,3700,0.37,p004,0.052,-38331.143021398486,-15248.338625443954,-23082.804395954532,-23082.804395954532,-38331.16035030241,0.9999992492732854,7.507267145157037e-07,-0.07940427555124745,0,-0.07940427555124745,0.1475120371833187,0.11843442787191767,0.19783870342316512
27,3800,0.38,p004,0.052,-38411.80896899689,615.8992292859184,-39027.70819828281,-39027.70819828281,-38411.81921812279,0.9999997373886146,2.6261138541539e-07,-0.08241414177765327,0,-0.08241414177765327,0.1404896951214615,0.1176503593664876,0.20006450114414087
28,3900,0.39,p004,0.052,-38432.92452773245,-11694.82940592835,-26738.0951218041,-26738.0951218041,-38432.93948765291,0.9999994405022627,5.594977371958798e-07,-0.0794576282045054,0,-0.0794576282045054,0.14546287888551715,0.1175787476729764,0.1970363758774818
29,4000,0.4,p004,0.052,-38237.152448558016,-18275.849825819372,-19961.302622738644,-19961.302622738644,-38237.172487310294,0.9999989961220255,1.0038779745813464e-06,-0.0744488644825628,0,-0.0744488644825628,0.1494779598809303,0.12125810618555219,0.195706970668115
30,4100,0.41000000000000003,p004,0.052,-38325.051914110576,-19401.26196892219,-18923.789945188386,-18923.789945188386,-38325.07305150189,0.9999988830279687,1.1169720312564912e-06,-0.07281732518499731,0,-0.07281732518499731,0.15017768138178164,0.1197160889266824,0.1925334141116797
31,4200,0.42,p004,0.052,-38306.524727339245,-15364.551857106242,-22941.972870233003,-22941.972870233003,-38306.54216261816,0.9999992400281998,7.599718001571887e-07,-0.07712265170636974,0,-0.07712265170636974,0.14753658100357886,0.11886331878016541,0.19598597048653515
32,4300,0.43,p004,0.052,-38412.95648583022,-10095.477511127887,-28317.47897470233,-28317.47897470233,-38412.9706113744,0.9999995011727525,4.98827247452649e-07,-0.08150823037003121,0,-0.08150823037003121,0.14473249920958192,0.11892118954591407,0.2004294199159453
33,4400,0.44,p004,0.052,-38257.15457051227,-18222.47888766727,-20034.675682845,-20034.675682845,-38257.17453587671,0.9999990034615502,9.965384497045982e-07,-0.07887585281218669,0,-0.07887585281218669,0.1495388572609698,0.11646500215372917,0.19534085496591586
34,4500,0.45,p004,0.052,-38182.85402092978,-19889.089477959817,-18293.764542969962,-18293.764542969962,-38182.87588627745,0.9999988047678569,1.1952321431474289e-06,-0.07710001878058176,0,-0.07710001878058176,0.1508839883158321,0.12191822925992118,0.19901824804050294
35,4600,0.46,p004,0.052,-38098.150123527215,-13431.796371969423,-24666.353751557792,-24666.353751557792,-38098.166339938485,0.9999993425704459,6.574295541295072e-07,-0.07596776567860657,0,-0.07596776567860657,0.1465055161388517,0.1188030391532602,0.19477080483186676
36,4700,0.47000000000000003,p004,0.052,-38286.918428831064,-14156.719247212488,-24130.199181618576,-24130.199181618576,-38286.9350055581,0.9999993130307736,6.869692263378191e-07,-0.07809119201388302,0,-0.07809119201388302,0.14687080951284054,0.1189942582011901,0.19708545021507312
37,4800,0.48,p004,0.052,-38190.742767917254,-9673.79421360683,-28516.948554310424,-28516.948554310424,-38190.75679465656,0.9999995081267028,4.91873297148171e-07,-0.07815720867864473,0,-0.07815720867864473,0.14456756199932566,0.11918163567253465,0.19733884435117938
38,4900,0.49,p004,0.052,-38070.076207542705,-11308.767770640465,-26761.30843690224,-26761.30843690224,-38070.09115448663,0.9999994414724802,5.585275198449757e-07,-0.0750817792980683,0,-0.0750817792980683,0.14534468379852572,0.11653508887406856,0.19161686817213686
39,5000,0.5,p004,0.052,-38043.216148592386,-19799.49912374327,-18243.717024849117,-18243.717024849117,-38043.238073922555,0.9999987982011868,1.2017988132440038e-06,-0.07513946500626283,0,-0.07513946500626283,0.1509060987594364,0.1201410905649432,0.19528055557120602
