frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p007,0.088,-39148.50136169724,-15121.963990510296,-24026.537371186947,-24026.537371186947,-39148.518009944,0.99999930709018,6.929098199659478e-07,-0.07235652735509057,0,-0.07235652735509057,0.14677246265387514,0.12261690293110603,0.1949734302861966
1,1200,0.12,p007,0.088,-39050.54853451744,-8593.463871602755,-30457.084662914684,-30457.084662914684,-39050.561667745125,0.9999995687960124,4.3120398762752643e-07,-0.07066708644229994,0,-0.07066708644229994,0.1435549603563676,0.12173990007743096,0.1924069865197309
2,1300,0.13,p007,0.088,-39013.60686082326,-16393.308655180823,-22620.298205642437,-22620.298205642437,-39013.62454404227,0.9999992182600246,7.817399754750376e-07,-0.0717983854318935,0,-0.0717983854318935,0.14760765364578382,0.12100050118643609,0.19279888661832958
3,1400,0.14,p007,0.088,-38957.72040525664,-18338.90806484953,-20618.81234040711,-20618.81234040711,-38957.73980499786,0.9999990591259869,9.40874013144466e-07,-0.07146027038608341,0,-0.07146027038608341,0.1489360978136285,0.12110173728255691,0.19256200766864032
4,1500,0.15,p007,0.088,-38985.78086039357,-13561.386492074322,-25424.39436831925,-25424.39436831925,-38985.796593305306,0.9999993811891039,6.188108961358019e-07,-0.07066194960776788,0,-0.07066194960776788,0.14600019543547182,0.12118746369493828,0.19184941330270616
5,1600,0.16,p007,0.088,-38887.968140533456,-13432.506178906042,-25455.461961627414,-25455.461961627414,-38887.98385424369,0.999999382698658,6.173013420984752e-07,-0.07078600988047845,0,-0.07078600988047845,0.1459727565937115,0.12219705463996791,0.19298306452044636
6,1700,0.17,p007,0.088,-38928.84806671392,-16190.103433903161,-22738.74463281076,-22738.74463281076,-38928.86565782095,0.9999992263829822,7.73617017835182e-07,-0.07158597526076818,0,-0.07158597526076818,0.14756611835242925,0.12181686952491383,0.193402844785682
7,1800,0.18,p007,0.088,-38828.264717243874,-13879.118565279845,-24949.14615196403,-24949.14615196403,-38828.28074984637,0.9999993573895557,6.426104443013614e-07,-0.07344905798057909,0,-0.07344905798057909,0.1462680993104856,0.12077855073406833,0.19422760871464742
8,1900,0.19,p007,0.088,-38824.87864564292,-14036.110042796325,-24788.768602846598,-24788.768602846598,-38824.894781972485,0.9999993490475944,6.509524056452776e-07,-0.07086368378798193,0,-0.07086368378798193,0.14633702689770128,0.12105834303727077,0.1919220268252527
9,2000,0.2,p007,0.088,-38813.94864619177,-20241.47059113704,-18572.47805505473,-18572.47805505473,-38813.97018341125,0.9999988403717874,1.1596282125658774e-06,-0.07033950797227452,0,-0.07033950797227452,0.150421689727253,0.12361095044765492,0.19395045841992944
