frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p038,0.104,-38399.10080578344,-868.5244249523093,-37530.57638083113,-37530.57638083113,-38399.11146375688,0.9999997160190858,2.839809142285432e-07,-0.0651434662142638,0,0.12353360643059218,0.18867707264485598
1,1200,0.12,p038,0.104,-38300.15631265173,474.28113063579076,-38774.43744328752,-38774.43744328752,-38300.16662872386,0.9999997339467102,2.660532898435264e-07,-0.06676942359626592,0,0.12239503074966959,0.1891644543459355
2,1300,0.13,p038,0.104,-38254.50979226947,-581.092905807629,-37673.41688646184,-37673.41688646184,-38254.52040983274,0.9999997181684552,2.8183154482386286e-07,-0.07078081661885001,0,0.12065536195103023,0.19143617856988024
3,1400,0.14,p038,0.104,-38332.12070955025,-402.9407608710462,-37929.1799486792,-37929.1799486792,-38332.13125551748,0.9999997219565153,2.780434847360347e-07,-0.07082896974616074,0,0.11985140083291096,0.1906803705790717
4,1500,0.15,p038,0.104,-38306.965367749246,651.6797438409994,-38958.645111590246,-38958.645111590246,-38306.97563504405,0.9999997364567129,2.635432870823351e-07,-0.07103573051088988,0,0.12073960845550111,0.19177533896639098
5,1600,0.16,p038,0.104,-38101.061044354894,9186.682771249354,-47287.74381560425,-47287.74381560425,-38101.069503204824,0.9999998211196767,1.788803233315761e-07,-0.06962133480137564,0,0.12196812515430655,0.1915894599556822
6,1700,0.17,p038,0.104,-38248.476357900276,4110.77559064122,-42359.251948541496,-42359.251948541496,-38248.48580093557,0.9999997770727611,2.229272388354353e-07,-0.06548879019123785,0,0.12312575735901404,0.1886145475502519
7,1800,0.18,p038,0.104,-38235.892394511146,-4840.3617402995005,-33395.530654211645,-33395.530654211645,-38235.904372157514,0.9999996413400971,3.5865990288819205e-07,-0.06396731509169365,0,0.1248219634027696,0.18878927849446325
8,1900,0.19,p038,0.104,-38173.92633718171,1145.3201986597269,-39319.246535841434,-39319.246535841434,-38173.936510314,0.9999997412685155,2.587314845148292e-07,-0.06554496373665789,0,0.12480993383205077,0.19035489756870866
9,2000,0.2,p038,0.104,-38257.43081360479,4694.524566351523,-42951.955379956315,-42951.955379956315,-38257.44012633362,0.9999997831827513,2.1681724871047692e-07,-0.06783694549342509,0,0.12544139853831177,0.19327834403173685
10,2100,0.21,p038,0.104,-38229.92679874526,7532.829738296656,-45762.75653704192,-45762.75653704192,-38229.9355394758,0.9999998089991106,1.9100088943790894e-07,-0.06831018211220832,0,0.12518657445293407,0.1934967565651424
11,2200,0.22,p038,0.104,-38235.54060171783,1395.3054489208444,-39630.84605063868,-39630.84605063868,-38235.5506948634,0.9999997453210963,2.546789037438657e-07,-0.06519347867332118,0,0.12592801301731715,0.19112149169063833
12,2300,0.23,p038,0.104,-38143.049701756274,22.569982682995033,-38165.61968443927,-38165.61968443927,-38143.06018239024,0.9999997253908544,2.746091455896327e-07,-0.06436969812363766,0,0.1256654485403524,0.19003514666399005
13,2400,0.24,p038,0.104,-38208.50318623151,6255.188784402766,-44463.691970634274,-44463.691970634274,-38208.512182333754,0.999999797675402,2.0232459796432067e-07,-0.06341078695828609,0,0.12533350780209615,0.18874429476038224
14,2500,0.25,p038,0.104,-38200.9161681578,8351.357524764957,-46552.273692922754,-46552.273692922754,-38200.924760647365,0.9999998154228416,1.8457715844633071e-07,-0.06696218369510855,0,0.12498879491397054,0.1919509786090791
15,2600,0.26,p038,0.104,-38166.33564327634,2947.6787781514868,-41114.014421427826,-41114.014421427826,-38166.34537231669,0.9999997633644906,2.366355094651773e-07,-0.06821469896457943,0,0.124460801063975,0.19267550002855444
16,2700,0.27,p038,0.104,-38056.40092933801,-1568.752486799116,-36487.64844253889,-36487.64844253889,-38056.41189194856,0.9999996995530149,3.004469850131919e-07,-0.06890513313924738,0,0.12389055096112543,0.19279568410037282
17,2800,0.28,p038,0.104,-38176.84734398502,-423.58251601527445,-37753.264827969746,-37753.264827969746,-38176.85793909221,0.9999997193593377,2.8064066232014184e-07,-0.0680057851447162,0,0.12324990955987847,0.19125569470459466
18,2900,0.29,p038,0.104,-38226.12977897181,-1459.2986205966445,-36766.831158375164,-36766.831158375164,-38226.140658339675,0.9999997040984744,2.959015256154274e-07,-0.06706886024740728,0,0.12209752777765319,0.18916638802506047
19,3000,0.3,p038,0.104,-38211.51152592513,-5327.211438287166,-32884.30008763797,-32884.30008763797,-38211.52368977995,0.9999996301017267,3.698982732891487e-07,-0.06958804206647297,0,0.12157864294390318,0.19116668501037615
