frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p048,0.184,225879.61603653178,-37453.03685324828,263332.65288978006,263332.65288978006,-37453.038372239535,5.768336031053423e-09,0.999999994231664,-0.047916026929898575,0,0.1384835215145315,0.18639954844443007
1,1200,0.12,p048,0.184,259346.6168898551,-37420.984458582214,296767.6013484373,296767.6013484373,-37420.98580643823,4.54178961106777e-09,0.9999999954582104,-0.04797773648485362,0,0.13904722482505955,0.18702496130991317
2,1300,0.13,p048,0.184,262312.9271299791,-37421.25937520515,299734.1865051843,299734.1865051843,-37421.260709720926,4.452330837345642e-09,0.9999999955476692,-0.04905366216489007,0,0.1383243470468095,0.18737800921169956
3,1400,0.14,p048,0.184,241913.93588615154,-37448.9779083395,279362.91379449103,279362.91379449103,-37448.979340168764,5.12533759877698e-09,0.9999999948746624,-0.05099331765775325,0,0.1357375602472544,0.18673087790500764
4,1500,0.15,p048,0.184,223421.21224695744,-37395.638310386974,260816.8505573444,260816.8505573444,-37395.639844030215,5.880153919335385e-09,0.9999999941198461,-0.05451381180644524,0,0.13231095957154623,0.18682477137799147
5,1600,0.16,p048,0.184,202266.25398299794,-37430.42481771993,239696.67880071787,239696.67880071787,-37430.42648649565,6.962030951740417e-09,0.999999993037969,-0.05858917139388095,0,0.1287581250665548,0.18734729646043574
6,1700,0.17,p048,0.184,186690.41903991674,-37557.626040188654,224248.0450801054,224248.0450801054,-37557.627823927716,7.954312541968989e-09,0.9999999920456875,-0.06274736602710551,0,0.12628443139862383,0.18903179742572934
7,1800,0.18,p048,0.184,173691.74709690266,-37534.73717943148,211226.48427633414,211226.48427633414,-37534.73907313339,8.965267195293336e-09,0.9999999910347328,-0.06422252356360436,0,0.12415921528870558,0.18838173885230994
8,1900,0.19,p048,0.184,174264.4332288877,-37534.86559404648,211799.2988229342,211799.2988229342,-37534.867482626854,8.91683943349264e-09,0.9999999910831605,-0.0661109857228158,0,0.12215712539109537,0.18826811111391117
9,2000,0.2,p048,0.184,192977.98370776876,-37478.349246142025,230456.33295391078,230456.33295391078,-37478.35098182874,7.531520906933764e-09,0.999999992468479,-0.06672368827997995,0,0.12180572674034272,0.18852941502032267
10,2100,0.21,p048,0.184,212822.8658671295,-37509.36953988034,250332.23540700984,250332.23540700984,-37509.37113775684,6.383023276601563e-09,0.9999999936169768,-0.06419056420130846,0,0.1228351678946656,0.18702573209597406
11,2200,0.22,p048,0.184,216280.2167387622,-37436.61979612874,253716.83653489093,253716.83653489093,-37436.621372689464,6.213859204962091e-09,0.9999999937861408,-0.05988599295098104,0,0.12525233221970494,0.18513832517068599
12,2300,0.23,p048,0.184,227303.93448856057,-37459.08226509343,264763.016753654,264763.016753654,-37459.08377587845,5.706178363151793e-09,0.9999999942938216,-0.05682915188636742,0,0.1288567539277125,0.18568590581407993
13,2400,0.24,p048,0.184,231697.14346924264,-37371.933049615705,269069.0765188583,269069.0765188583,-37371.93453622279,5.525001622874726e-09,0.9999999944749984,-0.05423182576793231,0,0.1323412795091584,0.1865731052770907
14,2500,0.25,p048,0.184,223172.2923441146,-37369.34660365002,260541.63894776462,260541.63894776462,-37369.34813891325,5.8925829216072145e-09,0.9999999941074171,-0.05048479070975043,0,0.13527438297192698,0.1857591736816774
15,2600,0.26,p048,0.184,206563.01283283837,-37401.46571696916,243964.47854980754,243964.47854980754,-37401.46735655211,6.720580536523357e-09,0.9999999932794195,-0.0486464987784698,0,0.13679463992508825,0.18544113870355805
16,2700,0.27,p048,0.184,184004.39174791405,-37356.37252580747,221360.76427372152,221360.76427372152,-37356.374332812426,8.163167197761112e-09,0.9999999918368327,-0.04768302709104352,0,0.13723986004395924,0.18492288713500277
17,2800,0.28,p048,0.184,172118.36604733815,-37216.144316869264,209334.5103642074,209334.5103642074,-37216.146227686535,9.128056477347712e-09,0.9999999908719435,-0.04772035021745569,0,0.13584749811569644,0.18356784833315212
18,2900,0.29,p048,0.184,180874.21679443654,-37261.3260002477,218135.54279468424,218135.54279468424,-37261.32783396995,8.406343066091893e-09,0.9999999915936569,-0.05028406383238057,0,0.13338965854099463,0.1836737223733752
19,3000,0.3,p048,0.184,192766.52405527185,-37375.15483567427,230141.67889094612,230141.67889094612,-37375.15657373406,7.55212947733952e-09,0.9999999924478705,-0.052370791798130006,0,0.1318709701306933,0.1842417619288233
