frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u033,-25500.0,-39271.292400691775,-8953.411267047282,-30317.881133644492,-30317.881133644492,-39271.30559422018,0.9999995648272099,4.3517279013638444e-07,-0.17106768289232627,0,0.10668052917144749,0.27774821206377376
1,2200,0.22,u033,-25500.0,-39249.51633450962,-15933.629878246313,-23315.88645626331,-23315.88645626331,-39249.53349018185,0.9999992642078177,7.357921823492042e-07,-0.17471665984222914,0,0.10610915673402507,0.2808258165762542
2,2300,0.23,u033,-25500.0,-39104.937042414735,-11241.282817567844,-27863.65422484689,-27863.65422484689,-39104.9513980262,0.9999994847913145,5.152086855475524e-07,-0.1778632222212792,0,0.1067361183478776,0.2845993405691568
3,2400,0.24,u033,-25500.0,-39173.25668251564,-12943.883441205107,-26229.37324131053,-26229.37324131053,-39173.27193258524,0.9999994185887812,5.814112188362586e-07,-0.18610624022074548,0,0.1083822429103066,0.2944884831310521
4,2500,0.25,u033,-25500.0,-39131.12053763788,-9814.189593492716,-29316.930944145162,-29316.930944145162,-39131.13418162451,0.9999995346042887,4.6539571135761904e-07,-0.202857477999707,0,0.11161464032260543,0.3144721183223124
5,2600,0.26,u033,-25500.0,-39126.78396954347,-13237.127554197941,-25889.656415345526,-25889.656415345526,-39126.79941971997,0.999999403230471,5.967695290154396e-07,-0.20541871328081107,0,0.11308542014983264,0.3185041334306437
6,2700,0.27,u033,-25500.0,-38977.89300006887,-17222.14972008849,-21755.74327998038,-21755.74327998038,-38977.91138600296,0.9999991548942836,8.451057164071685e-07,-0.20623576353839054,0,0.11324346039941793,0.3194792239378085
7,2800,0.28,u033,-25500.0,-39008.23253878378,-8481.915019728389,-30526.31751905539,-30526.31751905539,-39008.24564222569,0.9999995707497096,4.2925029036799955e-07,-0.20976322480567583,0,0.11176629296225472,0.32152951776793054
8,2900,0.29,u033,-25500.0,-38926.283079733024,-11111.988345782185,-27814.29473395084,-27814.29473395084,-38926.29746082005,0.999999482961107,5.17038892977606e-07,-0.2122584525865117,0,0.10899846198349064,0.3212569145700023
9,3000,0.3,u033,-25500.0,-38853.75805520962,-11108.501640347211,-27745.256414862408,-27745.256414862408,-38853.772472080964,0.9999994803848216,5.196151784403469e-07,-0.2139929315073526,0,0.10723677633380028,0.3212297078411529
10,3100,0.31,u033,-25500.0,-38764.774801982305,-8069.927988301817,-30694.846813680488,-30694.846813680488,-38764.78783348015,0.9999995754503399,4.245496600940868e-07,-0.2103192262663558,0,0.10565853947109544,0.31597776573745123
11,3200,0.32,u033,-25500.0,-38840.9614338901,-16319.39792381259,-22521.56351007751,-22521.56351007751,-38840.97919463235,0.9999992113907088,7.886092912579024e-07,-0.21343509832866758,0,0.10609244524647891,0.3195275435751465
12,3300,0.33,u033,-25500.0,-38817.736300625984,-13601.880511900556,-25215.85578872543,-25215.85578872543,-38817.75216365089,0.9999993709114979,6.290885020687753e-07,-0.21971034074758328,0,0.10848020586559308,0.32819054661317637
13,3400,0.34,u033,-25500.0,-38864.13313036275,-8164.3577791347925,-30699.77535122796,-30699.77535122796,-38864.14615976853,0.9999995755866431,4.244133569586417e-07,-0.21946332993299322,0,0.11049994257672979,0.329963272509723
14,3500,0.35000000000000003,u033,-25500.0,-38823.868648561824,-14588.039412962185,-24235.82923559964,-24235.82923559964,-38823.88515304053,0.9999993190059202,6.809940798491176e-07,-0.21192876631620855,0,0.111816351737432,0.32374511805364053
15,3600,0.36,u033,-25500.0,-38790.13145252748,-11962.336983049754,-26827.794469477725,-26827.794469477725,-38790.14636242915,0.999999444237389,5.557626109875535e-07,-0.2143543803134752,0,0.11087999494028124,0.3252343752537564
16,3700,0.37,u033,-25500.0,-38761.84007507059,-6044.066235773411,-32717.77383929718,-32717.77383929718,-38761.8523008367,0.9999996263267473,3.736732526737896e-07,-0.2095823096803443,0,0.10988962471225722,0.3194719343926015
17,3800,0.38,u033,-25500.0,-38790.84684844769,-15312.410202416737,-23478.436646030954,-23478.436646030954,-38790.863885344814,0.9999992743608677,7.256391323928746e-07,-0.20969233340293342,0,0.10840492412667269,0.3180972575296061
18,3900,0.39,u033,-25500.0,-38873.28010950671,-9301.223514076148,-29572.056595430564,-29572.056595430564,-38873.29363578331,0.9999995425998128,4.574001871704425e-07,-0.21567547283954697,0,0.10838228028616921,0.32405775312571616
19,4000,0.4,u033,-25500.0,-38696.40621788372,-15546.824964145431,-23149.581253738288,-23149.581253738288,-38696.42349680108,0.9999992535980942,7.464019058378568e-07,-0.22462756904958459,0,0.10831971565343917,0.33294728470302376
20,4100,0.41000000000000003,u033,-25500.0,-38664.19963461117,-15167.967900684045,-23496.231733927125,-23496.231733927125,-38664.21665860526,0.9999992754595881,7.245404119449184e-07,-0.21370548771487685,0,0.10895041333596989,0.32265590105084674
21,4200,0.42,u033,-25500.0,-38728.214265707065,-6232.806881240249,-32495.407384466816,-32495.407384466816,-38728.22657513417,0.9999996211951543,3.788048457131765e-07,-0.20096624735507995,0,0.10960226397070771,0.31056851132578767
22,4300,0.43,u033,-25500.0,-38745.24291079535,-12720.173621321126,-26025.069289474224,-26025.069289474224,-38745.25828058205,0.999999409424491,5.905755090518383e-07,-0.2002057635405791,0,0.10972223627195479,0.3099279998125339
23,4400,0.44,u033,-25500.0,-38586.21063162072,-12408.535453281744,-26177.675178338977,-26177.675178338977,-38586.225911807516,0.9999994162900696,5.837099303351856e-07,-0.19503693336747271,0,0.10946551417549402,0.30450244754296674
24,4500,0.45,u033,-25500.0,-38604.378574419505,-14981.247167116904,-23623.1314073026,-23623.1314073026,-38604.39550696356,0.9999992832228932,7.167771067795314e-07,-0.1931017665851456,0,0.10912907556602924,0.30223084215117485
25,4600,0.46,u033,-25500.0,-38533.09805262819,-11088.96487317473,-27444.133179453464,-27444.133179453464,-38533.112627684546,0.999999468919613,5.310803869451597e-07,-0.20003275544857502,0,0.10981599933300075,0.30984875478157575
26,4700,0.47000000000000003,u033,-25500.0,-38648.677511634014,-13606.877560619527,-25041.799951014487,-25041.799951014487,-38648.69348491651,0.9999993621360226,6.378639774706762e-07,-0.20134286532052603,0,0.1098452370953865,0.31118810241591255
27,4800,0.48,u033,-25500.0,-38521.547962722485,-15762.924140289222,-22758.623822433263,-22758.623822433263,-38521.56553846407,0.9999992277338658,7.722661340969772e-07,-0.19917968829200955,0,0.10980992410775099,0.3089896123997605
28,4900,0.49,u033,-25500.0,-38594.26793295104,-5714.556193532859,-32879.711739418184,-32879.711739418184,-38594.280098503325,0.9999996299984814,3.700015186458572e-07,-0.19686929723012106,0,0.11035524108726388,0.30722453831738494
29,5000,0.5,u033,-25500.0,-38609.34078240124,-17294.798830918415,-21314.541951482825,-21314.541951482825,-38609.35954891514,0.9999991195456652,8.804543347173954e-07,-0.2017701161077799,0,0.11129959593702893,0.3130697120448088
30,5100,0.51,u033,-25500.0,-38567.38660676801,-4585.867478269705,-33981.5191284983,-33981.5191284983,-38567.398377868056,0.9999996536031293,3.463968707984044e-07,-0.20164635507862977,0,0.11022204943289741,0.3118684045115272
31,5200,0.52,u033,-25500.0,-38475.72067424879,-15199.17793762905,-23276.54273661974,-23276.54273661974,-38475.73785891875,0.9999992617183412,7.382816588075158e-07,-0.1983329125353716,0,0.10937013626772728,0.3077030488030989
32,5300,0.53,u033,-25500.0,-38564.38233245886,-13144.882778812724,-25419.499553646136,-25419.499553646136,-38564.39806840014,0.9999993809507632,6.190492367608158e-07,-0.20803465233640744,0,0.10863435258093986,0.3166690049173473
33,5400,0.54,u033,-25500.0,-38544.39575026222,-10292.598249756178,-28251.797500506043,-28251.797500506043,-38544.40990864629,0.9999994988506529,5.011493471873685e-07,-0.20901592627138446,0,0.10864675904584906,0.3176626853172335
34,5500,0.55,u033,-25500.0,-38334.21321309867,-11681.99342976528,-26652.219783333392,-26652.219783333392,-38334.228221221,0.9999994368909777,5.631090222446566e-07,-0.21086866675158114,0,0.1082837665688813,0.31915243332046245
35,5600,0.56,u033,-25500.0,-38346.392041145795,-11205.838372723578,-27140.553668422217,-27140.553668422217,-38346.406779230645,0.9999994569724324,5.430275675788465e-07,-0.21181930937284837,0,0.10938925069281513,0.3212085600656635
36,5700,0.5700000000000001,u033,-25500.0,-38431.307297200314,-10355.713598843024,-28075.59369835729,-28075.59369835729,-38431.321544443,0.9999994925404471,5.074595529341863e-07,-0.21188580143924404,0,0.11014727078725842,0.32203307222650246
37,5800,0.58,u033,-25500.0,-38266.33146605099,-10784.055252907594,-27482.2762131434,-27482.2762131434,-38266.34602087844,0.9999994703927754,5.296072246308015e-07,-0.2107356844711738,0,0.11053629172372668,0.3212719761949005
38,5900,0.59,u033,-25500.0,-38282.37631535981,-14091.336141907406,-24191.040173452406,-24191.040173452406,-38282.39285039608,0.9999993164819063,6.835180936248797e-07,-0.20997522127067078,0,0.11143997182338758,0.32141519309405836
39,6000,0.6,u033,-25500.0,-38341.66058735203,-11351.638073056209,-26990.022514295822,-26990.022514295822,-38341.675407635346,0.9999994508983077,5.491016923375724e-07,-0.20319720804633476,0,0.1103573891165581,0.31355459716289286
