frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u000,-50000.0,-37697.73602557197,-6784.886328746977,-30912.849696824993,-30912.849696824993,-37697.74896516947,0.9999995814172167,4.185827832681177e-07,-0.11814774171194703,0,-0.11814774171194703,0.14431312142093394,0.11111341393335308,0.2292611556453001
1,400,0.04,u000,-50000.0,-37417.69672830535,-8807.314804123504,-28610.38192418185,-28610.38192418185,-37417.71070923736,0.9999995113340889,4.886659110137082e-07,-0.12565463739582006,0,-0.12565463739582006,0.1456536880774347,0.11161344651704304,0.2372680839128631
2,500,0.05,u000,-50000.0,-37352.81183881022,-15478.826738052852,-21873.98510075737,-21873.98510075737,-37352.830125357636,0.9999991640061584,8.359938415969381e-07,-0.13393549874857164,0,-0.13393549874857164,0.15031300845218157,0.11172888486296391,0.24566438361153556
3,600,0.06,u000,-50000.0,-37355.64488351754,-4772.682654767661,-32582.96222874988,-32582.96222874988,-37355.657159867565,0.9999996232282169,3.7677178310602244e-07,-0.14485172853318168,0,-0.14485172853318168,0.1443099866878349,0.11095386783076554,0.25580559636394723
4,700,0.07,u000,-50000.0,-37356.7922838538,-505.90914301768953,-36850.88314083611,-36850.88314083611,-37356.80313840729,0.9999997054467582,2.945532418530128e-07,-0.15576162179479838,0,-0.15576162179479838,0.1428409405990007,0.10998174013741921,0.2657433619322176
5,800,0.08,u000,-50000.0,-37214.77840785744,-11670.064207642052,-25544.71420021539,-25544.71420021539,-37214.79406666465,0.999999387004768,6.129952320188536e-07,-0.1686276394302363,0,-0.1686276394302363,0.14942159545992814,0.10785479998559888,0.27648243941583517
6,900,0.09,u000,-50000.0,-36970.154352723875,-7270.944762217985,-29699.20959050589,-29699.20959050589,-36970.16782108967,0.9999995465080127,4.5349198735111784e-07,-0.1713570579890606,0,-0.1713570579890606,0.146938713325315,0.10720719281532666,0.27856425080438724
7,1000,0.1,u000,-50000.0,-36865.45763389273,-2848.056911516437,-34017.40072237629,-34017.40072237629,-36865.46939257662,0.9999996543335026,3.4566649737000077e-07,-0.168048950019274,0,-0.168048950019274,0.14448104150619906,0.10706762073050756,0.2751165707497816
8,1100,0.11,u000,-50000.0,-36894.46182050976,-9483.460024134318,-27411.00179637544,-27411.00179637544,-36894.476413182805,0.999999467635017,5.323649830413224e-07,-0.17085546721495598,0,-0.17085546721495598,0.148346154775287,0.1074386917417416,0.27829415895669757
9,1200,0.12,u000,-50000.0,-36914.54915670864,-8696.582817318875,-28217.966339389768,-28217.966339389768,-36914.563332067504,0.9999994976482556,5.023517444802117e-07,-0.16984527201676275,0,-0.16984527201676275,0.1477486636272801,0.10812351220363987,0.2779687842204026
