frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p008,0.1,171581.06810158197,-39012.50518431084,210593.5732858928,210593.5732858928,-39012.507083704026,9.019236080209936e-09,0.999999990980764,0.11453124555304552,1,0.11453124555304552,0.36188065235731026,0.2136303440992621,0.09909909854621658
1,1200,0.12,p008,0.1,125609.05496077947,-38970.336175239325,164579.3911360188,164579.3911360188,-38970.33860567724,1.4767570999385526e-08,0.9999999852324291,0.10667482027912,1,0.10667482027912,0.36163226970198703,0.20790049639262476,0.10122567611350476
2,1300,0.13,p008,0.1,130279.65203781021,-38978.848504083784,169258.500541894,169258.500541894,-38978.85086733286,1.3962365263964216e-08,0.9999999860376347,0.10835805474973292,1,0.10835805474973292,0.35787166702752055,0.20933697547174238,0.10097892072200945
3,1400,0.14,p008,0.1,189239.2086062239,-38921.50817664343,228160.71678286733,228160.71678286733,-38921.509929793596,7.683838676442178e-09,0.9999999923161613,0.11572452616503018,1,0.11572452616503018,0.360329751336398,0.21413758228987578,0.0984130561248456
4,1500,0.15,p008,0.1,229005.71836309458,-38932.71905536621,267938.4374184608,267938.4374184608,-38932.720548246434,5.571728411979393e-09,0.9999999944282716,0.12012143038413228,1,0.12012143038413228,0.3607796017584913,0.21718916622560233,0.09706773584147005
5,1600,0.16,p008,0.1,188020.61535451977,-38812.495235817216,226833.110590337,226833.110590337,-38812.4969992282,7.774045629460602e-09,0.9999999922259544,0.11332517184639594,1,0.11332517184639594,0.3577267583621692,0.21177793689552446,0.09845276504912852
6,1700,0.17,p008,0.1,111984.33646438943,-38764.25664125115,150748.59310564058,150748.59310564058,-38764.25929467553,1.760165208031239e-08,0.9999999823983479,0.11376283363723033,1,0.11376283363723033,0.35884360460001963,0.21577900431257785,0.10201617067534752
7,1800,0.18,p008,0.1,107251.07853529832,-38749.95245625204,146001.03099155036,146001.03099155036,-38749.95519595867,1.87649806804302e-08,0.9999999812350193,0.11584912098521721,1,0.11584912098521721,0.35780562753418954,0.21815320713243125,0.10230408614721404
8,1900,0.19,p008,0.1,150597.03073267438,-38846.26501525869,189443.29574793307,189443.29574793307,-38846.26712670842,1.114554981640481e-08,0.9999999888544502,0.1258974293884606,1,0.1258974293884606,0.3613971854983982,0.22592673229441212,0.10002930290595154
9,2000,0.2,p008,0.1,221329.59281871884,-38840.81964437044,260170.41246308928,260170.41246308928,-38840.82118182427,5.9094106830137605e-09,0.9999999940905893,0.1196252737433212,1,0.1196252737433212,0.3647383964895206,0.21694474471992078,0.09731947097659958
