frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,p040,0.12,-38726.863097447,37816.55200475897,-76543.41510220597,-76543.41510220597,-38726.86832323908,0.9999999317277475,6.827225257355352e-08,-0.06735595082108334,0,0.1250870432998382,0.19244299412092153
1,2200,0.22,p040,0.12,-38799.4899816011,35225.07146985468,-74024.56145145578,-74024.56145145578,-38799.49538521259,0.9999999270024624,7.299753751466298e-08,-0.06423509164392172,0,0.12510812884382966,0.18934322048775137
2,2300,0.23,p040,0.12,-38733.78649295939,25306.585996147507,-64040.3724891069,-64040.3724891069,-38733.792739018645,0.9999999024668691,9.753313090499205e-08,-0.060641106450271653,0,0.12535914856137542,0.18600025501164708
3,2400,0.24,p040,0.12,-38722.90381055826,31725.339270181197,-70448.24308073946,-70448.24308073946,-38722.909488485064,0.9999999194028745,8.05971255291027e-08,-0.061762273052325026,0,0.12414479725735879,0.18590707030968381
4,2500,0.25,p040,0.12,-38626.61845104891,41148.031449973816,-79774.64990102273,-79774.64990102273,-38626.623465172765,0.999999937146409,6.28535910540684e-08,-0.06460675596525117,0,0.12333530833069356,0.18794206429594473
5,2600,0.26,p040,0.12,-38663.54032163392,36752.346286375774,-75415.88660800969,-75415.88660800969,-38663.54562555581,0.9999999296710365,7.032896359726593e-08,-0.06805078822793943,0,0.12345828809528787,0.1915090763232273
6,2700,0.27,p040,0.12,-38640.84104114611,28817.696774280048,-67458.53781542616,-67458.53781542616,-38640.84697071378,0.9999999121005758,8.789942412823493e-08,-0.06906915187690328,0,0.12383540837586322,0.1929045602527665
7,2800,0.28,p040,0.12,-38582.919151190086,26658.789322840166,-65241.70847403025,-65241.70847403025,-38582.9252822368,0.9999999060256742,9.397432576552234e-08,-0.06867819505783758,0,0.12474675523404576,0.19342495029188334
8,2900,0.29,p040,0.12,-38493.660065511445,37567.08816161385,-76060.7482271253,-76060.7482271253,-38493.66532446539,0.9999999308585132,6.914148681369525e-08,-0.06636263589157074,0,0.12591978834837553,0.19228242423994626
9,3000,0.3,p040,0.12,-38497.56086575045,37807.548423477216,-76305.10928922766,-76305.10928922766,-38497.566107863015,0.9999999313006442,6.869935570419372e-08,-0.06345890801665541,0,0.12567138424847227,0.18913029226512768
10,3100,0.31,p040,0.12,-38490.84764591651,26203.110182970093,-64693.9578288866,-64693.9578288866,-38490.85382887354,0.9999999044276149,9.557238517254873e-08,-0.06187871434530959,0,0.12499105222992149,0.18686976657523108
11,3200,0.32,p040,0.12,-38442.56999257053,30251.650159674784,-68694.22015224531,-68694.22015224531,-38442.57581547623,0.9999999152344301,8.476556984104988e-08,-0.06091390051314349,0,0.12459607220090896,0.18550997271405245
12,3300,0.33,p040,0.12,-38435.369337017095,36581.08481542781,-75016.4541524449,-75016.4541524449,-38435.37466918024,0.9999999289200956,7.107990435128997e-08,-0.06279821066563519,0,0.1244873889088975,0.1872855995745327
13,3400,0.34,p040,0.12,-38423.40336982871,32820.794917130755,-71244.19828695946,-71244.19828695946,-38423.40898432053,0.9999999211937103,7.880628977163795e-08,-0.06525130392367505,0,0.12494653513820973,0.19019783906188478
14,3500,0.35000000000000003,p040,0.12,-38275.726875389606,33585.634357926785,-71861.36123331639,-71861.36123331639,-38275.7324416628,0.9999999225415127,7.745848729090454e-08,-0.06778436872505295,0,0.12483865666592756,0.1926230253909805
15,3600,0.36,p040,0.12,-38306.820538974105,32958.37067184024,-71265.19121081434,-71265.19121081434,-38306.82615181204,0.999999921240132,7.87598680163093e-08,-0.06658279232253284,0,0.12602780625423904,0.19261059857677187
16,3700,0.37,p040,0.12,-38341.87485973176,32659.933703025745,-71001.8085627575,-71001.8085627575,-38341.88049339062,0.9999999206547259,7.934527418429482e-08,-0.06526554637419393,0,0.1264554883416828,0.19172103471587673
17,3800,0.38,p040,0.12,-38207.17842960698,34831.687105856516,-73038.8655354635,-73038.8655354635,-38207.18390614289,0.9999999250188917,7.498110832226956e-08,-0.06208723450488035,0,0.12682824001272353,0.18891547451760388
18,3900,0.39,p040,0.12,-38273.93421734689,40864.071268296044,-79138.00548564293,-79138.00548564293,-38273.93927180804,0.9999999361310603,6.386893974807961e-08,-0.06171011259709122,0,0.12567904517033868,0.1873891577674299
