frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p005,0.064,-39259.853104967886,-9622.676162913296,-29637.17694205459,-29637.17694205459,-39259.86660152387,0.9999995446076486,4.553923513284097e-07,-0.07822412529766516,0,-0.07822412529766516,0.1440337929024837,0.12086409068963187,0.19908821598729703
1,1200,0.12,p005,0.064,-39167.47138126593,-3569.3392270801996,-35598.13215418573,-35598.13215418573,-39167.48261780699,0.9999996843504619,3.156495380629565e-07,-0.07703423402811707,0,-0.07703423402811707,0.14161288068038086,0.1184631942953733,0.19549742832349037
2,1300,0.13,p005,0.064,-39112.037110293546,-18746.702354420762,-20365.334755872784,-20365.334755872784,-39112.056751493605,0.9999990355590807,9.644409192932635e-07,-0.0752489109931732,0,-0.0752489109931732,0.14925165065986337,0.1200170824242094,0.1952659934173826
3,1400,0.14,p005,0.064,-39017.158250208275,-22567.247828869935,-16449.91042133834,-16449.91042133834,-39017.182566414165,0.9999985218075125,1.4781924874696095e-06,-0.07127306721569007,0,-0.07127306721569007,0.15230354294588425,0.12083969750730969,0.19211276472299976
4,1500,0.15,p005,0.064,-38987.10245183043,-12266.127643023472,-26720.97480880696,-26720.97480880696,-38987.1174213358,0.9999994397850862,5.602149137917678e-07,-0.0741527455804594,0,-0.0741527455804594,0.1453807166486935,0.11874632329089368,0.19289906887135308
5,1600,0.16,p005,0.064,-38977.90899001461,-6360.538860096451,-32617.370129918156,-32617.370129918156,-38977.92125341439,0.999999624022706,3.759772939093686e-07,-0.07871622309896956,0,-0.07871622309896956,0.14278563555756418,0.1189701391751348,0.19768636227410435
6,1700,0.17,p005,0.064,-39000.711392088124,-12638.923936346866,-26361.787455741258,-26361.787455741258,-39000.726565557314,0.9999994244149131,5.755850868705004e-07,-0.07765884275152819,0,-0.07765884275152819,0.14566318857055646,0.11879670762657259,0.19645555037810078
7,1800,0.18,p005,0.064,-38935.97092347246,-17675.35437266514,-21260.616550807317,-21260.616550807317,-38935.98973758564,0.9999991150736464,8.849263536392371e-07,-0.07364118010722852,0,-0.07364118010722852,0.1486018057408962,0.12133940135719519,0.1949805814644237
8,1900,0.19,p005,0.064,-38881.207598724664,-20579.434736599535,-18301.77286212513,-18301.77286212513,-38881.22945450472,0.9999988058136213,1.1941863786169016e-06,-0.07097756283733682,0,-0.07097756283733682,0.1507561099789016,0.12105422608447201,0.19203178892180883
9,2000,0.2,p005,0.064,-38847.53983745471,-18860.711714372825,-19986.828123081883,-19986.828123081883,-38847.559850615224,0.9999989986845179,1.0013154821408854e-06,-0.07525046778467677,0,-0.07525046778467677,0.14953378666067135,0.11978644153391559,0.19503690931859236
10,2100,0.21,p005,0.064,-38873.131018654705,-9472.451017378684,-29400.68000127602,-29400.68000127602,-38873.14462377591,0.9999995372519066,4.62748093343901e-07,-0.07880314349175109,0,-0.07880314349175109,0.14420939423300888,0.11926047822047435,0.19806362171222544
11,2200,0.22,p005,0.064,-38926.582194359304,-10350.896424679871,-28575.685769679432,-28575.685769679432,-38926.596192266734,0.9999995101467092,4.898532908748088e-07,-0.07812603759292773,0,-0.07812603759292773,0.14453798676217527,0.11952179358434244,0.19764783117727017
12,2300,0.23,p005,0.064,-38797.12905203065,-19618.550982906803,-19178.578069123847,-19178.578069123847,-38797.14990861155,0.9999989125087658,1.0874912341751752e-06,-0.0750061111222857,0,-0.0750061111222857,0.15013001923282615,0.12194912503627009,0.19695523615855579
13,2400,0.24,p005,0.064,-38793.022478597966,-22837.532747537218,-15955.489731060748,-15955.489731060748,-38793.04754829989,0.9999984287775832,1.571222416896223e-06,-0.07107796995245123,0,-0.07107796995245123,0.15281872724941759,0.12323659603039681,0.19431456598284805
14,2500,0.25,p005,0.064,-38798.84542899465,-14021.995389272779,-24776.850039721874,-24776.850039721874,-38798.86157308637,0.9999993484211815,6.51578818400278e-07,-0.07454410303003205,0,-0.07454410303003205,0.14641477011962648,0.11913870119712087,0.19368280422715292
15,2600,0.26,p005,0.064,-38808.443250772805,-8890.131895334314,-29918.31135543849,-29918.31135543849,-38808.456620505356,0.9999995531258283,4.4687417161126675e-07,-0.07828184762466164,0,-0.07828184762466164,0.14390193388291278,0.11927080163688644,0.19755264926154809
16,2700,0.27,p005,0.064,-38714.88892021196,-18686.643981538567,-20028.244938673393,-20028.244938673393,-38714.90889198694,0.9999990028215049,9.971784951101625e-07,-0.07780177902521779,0,-0.07780177902521779,0.14962586442809556,0.11879521712867358,0.19659699615389137
17,2800,0.28,p005,0.064,-38750.01161210638,-20173.74098788327,-18576.270624223107,-18576.270624223107,-38750.033144928784,0.9999988408452416,1.1591547584011153e-06,-0.0754155574829169,0,-0.0754155574829169,0.1506410688615716,0.11993981702197318,0.19535537450489007
18,2900,0.29,p005,0.064,-38716.93005475876,-11389.343283610913,-27327.58677114785,-27327.58677114785,-38716.9446919746,0.9999994643800686,5.356199314077159e-07,-0.07382786022722812,0,-0.07382786022722812,0.14509049545071367,0.12206877779770059,0.1958966380249287
19,3000,0.3,p005,0.064,-38660.41546033116,-16155.02532685161,-22505.390133479552,-22505.390133479552,-38660.43323383705,0.9999992102568447,7.897431553716139e-07,-0.07385426917516698,0,-0.07385426917516698,0.14781160895070042,0.12200744039846527,0.19586170957363225
20,3100,0.31,p005,0.064,-38688.54117966935,-24198.46727069732,-14490.07390897203,-14490.07390897203,-38688.568784720956,0.9999980949064446,1.905093555354398e-06,-0.07586527194118081,0,-0.07586527194118081,0.15451666641415127,0.11987522252988447,0.19574049447106528
21,3200,0.32,p005,0.064,-38720.573386379314,-20831.48681957237,-17889.086566806945,-17889.086566806945,-38720.59574635273,0.9999987500805345,1.2499194654291834e-06,-0.0770382957555195,0,-0.0770382957555195,0.1513145803715545,0.11972548828973413,0.19676378404525363
22,3300,0.33,p005,0.064,-38595.385010496044,-7884.13233317234,-30711.252677323704,-30711.252677323704,-38595.39803503251,0.9999995759038046,4.240961953838607e-07,-0.07734984703552841,0,-0.07734984703552841,0.14354662001343307,0.11973309564441192,0.19708294267994034
23,3400,0.34,p005,0.064,-38615.04663834692,2198.024506116577,-40813.071144463494,-40813.071144463494,-38615.056439126245,0.9999997598618691,2.4013813088030744e-07,-0.07482316017541742,0,-0.07482316017541742,0.13983254293620279,0.11758685093182526,0.19241001110724268
24,3500,0.35000000000000003,p005,0.064,-38589.070745784324,-15802.978805379302,-22786.091940405022,-22786.091940405022,-38589.08830033878,0.999999229594638,7.704053619494999e-07,-0.07269778295882513,0,-0.07269778295882513,0.1475557138426197,0.1209315858330499,0.19362936879187503
25,3600,0.36,p005,0.064,-38595.47193938581,-23108.118112264434,-15487.353827121377,-15487.353827121377,-38595.49776686657,0.9999983323558754,1.667644124514478e-06,-0.074056029786269,0,-0.074056029786269,0.1533859751258773,0.12062275385705994,0.19467878364332894
26,3700,0.37,p005,0.064,-38455.62846250695,-14906.900700640108,-23548.727761866845,-23548.727761866845,-38455.64544855034,0.9999992786863454,7.213136545836107e-07,-0.07640227360047025,0,-0.07640227360047025,0.14716373926026152,0.11864200529935226,0.1950442788998225
