frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p045,0.16,231405.48044080226,-38260.36487903123,269665.8453198335,269665.8453198335,-38260.36636234846,5.500575050998435e-09,0.9999999944994249,-0.05126693861852105,0,0.13389553015094743,0.18516246876946849
1,1200,0.12,p045,0.16,247489.19614020674,-38112.52216173048,285601.7183019372,285601.7183019372,-38112.523562282266,4.9038632599085474e-09,0.9999999950961367,-0.051764772749777394,0,0.13438277812115987,0.18614755087093726
2,1300,0.13,p045,0.16,251414.97958327908,-38108.96367120303,289523.9432544821,289523.9432544821,-38108.965052781336,4.771896489064176e-09,0.9999999952281036,-0.05213067947584488,0,0.134315731634615,0.18644641111045987
3,1400,0.14,p045,0.16,234762.3713338107,-38117.42902700484,272879.80036081554,272879.80036081554,-38117.43049285168,5.3717674197706344e-09,0.9999999946282325,-0.053577290478332096,0,0.13298250548584561,0.1865597959641777
4,1500,0.15,p045,0.16,214285.24552040795,-38193.50216262703,252478.74768303498,252478.74768303498,-38193.50374691878,6.274950836715476e-09,0.9999999937250492,-0.0559093399421107,0,0.1302725664487949,0.1861819063909056
5,1600,0.16,p045,0.16,197203.9346347238,-38073.35986375579,235277.29449847958,235277.29449847958,-38073.36156387733,7.226033105212082e-09,0.9999999927739669,-0.059040308323837665,0,0.1275988851726707,0.18663919349650837
6,1700,0.17,p045,0.16,165727.07150461312,-38089.71386267719,203816.78536729031,203816.78536729031,-38089.71582522406,9.628975505826531e-09,0.9999999903710245,-0.062311696384166754,0,0.12537188550522174,0.1876835818893885
7,1800,0.18,p045,0.16,145504.59610145967,-38129.11954886289,183633.71565032256,183633.71565032256,-38129.1217271121,1.186192388757945e-08,0.9999999881380761,-0.06224484605096965,0,0.12474673271378135,0.186991578764751
8,1900,0.19,p045,0.16,146711.50129039816,-38211.137487493455,184922.6387778916,184922.6387778916,-38211.139650560115,1.1697143309508107e-08,0.9999999883028567,-0.06283047644226038,0,0.12366774003084226,0.18649821647310263
9,2000,0.2,p045,0.16,157513.56730028536,-38145.00211664982,195658.56941693518,195658.56941693518,-38145.004161027406,1.0448699239162806e-08,0.9999999895513008,-0.06265129677876262,0,0.12334771462761039,0.185999011406373
10,2100,0.21,p045,0.16,183984.86617047133,-38146.28172026272,222131.14789073405,222131.14789073405,-38146.28352100072,8.10664324557564e-09,0.9999999918933568,-0.06119576446471785,0,0.12341772661578386,0.1846134910805017
11,2200,0.22,p045,0.16,229521.62043904045,-38152.19693153148,267673.8173705719,267673.8173705719,-38152.198425887545,5.5827502065675105e-09,0.9999999944172497,-0.059858498798901705,0,0.1251030471761381,0.1849615459750398
12,2300,0.23,p045,0.16,270537.3680146937,-38073.0999472058,308610.4679618995,308610.4679618995,-38073.10124333811,4.199897374324024e-09,0.9999999958001027,-0.05817171531208579,0,0.1269910890748708,0.1851628043869566
13,2400,0.24,p045,0.16,299684.55327418307,-38070.260556222114,337754.8138304052,337754.8138304052,-38070.261740513146,3.506363144278879e-09,0.9999999964936368,-0.056712271393016184,0,0.12905907838507621,0.1857713497780924
14,2500,0.25,p045,0.16,308280.5432513888,-37939.4427641785,346219.9860155673,346219.9860155673,-37939.44391951329,3.336996179381657e-09,0.9999999966630038,-0.054931689094925906,0,0.13143310801553706,0.18636479711046297
15,2600,0.26,p045,0.16,276685.3402977021,-38033.28588557453,314718.62618327665,314718.62618327665,-38033.28715655109,4.03845351604204e-09,0.9999999959615464,-0.05254172642624169,0,0.13276504491363342,0.1853067713398751
16,2700,0.27,p045,0.16,225767.40558999262,-38015.024938850955,263782.43052884354,263782.43052884354,-38015.026455252155,5.74868158631503e-09,0.9999999942513185,-0.051896254184727014,0,0.13320272679881,0.18509898098353703
17,2800,0.28,p045,0.16,184820.63138313606,-38015.54191366982,222836.17329680588,222836.17329680588,-38015.54370871051,8.055427602737808e-09,0.9999999919445723,-0.05342440116015526,0,0.13287473374855927,0.18629913490871453
18,2900,0.29,p045,0.16,156076.69032186744,-37970.87572582977,194047.5660476972,194047.5660476972,-37970.87778718,1.0622911827962156e-08,0.9999999893770881,-0.05538043234720505,0,0.13135313218979291,0.18673356453699796
19,3000,0.3,p045,0.16,130619.41286227354,-37906.40643769913,168525.81929997267,168525.81929997267,-37906.408811222645,1.4084034494210584e-08,0.9999999859159655,-0.05696889530187457,0,0.12926834752771696,0.18623724282959153
