frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p030,0.16,-38742.16099854538,-11806.686512300133,-26935.47448624525,-26935.47448624525,-38742.16099854538,1.0,0.0,-0.06051160716129936,0,0.1252848128861763,0.18579642004747565
1,1200,0.12,p030,0.16,-38734.474483826925,-12297.461775155127,-26437.0127086718,-26437.0127086718,-38734.474483826925,1.0,0.0,-0.0645732229363406,0,0.12884896139637544,0.19342218433271605
2,1300,0.13,p030,0.16,-38687.55406175164,-13597.25705430968,-25090.297007441957,-25090.297007441957,-38687.55406175164,1.0,0.0,-0.06260023237547732,0,0.1265650386797607,0.18916527105523803
3,1400,0.14,p030,0.16,-38563.9493244747,-18979.126886055135,-19584.822438419564,-19584.822438419564,-38563.9493244747,1.0,0.0,-0.058998321281109295,0,0.12985924350337452,0.18885756478448382
4,1500,0.15,p030,0.16,-38606.69074117229,-20983.767243106413,-17622.92349806588,-17622.92349806588,-38606.69074117229,1.0,0.0,-0.06498397880608672,0,0.1255190812301499,0.19050306003623663
5,1600,0.16,p030,0.16,-38561.5885893908,-19126.11357708511,-19435.475012305687,-19435.475012305687,-38561.5885893908,1.0,0.0,-0.06165622098631782,0,0.12793288283095855,0.18958910381727637
6,1700,0.17,p030,0.16,-38450.20384929943,-6711.981868991075,-31738.221980308357,-31738.221980308357,-38450.20384929943,1.0,0.0,-0.060606323439316656,0,0.12782956715840288,0.18843589059771954
7,1800,0.18,p030,0.16,-38538.91755813983,-3620.311989249516,-34918.605568890314,-34918.605568890314,-38538.91755813983,1.0,0.0,-0.06561656538297786,0,0.12218103056560792,0.18779759594858578
8,1900,0.19,p030,0.16,-38469.486521189654,-15869.301892223826,-22600.184628965828,-22600.184628965828,-38469.486521189654,1.0,0.0,-0.062110046789011136,0,0.12783766535695348,0.18994771214596462
9,2000,0.2,p030,0.16,-38417.82734752123,-19262.292928638606,-19155.534418882628,-19155.534418882628,-38417.82734752123,1.0,0.0,-0.059555595263579925,0,0.12728868795321477,0.1868442832167947
10,2100,0.21,p030,0.16,-38550.178455284506,-7447.947510350175,-31102.23094493433,-31102.23094493433,-38550.178455284506,1.0,0.0,-0.06400835614502454,0,0.12274301703543428,0.1867513731804588
11,2200,0.22,p030,0.16,-38473.07007121071,-8630.799864338507,-29842.2702068722,-29842.2702068722,-38473.07007121071,1.0,0.0,-0.06418248690147843,0,0.12649346246560872,0.19067594936708715
12,2300,0.23,p030,0.16,-38542.02868447584,-19955.157101606892,-18586.871582868946,-18586.871582868946,-38542.02868447584,1.0,0.0,-0.059957941684387506,0,0.12770459117938338,0.18766253286377088
13,2400,0.24,p030,0.16,-38470.770620695635,-14211.37771080897,-24259.392909886665,-24259.392909886665,-38470.770620695635,1.0,0.0,-0.06389342470957232,0,0.12767934670430067,0.191572771413873
14,2500,0.25,p030,0.16,-38553.668831428746,-9074.787153085024,-29478.88167834372,-29478.88167834372,-38553.668831428746,1.0,0.0,-0.06322329941546612,0,0.128682195916592,0.1919054953320581
15,2600,0.26,p030,0.16,-38476.032898473175,-13598.432673559728,-24877.600224913447,-24877.600224913447,-38476.032898473175,1.0,0.0,-0.06133906052414645,0,0.12553067494841993,0.18686973547256638
16,2700,0.27,p030,0.16,-38486.470423952385,-15197.400873168284,-23289.0695507841,-23289.0695507841,-38486.470423952385,1.0,0.0,-0.06354486458107164,0,0.12759227076890867,0.1911371353499803
17,2800,0.28,p030,0.16,-38555.864092402364,-17241.4517137323,-21314.412378670066,-21314.412378670066,-38555.864092402364,1.0,0.0,-0.06236965533901341,0,0.12461366306095563,0.18698331839996904
18,2900,0.29,p030,0.16,-38420.9977677672,-18415.944445809786,-20005.053321957414,-20005.053321957414,-38420.9977677672,1.0,0.0,-0.060670482859075725,0,0.12972064354723903,0.19039112640631475
19,3000,0.3,p030,0.16,-38475.5092575601,-13425.163100011327,-25050.346157548774,-25050.346157548774,-38475.5092575601,1.0,0.0,-0.06500991591030231,0,0.1253444886347593,0.1903544045450616
