frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
14,3500,0.35000000000000003,u012,-36000.0,-38344.92401994587,-118.7410956719541,-38226.18292427392,-38226.18292427392,-38344.93448397497,0.9999997262603124,2.737396875840403e-07,-0.16488020073409934,0,0.11125141960555104,0.2761316203396504
15,3600,0.36,u012,-36000.0,-38425.55644817761,-8446.469508095208,-29979.0869400824,-29979.0869400824,-38425.569790806185,0.9999995549358551,4.450641449271764e-07,-0.1568758141189751,0,0.11129430387150702,0.2681701179904821
16,3700,0.37,u012,-36000.0,-38294.72559135346,2432.697217921115,-40727.422809274576,-40727.422809274576,-38294.735412743474,0.9999997588508037,2.411491962783785e-07,-0.1476740288532002,0,0.11054695315832448,0.25822098201152466
17,3800,0.38,u012,-36000.0,-38261.493137900834,-11974.496448848891,-26286.996689051943,-26286.996689051943,-38261.50835454096,0.9999994211349937,5.788650062621414e-07,-0.15146654388182076,0,0.10990465126998952,0.2613711951518103
18,3900,0.39,u012,-36000.0,-38200.80793697055,-4583.968454157031,-33616.83948281352,-33616.83948281352,-38200.819835764865,0.9999996460468601,3.5395313996433586e-07,-0.1498478543838908,0,0.10940492971722865,0.25925278410111946
19,4000,0.4,u012,-36000.0,-38074.39998816801,-6344.9972829981125,-31729.402705169894,-31729.402705169894,-38074.41259476652,0.9999996026843425,3.973156575409753e-07,-0.15038096976303292,0,0.10886685914939351,0.2592478289124264
20,4100,0.41000000000000003,u012,-36000.0,-38114.24200626198,-4374.299261700042,-33739.94274456194,-33739.94274456194,-38114.253861642486,0.9999996486250062,3.5137499382331683e-07,-0.16080700183813626,0,0.10874618763757968,0.26955318947571594
21,4200,0.42,u012,-36000.0,-38138.51602961321,-2065.88684235487,-36072.62918725834,-36072.62918725834,-38138.52711834963,0.999999692599906,3.074000939906618e-07,-0.15453965667584293,0,0.10890171797124379,0.2634413746470867
22,4300,0.43,u012,-36000.0,-38210.27677707179,-7316.763506245101,-30893.51327082669,-30893.51327082669,-38210.28972476825,0.9999995808930667,4.191069332692976e-07,-0.15471535495056254,0,0.10912968634558046,0.263845041296143
23,4400,0.44,u012,-36000.0,-38259.58922114334,-2004.2633962851542,-36255.325824858184,-36255.325824858184,-38259.600254001794,0.9999996956901781,3.043098218968865e-07,-0.1524370900459831,0,0.11043412376815746,0.2628712138141406
24,4500,0.45,u012,-36000.0,-38134.300249701715,-6280.584399375395,-31853.71585032632,-31853.71585032632,-38134.31280710143,0.9999996057794365,3.9422056352655943e-07,-0.1452330165693108,0,0.1105306111577564,0.25576362772706723
25,4600,0.46,u012,-36000.0,-38118.0019916766,376.2088735588768,-38494.21086523548,-38494.21086523548,-38118.012382846675,0.999999730059034,2.6994096596899553e-07,-0.13982554038427744,0,0.11014363113726144,0.24996917152153889
26,4700,0.47000000000000003,u012,-36000.0,-38114.401751509635,-7161.832419823244,-30952.56933168639,-30952.56933168639,-38114.414674502514,0.9999995824908121,4.1750918794436487e-07,-0.1437001690580888,0,0.1106731462576578,0.2543733153157466
27,4800,0.48,u012,-36000.0,-38049.142072810006,-4963.287771574542,-33085.854301235464,-33085.854301235464,-38049.154162564446,0.9999996345947277,3.654052723178758e-07,-0.15592477707473817,0,0.11069342013996585,0.26661819721470403
28,4900,0.49,u012,-36000.0,-38071.03755363211,-3760.389622230956,-34310.64793140115,-34310.64793140115,-38071.049211816615,0.9999996602169506,3.3978304936344017e-07,-0.15182149198264344,0,0.11065846250580746,0.2624799544884509
29,5000,0.5,u012,-36000.0,-38163.18297945452,-3104.523882732785,-35058.659096721734,-35058.659096721734,-38163.19438890029,0.9999996745614739,3.2543852612754165e-07,-0.14370829464322898,0,0.1100011952446781,0.2537094898879071
30,5100,0.51,u012,-36000.0,-38131.42666446706,-4836.7074809274345,-33294.71918353962,-33294.71918353962,-38131.43867837994,0.9999996391648734,3.608351265560472e-07,-0.14720961500825605,0,0.10951728327614288,0.25672689828439893
31,5200,0.52,u012,-36000.0,-37979.17544915827,-8855.793335247348,-29123.38211391092,-29123.38211391092,-37979.18918382033,0.9999995283978678,4.7160213229036074e-07,-0.13252545977798458,0,0.10921358937409899,0.24173904915208355
32,5300,0.53,u012,-36000.0,-38015.01684542524,-1049.8799789389013,-36965.13686648634,-36965.13686648634,-38015.02766642894,0.9999997072647828,2.927352171777642e-07,-0.1498202232394926,0,0.1089541167657366,0.2587743400052292
33,5400,0.54,u012,-36000.0,-37980.95020775986,-6557.290637298487,-31423.659570461372,-31423.659570461372,-37980.96293701684,0.9999995949152058,4.050847941527991e-07,-0.15585629591846006,0,0.10878745513193816,0.2646437510503982
34,5500,0.55,u012,-36000.0,-37889.69105168615,-44.699213322630385,-37844.99183836352,-37844.99183836352,-37889.70162111341,0.9999997207180966,2.792819033814453e-07,-0.14649230452114254,0,0.10798002129154304,0.2544723258126856
35,5600,0.56,u012,-36000.0,-37864.9212800675,-9790.276038563432,-28074.64524150407,-28074.64524150407,-37864.93552779151,0.999999492506159,5.074938409510565e-07,-0.14155466572835027,0,0.10846412320531248,0.25001878893366275
36,5700,0.5700000000000001,u012,-36000.0,-37907.90868179634,-756.9188021829759,-37150.989879613364,-37150.989879613364,-37907.91944866649,0.9999997101863518,2.8981364824653966e-07,-0.14495635998078782,0,0.1108702383327378,0.2558265983135256
37,5800,0.58,u012,-36000.0,-37878.96685605639,-6069.7944212298025,-31809.172434826585,-31809.172434826585,-37878.97943104062,0.9999996046745852,3.953254149036134e-07,-0.14466292118272434,0,0.11157491368330062,0.25623783486602497
38,5900,0.59,u012,-36000.0,-37654.20960636143,1470.5744578993763,-39124.784064260806,-39124.784064260806,-37654.21983005736,0.9999997386901722,2.6130982777594625e-07,-0.12948526933279386,0,0.11248939785854904,0.2419746671913429
39,6000,0.6,u012,-36000.0,-37665.02084646979,-10639.637395710713,-27025.38345075908,-27025.38345075908,-37665.035647361765,0.9999994523342921,5.476657079506175e-07,-0.14129913701026608,0,0.11238826258326802,0.2536873995935341
