frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u000,-50000.0,-37702.371021228726,-7083.348239619098,-30619.022781609627,-155619.02278160962,-37702.37359160852,0.9999999834828694,1.6517130552173853e-08,-0.113749826690137,0,-0.113749826690137,0.14432537169625692,0.11257966050509902,0.22632948719523602
1,400,0.04,u000,-50000.0,-37437.34559686869,-8815.962883700435,-28621.382713168256,-153621.38271316825,-37437.34820067283,0.9999999830505102,1.694948975616839e-08,-0.12148615570127996,0,-0.12148615570127996,0.14551874881176804,0.11263314818400696,0.23411930388528693
2,500,0.05,u000,-50000.0,-37406.168104919416,-19736.771802613806,-17669.39630230561,-142669.39630230563,-37406.17090860404,0.9999999803483818,1.9651618221594447e-08,-0.1305612788995582,0,-0.1305612788995582,0.1539875431994159,0.11205779448180885,0.24261907338136704
3,600,0.06,u000,-50000.0,-37433.00807241567,-9635.793868627337,-27797.214203788335,-152797.21420378832,-37433.0106902644,0.9999999828671704,1.7132829654986637e-08,-0.13843592087990647,0,-0.13843592087990647,0.14653373678942005,0.11128827541903845,0.2497241962989449
4,700,0.07,u000,-50000.0,-37375.64903371091,1271.3047888265673,-38646.95382253748,-163646.9538225375,-37375.65147799714,0.9999999850636625,1.493633755567103e-08,-0.15310862589744395,0,-0.15310862589744395,0.1420634416468447,0.10927551438856103,0.262384140286005
5,800,0.08,u000,-50000.0,-37231.439574699136,-14280.806300268505,-22950.63327443063,-147950.63327443064,-37231.442278303606,0.9999999817263077,1.8273692392600793e-08,-0.16590315086092838,0,-0.16590315086092838,0.15130486364453577,0.1073550081089768,0.2732581589699052
6,900,0.09,u000,-50000.0,-37023.82086579669,-12728.825089859149,-24294.99577593754,-149294.99577593754,-37023.8235450559,0.9999999820539256,1.7946074459818107e-08,-0.17374022145361426,0,-0.17374022145361426,0.15083683152452407,0.10657864624670135,0.2803188677003156
7,1000,0.1,u000,-50000.0,-36907.693071545924,-2837.404063589607,-34070.289007956315,-159070.2890079563,-36907.69558615751,0.9999999841918216,1.5808178432941133e-08,-0.17525360122283395,0,-0.17525360122283395,0.1447368120820219,0.10573718053917487,0.2809907817620088
8,1100,0.11,u000,-50000.0,-36988.360988779474,-8834.989216609543,-28153.37177216993,-153153.37177216995,-36988.363600540404,0.9999999829467624,1.7053237599817805e-08,-0.1846925922092927,0,-0.1846925922092927,0.1486070049178419,0.10659786721859252,0.29129045942788523
9,1200,0.12,u000,-50000.0,-36903.513154332926,-10958.880131510668,-25944.633022822258,-150944.63302282227,-36903.51580431117,0.9999999824440386,1.7555961351334304e-08,-0.1820638326050166,0,-0.1820638326050166,0.15001490901020845,0.10772840574012307,0.2897922383451397
