frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u046,-19000.0,-39074.42297981249,-17941.654158446996,-21132.76882136549,-21132.76882136549,-39074.44190774593,0.9999991043341412,8.956658588687993e-07,-0.17131352447026726,0,0.10519131690303724,0.2765048413733045
1,2200,0.22,u046,-19000.0,-39000.017209228245,-17650.320069839567,-21349.697139388678,-21349.697139388678,-39000.03594484057,0.9999991224428466,8.775571533337079e-07,-0.1675549942123511,0,0.10452094701332937,0.27207594122568046
2,2300,0.23,u046,-19000.0,-38993.003813235555,-16132.477404735895,-22860.52640849966,-22860.52640849966,-38993.021310632015,0.9999992346033788,7.653966212495256e-07,-0.1605072295017189,0,0.10503383819919701,0.2655410677009159
3,2400,0.24,u046,-19000.0,-38925.14837715044,-14599.84208902152,-24325.306288128922,-24325.306288128922,-38925.16482091994,0.9999993240065687,6.759934313427252e-07,-0.16997132658914332,0,0.1077692129933402,0.2777405395824835
4,2500,0.25,u046,-19000.0,-38866.6142741043,-9809.537766828958,-29057.076507275342,-29057.076507275342,-38866.62804010758,0.9999995262431087,4.7375689127271414e-07,-0.1601343094467263,0,0.11240390094038026,0.27253821038710657
5,2600,0.26,u046,-19000.0,-38947.230579486204,-16657.28556417019,-22289.945015316014,-22289.945015316014,-38947.24852478296,0.999999194916459,8.050835409445511e-07,-0.1603516989956007,0,0.11497395625504103,0.27532565525064173
6,2700,0.27,u046,-19000.0,-38942.01421226835,-20657.548787309526,-18284.46542495882,-18284.46542495882,-38942.03608873628,0.9999988035518091,1.1964481908544045e-06,-0.1471053152184415,0,0.11580963500851459,0.2629149502269561
7,2800,0.28,u046,-19000.0,-38930.72989055727,-15555.239386824775,-23375.490503732493,-23375.490503732493,-38930.74700248513,0.9999992679553482,7.320446517300461e-07,-0.1497075223559914,0,0.11417490919192388,0.2638824315479153
8,2900,0.29,u046,-19000.0,-38833.10390350531,-11683.398608475516,-27149.705295029795,-27149.705295029795,-38833.11863662225,0.9999994573384577,5.42661542257683e-07,-0.1636806407769021,0,0.11053330533707234,0.2742139461139744
9,3000,0.3,u046,-19000.0,-38860.54510853364,-16687.983839575754,-22172.561268957885,-22172.561268957885,-38860.56314883443,0.9999991863695306,8.136304693873164e-07,-0.1647858992913178,0,0.10717637702381635,0.27196227631513414
10,3100,0.31,u046,-19000.0,-38840.30741734922,-12002.610771758831,-26837.69664559039,-26837.69664559039,-38840.32232174967,0.9999994446474267,5.553525732615583e-07,-0.17938757039610514,0,0.1036459511824908,0.28303352157859596
11,3200,0.32,u046,-19000.0,-38796.13388326077,-15744.432668682392,-23051.70121457838,-23051.70121457838,-38796.15123554619,0.9999992472460434,7.527539566121177e-07,-0.17960246393599338,0,0.10428580769528333,0.2838882716312767
12,3300,0.33,u046,-19000.0,-38687.12681116603,-18023.958056580857,-20663.168754585175,-20663.168754585175,-38687.14616926304,0.9999990631610781,9.368389218833428e-07,-0.19046330609332834,0,0.10727215906944187,0.2977354651627702
13,3400,0.34,u046,-19000.0,-38777.38338830529,-11337.467736005434,-27439.915652299853,-27439.915652299853,-38777.39796560183,0.9999994687563462,5.312436538451593e-07,-0.19153218018892115,0,0.10995345781483158,0.3014856380037527
14,3500,0.35000000000000003,u046,-19000.0,-38563.07726077791,-16960.122838887124,-21602.954421890783,-21602.954421890783,-38563.09577674796,0.999999142897867,8.571021329895068e-07,-0.18825139946920674,0,0.11240800689214467,0.3006594063613514
15,3600,0.36,u046,-19000.0,-38639.26267245188,-17024.046597066364,-21615.216075385513,-21615.216075385513,-38639.281177918405,0.9999991438700044,8.561299955078816e-07,-0.20633250422269053,0,0.11278966830352663,0.31912217252621716
16,3700,0.37,u046,-19000.0,-38554.83347632343,-11590.4590893852,-26964.37438693823,-26964.37438693823,-38554.84831070357,0.9999994498532172,5.501467827961903e-07,-0.20116474118507097,0,0.11321126895305664,0.3143760101381276
17,3800,0.38,u046,-19000.0,-38684.66510132354,-15780.640850710071,-22904.024250613467,-22904.024250613467,-38684.682565490126,0.9999992375077951,7.624922049309646e-07,-0.19957514396317327,0,0.1120076412876409,0.3115827852508142
18,3900,0.39,u046,-19000.0,-38566.437770233286,-19474.512350393314,-19091.925419839972,-19091.925419839972,-38566.45872147588,0.9999989026147887,1.0973852112572402e-06,-0.18795978568224414,0,0.1106691102735969,0.298628895955841
19,4000,0.4,u046,-19000.0,-38550.31229635634,-15441.903395019326,-23108.40890133701,-23108.40890133701,-38550.329606059575,0.9999992509359956,7.490640043794627e-07,-0.19703228951839646,0,0.1088609051578479,0.3058931946762444
20,4100,0.41000000000000003,u046,-19000.0,-38470.310261950945,-14092.13773389018,-24378.172528060764,-24378.172528060764,-38470.32667006071,0.9999993269352876,6.730647123531774e-07,-0.2110365726665324,0,0.10736647187869267,0.31840304454522506
21,4200,0.42,u046,-19000.0,-38494.305513682135,-15645.519145310507,-22848.786368371628,-22848.786368371628,-38494.323020069,0.9999992338166346,7.661833654748484e-07,-0.19341650974890218,0,0.10709250230198532,0.3005090120508875
22,4300,0.43,u046,-19000.0,-38478.44101051756,-10429.914742793218,-28048.526267724345,-28048.526267724345,-38478.455271509134,0.9999994915605572,5.084394428256367e-07,-0.1823147294361286,0,0.10711144051034456,0.28942616994647313
23,4400,0.44,u046,-19000.0,-38440.35719967939,-20192.42926347893,-18247.92793620046,-18247.92793620046,-38440.379119950056,0.9999987987557775,1.201244222481801e-06,-0.19092494096422502,0,0.1091249705672131,0.3000499115314381
24,4500,0.45,u046,-19000.0,-38423.232526834385,-17217.869042090926,-21205.36348474346,-21205.36348474346,-38423.25138996986,0.9999991104560915,8.895439084777301e-07,-0.1870272444044368,0,0.11039049784030618,0.297417742244743
25,4600,0.46,u046,-19000.0,-38368.645587823936,-8263.539945323137,-30105.1056425008,-30105.1056425008,-38368.65887460088,0.9999995586540911,4.413459089303018e-07,-0.18294267347474358,0,0.11143533922645403,0.2943780127011976
26,4700,0.47000000000000003,u046,-19000.0,-38438.07617913102,-17287.914923976554,-21150.161255154468,-21150.161255154468,-38438.09509149947,0.9999991058065991,8.941934008799279e-07,-0.1916994766219905,0,0.11174474937930186,0.30344422600129234
27,4800,0.48,u046,-19000.0,-38408.18732089715,-18282.856539076514,-20125.330781820638,-20125.330781820638,-38408.20719632724,0.9999990124191722,9.87580827727097e-07,-0.20352118336035885,0,0.11114238208667576,0.3146635654470346
28,4900,0.49,u046,-19000.0,-38346.742367469036,-12716.450648223836,-25630.2917192452,-25630.2917192452,-38346.75797399279,0.9999993910914119,6.089085881066936e-07,-0.2024700757763696,0,0.10919531826806668,0.3116653940444363
