frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u007,250000.0,182553.8518821055,-37914.84306268047,220468.69494478597,220468.69494478597,-37914.844876997,8.229361081468767e-09,0.9999999917706389,0.19717950447046445,1,0.19717950447046445,0.3581156141660288,0.2960576580735786,0.09887815360311415
1,400,0.04,u007,250000.0,164442.56241931068,-37687.56205147805,202130.12447078872,202130.12447078872,-37687.56403040126,9.790342647697514e-09,0.9999999902096574,0.19038066064956222,1,0.19038066064956222,0.35744604175464123,0.29000436569787913,0.0996237050483169
2,500,0.05,u007,250000.0,196513.5985895936,-37543.90236022899,234057.5009498226,234057.5009498226,-37543.90406921074,7.301546478544196e-09,0.9999999926984535,0.19945849879727184,1,0.19945849879727184,0.3556080144230594,0.2978152939547105,0.09835679515743866
3,600,0.06,u007,250000.0,253221.5046954689,-37617.43091711401,290838.9356125829,290838.9356125829,-37617.432292445665,4.728842928347632e-09,0.9999999952711571,0.2051440335651194,1,0.2051440335651194,0.35342031135140456,0.3016609899998581,0.09651695643473868
4,700,0.07,u007,250000.0,233927.7508397116,-37566.71281414398,271494.4636538556,271494.4636538556,-37566.71428747052,5.426727622825922e-09,0.9999999945732724,0.20702917003425278,1,0.20702917003425278,0.35320399638105343,0.3041276324128555,0.09709846237860273
5,800,0.08,u007,250000.0,178583.8154156279,-37398.812663170305,215982.6280787982,215982.6280787982,-37398.81451517109,8.574767174085451e-09,0.9999999914252329,0.20133451194205432,1,0.20133451194205432,0.35026989449504975,0.30038697817892684,0.09905246623687254
6,900,0.09,u007,250000.0,154416.5898520574,-37315.110819541704,191731.7006715991,191731.7006715991,-37315.112905790316,1.088108309010849e-08,0.9999999891189169,0.19936356416925,1,0.19936356416925,0.35169613465482247,0.29946512375179607,0.10010155958254606
7,1000,0.1,u007,250000.0,197028.77561868812,-37173.01234073571,234201.78795942382,234201.78795942382,-37173.01404866458,7.292552617332859e-09,0.9999999927074474,0.19935020050542535,1,0.19935020050542535,0.350683729301468,0.29768918228683894,0.09833898178141359
8,1100,0.11,u007,250000.0,257016.03255215837,-37104.272774900914,294120.3053270593,294120.3053270593,-37104.274134888634,4.623916416424123e-09,0.9999999953760836,0.19820577555308916,1,0.19820577555308916,0.3510967783271493,0.2946121209501559,0.09640634539706673
9,1200,0.12,u007,250000.0,225554.99516565475,-37020.06305847725,262575.058224132,262575.058224132,-37020.064581851184,5.801670310834339e-09,0.9999999941983297,0.19458542692817632,1,0.19458542692817632,0.3500600742402128,0.29193746641723445,0.09735203948905813
