frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u000,-50000.0,-37709.18822019623,-6248.438201797249,-31460.75001839898,-81460.75001839898,-37709.19313053619,0.9999999397214074,6.027859261736879e-08,-0.11631655724175496,0,-0.11631655724175496,0.14401435138327268,0.11182046805810797,0.22813702529986293
1,400,0.04,u000,-50000.0,-37384.83604952463,-9502.475192279337,-27882.360857245294,-77882.3608572453,-37384.84118547543,0.9999999340550279,6.594497220513418e-08,-0.12519441461261374,0,-0.12519441461261374,0.14602739623988134,0.1124347271156293,0.23762914172824304
2,500,0.05,u000,-50000.0,-37328.940404967536,-17274.57614692981,-20054.364258037727,-70054.36425803773,-37328.94611481833,0.9999999184940164,8.15059836289933e-08,-0.1319030872610288,0,-0.1319030872610288,0.15172082049024568,0.11208381570166243,0.24398690296269124
3,600,0.06,u000,-50000.0,-37366.18878835144,-5004.674769057973,-32361.51401929347,-82361.51401929348,-37366.19364498845,0.9999999410326961,5.896730392862537e-08,-0.1403473839183157,0,-0.1403473839183157,0.14426870514677825,0.11101494517835138,0.25136232909666706
4,700,0.07,u000,-50000.0,-37307.16958883058,-3648.2675780639465,-33658.90201076663,-83658.90201076663,-37307.174370150526,0.9999999428474522,5.715254786098356e-08,-0.15518657004377057,0,-0.15518657004377057,0.14420119316127594,0.10902954518517666,0.2642161152289472
5,800,0.08,u000,-50000.0,-37200.094165892435,-13311.182626697022,-23888.91153919541,-73888.91153919541,-37200.09957942421,0.9999999267341896,7.326581041855462e-08,-0.1664988537825257,0,-0.1664988537825257,0.1506028084238526,0.10629456359292505,0.27279341737545076
6,900,0.09,u000,-50000.0,-36987.57531383791,-8932.977367663996,-28054.59794617391,-78054.59794617392,-36987.58043845561,0.999999934345738,6.565426197147062e-08,-0.17176371925829736,0,-0.17176371925829736,0.14800626480398613,0.10524320097480783,0.2770069202331052
7,1000,0.1,u000,-50000.0,-36884.940929634824,-2036.9808857456183,-34847.96004388921,-84847.96004388921,-36884.94564394944,0.9999999444380974,5.556190257882676e-08,-0.1686080701845006,0,-0.1686080701845006,0.14413694180276324,0.10468697293807669,0.2732950431225773
8,1100,0.11,u000,-50000.0,-36880.34177048234,-11625.360526948378,-25254.98124353396,-75254.98124353396,-36880.34708574473,0.9999999293699692,7.063003082397046e-08,-0.1677354259428408,0,-0.1677354259428408,0.14971132566833192,0.10614135531292763,0.2738767812557684
9,1200,0.12,u000,-50000.0,-36828.04244657792,-14736.868187549662,-22091.17425902826,-72091.17425902825,-36828.0479951069,0.9999999230345714,7.696542858592892e-08,-0.1682269549691402,0,-0.1682269549691402,0.15233877672390622,0.10763739652517594,0.27586435149431615
