frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p022,0.064,-38526.99554917301,-14161.302754370641,-24365.692794802366,-24365.692794802366,-38527.01196568675,0.9999993262456457,6.737543543078317e-07,-0.07331395406238006,0,0.12185814732044745,0.1951721013828275
1,1200,0.12,p022,0.064,-38576.02418311979,-14749.355674550461,-23826.66850856933,-23826.66850856933,-38576.04097101937,0.999999295416566,7.045834340413393e-07,-0.07728971240019439,0,0.1191353332877233,0.1964250456879177
2,1300,0.13,p022,0.064,-38489.8240740374,-18667.781575878034,-19822.042498159368,-19822.042498159368,-38489.844253572024,0.9999989819669929,1.0180330071163368e-06,-0.08033047778798998,0,0.11826661841507984,0.1985970962030698
3,1400,0.14,p022,0.064,-38419.07923654452,-17360.850851270457,-21058.228385274066,-21058.228385274066,-38419.09823147761,0.9999990979821058,9.020178941554491e-07,-0.08123838003735276,0,0.11946111946644897,0.20069949950380173
4,1500,0.15,p022,0.064,-38432.49376933632,-12207.021258741152,-26225.472510595166,-26225.472510595166,-38432.50902167418,0.9999994184158125,5.815841875311811e-07,-0.07679499774579292,0,0.1189610022103748,0.19575599995616771
5,1600,0.16,p022,0.064,-38391.170231247845,-20947.657782739436,-17443.51244850841,-17443.51244850841,-38391.19316237914,0.9999986854097722,1.3145902277300614e-06,-0.07531249185844346,0,0.12274241604009348,0.19805490789853694
6,1700,0.17,p022,0.064,-38325.02177509415,-19908.06012543768,-18416.96164965647,-18416.96164965647,-38325.04349417768,0.9999988207049182,1.1792950817546277e-06,-0.07364958570672721,0,0.12296858186467995,0.19661816757140715
7,1800,0.18,p022,0.064,-38434.53569151103,-10367.901991107065,-28066.633700403967,-28066.633700403967,-38434.54994330201,0.9999994922163928,5.077836071620823e-07,-0.07451313913806251,0,0.11976876336939771,0.19428190250746022
8,1900,0.19,p022,0.064,-38440.19115374141,-10631.23947605808,-27808.951677683333,-27808.951677683333,-38440.20553759154,0.9999994827624064,5.17237593589126e-07,-0.07976227643866333,0,0.11987940888424474,0.19964168532290807
9,2000,0.2,p022,0.064,-38337.53149197329,-19471.19548908749,-18866.3360028858,-18866.3360028858,-38337.552693734484,0.9999988762145688,1.1237854311563211e-06,-0.07949467491732005,0,0.11797108681567962,0.19746576173299968
10,2100,0.21,p022,0.064,-38270.34944700921,-21004.31409961573,-17266.03534739348,-17266.03534739348,-38270.37261384834,0.9999986582457121,1.3417542878424449e-06,-0.07546339852933781,0,0.11757177269784508,0.1930351712271829
11,2200,0.22,p022,0.064,-38349.93700603861,-12724.554404945811,-25625.382601092802,-25625.382601092802,-38349.95261555214,0.9999993908580898,6.091419103015916e-07,-0.07379394628538687,0,0.12288531397196133,0.1966792602573482
12,2300,0.23,p022,0.064,-38345.58991259232,-10404.694383539347,-27940.89552905297,-27940.89552905297,-38345.6042285184,0.9999994876359135,5.123640864357348e-07,-0.07405128713117691,0,0.1212139034671932,0.1952651905983701
13,2400,0.24,p022,0.064,-38389.73968868586,-17259.150433239585,-21130.589255446277,-21130.589255446277,-38389.75861857167,0.9999991041493608,8.958506391709697e-07,-0.07692932431388264,0,0.12059108100430427,0.1975204053181869
14,2500,0.25,p022,0.064,-38251.78684109205,-19612.535700537497,-18639.251140554552,-18639.251140554552,-38251.80830115697,0.99999884866536,1.1513346399594226e-06,-0.07730022300717596,0,0.1195492719676802,0.19684949497485615
15,2600,0.26,p022,0.064,-38237.80066881786,-14492.114602356363,-23745.686066461494,-23745.686066461494,-38237.81751397091,0.9999992906025494,7.093974505600897e-07,-0.0752378768519562,0,0.11819834028923527,0.19343621714119147
16,2700,0.27,p022,0.064,-38315.11534088894,-11626.023228884267,-26689.09211200467,-26689.09211200467,-38315.130328276806,0.9999994384458275,5.615541725512152e-07,-0.07675444690865439,0,0.1213981868194887,0.1981526337281431
17,2800,0.28,p022,0.064,-38348.244292997086,-20669.330189786066,-17678.91410321102,-17678.91410321102,-38348.266918792186,0.9999987201851284,1.2798148716908209e-06,-0.07580987722128818,0,0.12113478595028107,0.19694466317156925
18,2900,0.29,p022,0.064,-38150.6476331295,-22037.44051562954,-16113.207117499958,-16113.207117499958,-38150.67245744789,0.9999984593854148,1.5406145852381314e-06,-0.07576214193441619,0,0.12063529185928504,0.19639743379370123
19,3000,0.3,p022,0.064,-38257.94535665758,-12002.574393945833,-26255.37096271175,-26255.37096271175,-38257.96059162678,0.9999994197396205,5.802603794680117e-07,-0.07729256776019539,0,0.12344211728962301,0.2007346850498184
