frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p022,0.064,-38492.13797907371,-17899.547394918103,-20592.59058415561,-20592.59058415561,-38492.13797907371,1.0,0.0,-0.07541723680219273,0,0.12162342696313919,0.1970406637653319
1,1200,0.12,p022,0.064,-38398.57372530049,-21769.444112619793,-16629.1296126807,-16629.1296126807,-38398.57372530049,1.0,0.0,-0.07352760694218345,0,0.12137311968206517,0.19490072662424862
2,1300,0.13,p022,0.064,-38347.833666751016,-14931.965998931497,-23415.86766781952,-23415.86766781952,-38347.833666751016,1.0,0.0,-0.07758078543938449,0,0.12063603487339278,0.19821682031277726
3,1400,0.14,p022,0.064,-38324.61820364624,-11535.133471261477,-26789.484732384764,-26789.484732384764,-38324.61820364624,1.0,0.0,-0.07896221790718114,0,0.1191570651914736,0.19811928309865473
4,1500,0.15,p022,0.064,-38296.137186737586,-20790.986911660148,-17505.150275077438,-17505.150275077438,-38296.137186737586,1.0,0.0,-0.07602251497932457,0,0.12112576957460534,0.1971482845539299
5,1600,0.16,p022,0.064,-38216.54016298242,-22621.573563669226,-15594.966599313193,-15594.966599313193,-38216.54016298242,1.0,0.0,-0.0737674791840824,0,0.12053642969991206,0.19430390888399446
6,1700,0.17,p022,0.064,-38282.68616418942,-11482.752617647173,-26799.93354654225,-26799.93354654225,-38282.68616418942,1.0,0.0,-0.07680983935657422,0,0.1186930766999195,0.19550291605649373
7,1800,0.18,p022,0.064,-38274.28677350693,-1266.7580474956776,-37007.52872601125,-37007.52872601125,-38274.28677350693,1.0,0.0,-0.07841501651249488,0,0.11869744889408557,0.19711246540658045
8,1900,0.19,p022,0.064,-38195.193572767195,-14638.902886994387,-23556.29068577281,-23556.29068577281,-38195.193572767195,1.0,0.0,-0.07489285981418806,0,0.11968092871660363,0.19457378853079169
9,2000,0.2,p022,0.064,-38268.512350452074,-21148.75363780427,-17119.758712647803,-17119.758712647803,-38268.512350452074,1.0,0.0,-0.07454165491248645,0,0.12025011520728297,0.19479177011976942
10,2100,0.21,p022,0.064,-38212.20928842368,-16592.892239160283,-21619.317049263394,-21619.317049263394,-38212.20928842368,1.0,0.0,-0.07815182494012338,0,0.11853170345652336,0.19668352839664674
11,2200,0.22,p022,0.064,-38257.90173360068,-13401.015923464263,-24856.885810136417,-24856.885810136417,-38257.90173360068,1.0,0.0,-0.0785267777231848,0,0.11786842253627312,0.19639520025945792
12,2300,0.23,p022,0.064,-38275.84873697418,-8790.166758271662,-29485.681978702516,-29485.681978702516,-38275.84873697418,1.0,0.0,-0.07539893565099945,0,0.11857492350502397,0.19397385915602341
13,2400,0.24,p022,0.064,-38248.45440575271,-11515.188998920581,-26733.265406832128,-26733.265406832128,-38248.45440575271,1.0,0.0,-0.07492727459058099,0,0.11954790107156499,0.19447517566214598
14,2500,0.25,p022,0.064,-38217.86719345825,-19397.185720382346,-18820.681473075907,-18820.681473075907,-38217.86719345825,1.0,0.0,-0.07735841862873892,0,0.11838301146039247,0.1957414300891314
15,2600,0.26,p022,0.064,-38165.91524064742,-17000.313855710236,-21165.60138493718,-21165.60138493718,-38165.91524064742,1.0,0.0,-0.07777135257216501,0,0.11839568051017875,0.19616703308234376
16,2700,0.27,p022,0.064,-38288.63542251257,-14291.094749257929,-23997.54067325464,-23997.54067325464,-38288.63542251257,1.0,0.0,-0.07503000784358654,0,0.12111070455372919,0.19614071239731573
17,2800,0.28,p022,0.064,-38186.83533509844,-12927.562275285163,-25259.273059813277,-25259.273059813277,-38186.83533509844,1.0,0.0,-0.07479860272736198,0,0.11820498616306031,0.1930035888904223
18,2900,0.29,p022,0.064,-38217.94067009239,-17712.078936597507,-20505.86173349488,-20505.86173349488,-38217.94067009239,1.0,0.0,-0.07757639547739825,0,0.11884698424376614,0.1964233797211644
19,3000,0.3,p022,0.064,-38228.54608936241,-17747.11655909763,-20481.42953026478,-20481.42953026478,-38228.54608936241,1.0,0.0,-0.0766292028778272,0,0.11868362150894125,0.19531282438676845
