frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u001,-25000.0,-35021.53410184516,-11332.087944837025,-23689.446157008133,-73689.44615700813,-35021.53953003049,0.9999999263370155,7.366298448996389e-08,-0.16561629899809713,0,-0.16561629899809713,0.15083821349281812,0.11277173672385274,0.27838803572194987
1,400,0.04,u001,-25000.0,-34919.89800884294,-16804.729761168102,-18115.168247674836,-68115.16824767484,-34919.90388124957,0.9999999137871083,8.621289165899881e-08,-0.16850038832944533,0,-0.16850038832944533,0.156855576939847,0.11207598447462427,0.2805763728040696
2,500,0.05,u001,-25000.0,-35156.33891626925,-2934.7941525785864,-32221.54476369066,-82221.54476369066,-35156.343781173906,0.9999999408317601,5.91682398631832e-08,-0.18045567139107915,0,-0.18045567139107915,0.1459536105244339,0.11116933899894428,0.2916250103900234
3,600,0.06,u001,-25000.0,-34019.56480696361,18337.1162593001,-52356.68106626371,-102356.6810662637,-34019.56871486664,0.9999999618207361,3.817926386151527e-08,-0.1796178414301377,0,-0.1796178414301377,0.13834936143730125,0.11103010262265177,0.2906479440527895
4,700,0.07,u001,-25000.0,-34456.18579973946,-8734.950318274028,-25721.23548146543,-75721.23548146544,-34456.191082273086,0.9999999302371013,6.976289868010355e-08,-0.18130853675241107,0,-0.18130853675241107,0.15014019337638995,0.10941820222139068,0.29072673897380175
5,800,0.08,u001,-25000.0,-34741.08576058966,-11899.46391641488,-22841.62184417478,-72841.62184417478,-34741.09125195517,0.9999999246122677,7.538773222348638e-08,-0.17274608929353535,0,-0.17274608929353535,0.15192701476264414,0.10856622227234802,0.2813123115658834
6,900,0.09,u001,-25000.0,-34756.81110457175,-1850.8405049675048,-32905.97059960425,-82905.97059960425,-34756.815929314456,0.999999941804648,5.819535198181569e-08,-0.16918372755444344,0,-0.16918372755444344,0.1451044550073305,0.10844990158787575,0.2776336291423192
7,1000,0.1,u001,-25000.0,-34898.3319859689,-6715.81650472334,-28182.51548124556,-78182.51548124556,-34898.33710220201,0.9999999345604014,6.543959868432481e-08,-0.16906154911772764,0,-0.16906154911772764,0.14766396851246508,0.10755168867123986,0.2766132377889675
8,1100,0.11,u001,-25000.0,-34911.49849356966,-6789.021727273802,-28122.476766295862,-78122.47676629586,-34911.5036137347,0.9999999344597794,6.554022063953724e-08,-0.1597319943206853,0,-0.1597319943206853,0.14731648414605275,0.10810211153709968,0.267834105857785
9,1200,0.12,u001,-25000.0,-34964.119080420554,1506.0338324668783,-36470.15291288743,-86470.15291288742,-34964.12370629393,0.9999999465032415,5.349675846755275e-08,-0.14509624392529208,0,-0.14509624392529208,0.14266508038649062,0.10821200868749475,0.25330825261278683
