frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u028,-28000.0,-39156.968660046026,-11697.861248923029,-27459.107411122997,-27459.107411122997,-39156.983227154196,0.9999994694986807,5.305013193734887e-07,-0.1962722731389997,0,0.11020522466497197,0.30647749780397165
1,2200,0.22,u028,-28000.0,-39089.129654504184,-10067.103015781438,-29022.026638722746,-29022.026638722746,-39089.14343713263,0.999999525098108,4.7490189197807453e-07,-0.19361293727632756,0,0.10950479807166431,0.30311773534799186
2,2300,0.23,u028,-28000.0,-39084.56269623272,-14929.354242116533,-24155.20845411619,-24155.20845411619,-39084.57925579695,0.9999993144525516,6.855474483646873e-07,-0.18123721630609715,0,0.1093205203764975,0.29055773668259466
3,2400,0.24,u028,-28000.0,-39036.26801695328,-10164.920186092466,-28871.347830860817,-28871.347830860817,-39036.28187151284,0.9999995201281788,4.79871821112976e-07,-0.18149439729050476,0,0.10870134252170821,0.29019573981221297
4,2500,0.25,u028,-28000.0,-39077.68705142176,-6901.972235343739,-32175.71481607802,-32175.71481607802,-39077.6994831532,0.9999996136302829,3.863697171646585e-07,-0.17602188120881815,0,0.10945454356927001,0.28547642477808816
5,2600,0.26,u028,-28000.0,-38959.25763195919,-16630.88238655249,-22328.3752454067,-22328.3752454067,-38959.27554636965,0.9999991976853884,8.02314611692001e-07,-0.18253882905030783,0,0.10891004233697131,0.29144887138727915
6,2700,0.27,u028,-28000.0,-38905.03330379751,-8094.164660528622,-30810.868643268885,-30810.868643268885,-38905.046286223806,0.9999995786416958,4.213583041923208e-07,-0.18443437577494043,0,0.10922777063753075,0.2936621464124712
7,2800,0.28,u028,-28000.0,-39064.90852530347,-15691.934893862577,-23372.973631440895,-23372.973631440895,-39064.92563907399,0.9999992677976824,7.322023175548864e-07,-0.19250429693594212,0,0.10867775482976307,0.30118205176570517
8,2900,0.29,u028,-28000.0,-38941.96935592583,-9387.862173304311,-29554.10718262152,-29554.10718262152,-38941.98289041748,0.9999995420440493,4.579559506612263e-07,-0.19720984345013767,0,0.10897363050698924,0.3061834739571269
9,3000,0.3,u028,-28000.0,-38909.15460480895,-9305.380646274862,-29603.77395853409,-29603.77395853409,-38909.16811659356,0.9999995435793998,4.5642060014783326e-07,-0.18790186984612176,0,0.1102084089864063,0.29811027883252805
10,3100,0.31,u028,-28000.0,-38951.689772383164,-13758.912712454476,-25192.77705992869,-25192.77705992869,-38951.70564993993,0.9999993697583749,6.302416251102727e-07,-0.18539899014089245,0,0.11119040936873496,0.2965893995096274
11,3200,0.32,u028,-28000.0,-38900.12725962399,-12514.323380867747,-26385.80387875624,-26385.80387875624,-38900.14241928227,0.9999994254622323,5.745377676946717e-07,-0.19745566429060254,0,0.11175200373701896,0.3092076680276215
12,3300,0.33,u028,-28000.0,-38872.943446023826,-7497.011356634059,-31375.932089389767,-31375.932089389767,-38872.95619464389,0.9999995936818811,4.0631811898395043e-07,-0.20518871976063177,0,0.11171714547701858,0.31690586523765035
13,3400,0.34,u028,-28000.0,-38749.361255464726,-12677.020288106665,-26072.34096735806,-26072.34096735806,-38749.376597384544,0.9999994115640869,5.884359131069772e-07,-0.20683841605913317,0,0.10989581234216207,0.3167342284012952
14,3500,0.35000000000000003,u028,-28000.0,-38779.265835541184,-12560.795857625373,-26218.46997791581,-26218.46997791581,-38779.2810919527,0.999999418105108,5.818948921043621e-07,-0.20933106270987384,0,0.10878914420151514,0.318120206911389
15,3600,0.36,u028,-28000.0,-38728.11924222845,-8139.690934934071,-30588.42830729438,-30588.42830729438,-38728.13231906342,0.9999995724911506,4.2750884937658995e-07,-0.21220614214474742,0,0.1089659909233258,0.32117213306807324
16,3700,0.37,u028,-28000.0,-38754.87613517544,-11929.443415544025,-26825.43271963141,-26825.43271963141,-38754.8910463898,0.9999994441395246,5.558604754263285e-07,-0.2126493050540062,0,0.10882554680992118,0.3214748518639274
