frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u006,175000.0,288170.05836183985,-37948.442391906094,326118.50075374596,226118.50075374596,62051.55583910995,7.823260428363454e-09,0.9999999921767395,0.2053145674593952,1,0.2053145674593952,0.35357295975014136,0.3008794704373584,0.09556490297796323
1,400,0.04,u006,175000.0,246536.04907022126,-37710.751484119784,284246.80055434105,184246.80055434105,62289.24634487917,1.178311359595341e-08,0.9999999882168864,0.19903894723707516,1,0.19903894723707516,0.35202889814436067,0.29573860011992736,0.09669965288285222
2,500,0.05,u006,175000.0,195502.46011528454,-37626.31234134021,233128.77245662475,133128.77245662475,62373.68465405017,2.256919695575732e-08,0.999999977430803,0.20282354490086957,1,0.20282354490086957,0.35215320188340915,0.3012166573010478,0.09839311240017824
3,600,0.06,u006,175000.0,165181.72313962164,-37625.95309780307,202807.67623742472,102807.6762374247,62374.04301143702,3.784503022075114e-08,0.9999999621549698,0.20129487058588097,1,0.20129487058588097,0.3528816894807435,0.30090430236175203,0.09960943177587106
4,700,0.07,u006,175000.0,158184.97545580083,-37590.90924085073,195775.88469665154,95775.88469665156,62409.0865827328,4.360613453657791e-08,0.9999999563938655,0.20305692720932467,1,0.20305692720932467,0.35520954363228796,0.3029855100901018,0.09992858288077712
5,800,0.08,u006,175000.0,173125.76479359894,-37439.882270629285,210565.64706422822,110565.64706422822,62560.11411161061,3.272046938951334e-08,0.9999999672795306,0.20260928778812587,1,0.20260928778812587,0.35638052366451883,0.30190226304488305,0.09929297525675716
6,900,0.09,u006,175000.0,226402.32526365333,-37323.744849015966,263726.0701126693,163726.0701126693,62676.25270787894,1.492190587759623e-08,0.9999999850780941,0.20534068728602606,1,0.20534068728602606,0.3608386785781266,0.3026961938126147,0.09735550652658863
7,1000,0.1,u006,175000.0,298886.01898342243,-37218.85392429732,336104.87290771975,236104.87290771975,62781.14438154029,7.175465499553724e-09,0.9999999928245344,0.20664065532473408,1,0.20664065532473408,0.3610160402326921,0.30196091775340417,0.0953202624286701
8,1100,0.11,u006,175000.0,293333.42881083384,-37174.922251588105,330508.3510624219,230508.35106242195,62825.076013116864,7.528122125677328e-09,0.9999999924718779,0.20093731021919814,1,0.20093731021919814,0.3613221566558053,0.29638675823290594,0.09544944801370782
9,1200,0.12,u006,175000.0,205659.2014709987,-37102.236751779776,242761.43822277847,142761.43822277847,62897.76044634321,1.9626286595908482e-08,0.9999999803737134,0.19709471298839445,1,0.19709471298839445,0.3597245824904596,0.2951327199297062,0.09803800694131173
