frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,0,0.0,w001,0.5,-36591.24529767563,-33528.552551880166,-3062.692745795466,-3062.692745795466,-36591.24529767563,1.0,0.0,0.11306361486183616,0.24162321895301855
