frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p002,0.028,-39038.8288090725,-7263.103414402576,-31775.72539466992,-31775.72539466992,-39038.841397293116,0.9999996038419112,3.961580888334204e-07,-0.08146284801650562,0,-0.08146284801650562,0.14314141288023763,0.1180149378912604,0.19947778590776602
1,1200,0.12,p002,0.028,-38977.30262253882,-6345.850523897301,-32631.452098641515,-32631.452098641515,-38977.31488064638,0.9999996243471386,3.7565286137297704e-07,-0.08128783917257905,0,-0.08128783917257905,0.1428078019349231,0.11664289704986967,0.19793073622244872
2,1300,0.13,p002,0.028,-38942.90127422669,-18337.19439028582,-20605.706883940875,-20605.706883940875,-38942.92068630634,0.9999990579287972,9.420712028251899e-07,-0.08304443697765156,0,-0.08304443697765156,0.14926114078331787,0.11818978721883848,0.20123422419649004
3,1400,0.14,p002,0.028,-38956.90370725171,-19262.771725159488,-19694.13198209222,-19694.13198209222,-38956.92401784919,0.9999989687001383,1.0312998617867386e-06,-0.08037389435212805,0,-0.08037389435212805,0.14984931276238203,0.11509728630726226,0.19547118065939031
4,1500,0.15,p002,0.028,-38888.07212626375,-11595.927083602059,-27292.145042661694,-27292.145042661694,-38888.08678248753,0.9999994629880496,5.37011950352273e-07,-0.08268514085784771,0,-0.08268514085784771,0.14526596001108633,0.11883992757314042,0.20152506843098814
5,1600,0.16,p002,0.028,-38812.43502077155,-9847.445031010517,-28964.98998976103,-28964.98998976103,-38812.44883054015,0.9999995232259553,4.7677404474422147e-07,-0.08367771195866863,0,-0.08367771195866863,0.14444446380950007,0.11789097485175823,0.20156868681042686
6,1700,0.17,p002,0.028,-38788.02839479342,-13864.21083679967,-24923.817557993752,-24923.817557993752,-38788.04444368888,0.999999356082801,6.439171990058057e-07,-0.08124451435590417,0,-0.08124451435590417,0.14649142648437916,0.11654996647708087,0.19779448083298504
7,1800,0.18,p002,0.028,-38860.6195861467,-17581.238839242462,-21279.380746904237,-21279.380746904237,-38860.63838366959,0.9999991166336134,8.833663865948083e-07,-0.08284124771031878,0,-0.08284124771031878,0.14877781810143134,0.11872423779728344,0.20156548550760223
8,1900,0.19,p002,0.028,-38696.236756679864,-18160.289935076464,-20535.9468216034,-20535.9468216034,-38696.2562347017,0.9999990515175631,9.484824369243583e-07,-0.07927014342438603,0,-0.07927014342438603,0.1492002016788911,0.11535090191106338,0.1946210453354494
9,2000,0.2,p002,0.028,-38765.26523385648,-13031.357184508583,-25733.908049347898,-25733.908049347898,-38765.2807775414,0.9999993959850129,6.04014987137802e-07,-0.08112656500434093,0,-0.08112656500434093,0.14599247450735542,0.11621303682348275,0.19733960182782367
10,2100,0.21,p002,0.028,-38765.32299179191,-4292.081985444209,-34473.2410063477,-34473.2410063477,-38765.334594990614,0.9999996634145628,3.3658543718839695e-07,-0.08111418761859071,0,-0.08111418761859071,0.14208571068758055,0.11764770635952879,0.1987618939781195
11,2200,0.22,p002,0.028,-38735.48582492609,-10604.482771525945,-28131.00305340014,-28131.00305340014,-38735.50004410615,0.9999994945375512,5.054624487854653e-07,-0.08034939976217663,0,-0.08034939976217663,0.14477359059985845,0.1173031820689154,0.19765258183109202
