frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u006,175000.0,134887.21231986993,-37885.61190689275,172772.8242267627,122772.82422676268,12114.384835057332,2.653722236400924e-08,0.9999999734627776,0.19496560909820762,1,0.19496560909820762,0.35682094710859885,0.29600170901018463,0.10103609991197701
1,400,0.04,u006,175000.0,204063.02298540625,-37628.94167993035,241691.9646653366,191691.9646653366,12371.056233388575,1.0885594703413659e-08,0.9999999891144054,0.19734483831654875,1,0.19734483831654875,0.3545112277869747,0.29542410350190146,0.09807926518535269
2,500,0.05,u006,175000.0,239756.38372392632,-37562.22904784894,277318.6127717753,227318.61277177525,12437.769192506341,7.74087383081934e-09,0.9999999922591262,0.20585076892880194,1,0.20585076892880194,0.35421105709319867,0.3027682694646927,0.09691750053589078
3,600,0.06,u006,175000.0,160021.59326273974,-37636.82929625867,197658.4225589984,147658.4225589984,12363.167994786534,1.834608998052545e-08,0.99999998165391,0.20074610286784367,1,0.20074610286784367,0.35473507389567355,0.30058758404163544,0.09984148117379175
4,700,0.07,u006,175000.0,149250.48971940036,-37530.98537796803,186781.47509736838,136781.47509736838,12469.011697659414,2.1379886638861478e-08,0.9999999786201134,0.20133930623560814,1,0.20133930623560814,0.35612388931048594,0.30168338214639295,0.10034407591078481
5,800,0.08,u006,175000.0,213063.1348357994,-37395.60284330544,250458.73767910484,200458.73767910484,12604.395161271459,9.954283231028427e-09,0.9999999900457168,0.20253597048704677,1,0.20253597048704677,0.35693258368018316,0.3003207821470582,0.09778481166001143
6,900,0.09,u006,175000.0,223183.06161198398,-37270.821798759716,260453.8834107437,210453.8834107437,12729.176300586376,9.03121311068844e-09,0.9999999909687869,0.20273742741417616,1,0.20273742741417616,0.36075552419701434,0.30019511135478216,0.09745768394060601
7,1000,0.1,u006,175000.0,147538.8388359414,-37166.7705215752,184705.6093575166,134705.6093575166,12833.226508986525,2.204390858739913e-08,0.9999999779560914,0.1898881941039945,1,0.1898881941039945,0.36183327971036167,0.2903106440659244,0.10042244996192988
8,1100,0.11,u006,175000.0,144536.06667464183,-37184.69096759463,181720.75764223645,131720.75764223645,12815.30599567831,2.305427770910029e-08,0.9999999769457223,0.1865902547536179,1,0.1865902547536179,0.36262855348567147,0.2871575758235903,0.1005673210699724
9,1200,0.12,u006,175000.0,248290.13973629085,-37158.12490395902,285448.2646402499,235448.26464024986,12841.873397153977,7.215542607852399e-09,0.9999999927844574,0.19237453691660938,1,0.19237453691660938,0.3610293442324249,0.28903134902665484,0.09665681211004545
