frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p016,-0.008,-38929.35245907423,-11791.012991971715,-27138.339467102516,-27138.339467102516,-38929.36719836155,0.9999994568838183,5.431161816948915e-07,-0.09005757704399138,0,0.11470671623847649,0.20476429328246787
1,1200,0.12,p016,-0.008,-38823.27459900177,-9983.699161954195,-28839.575437047577,-28839.575437047577,-38823.2884688248,0.999999519070254,4.809297460273143e-07,-0.08801973842831956,0,0.11322718473622814,0.2012469231645477
2,1300,0.13,p016,-0.008,-38840.45130059103,-14608.109981006128,-24232.3413195849,-24232.3413195849,-38840.467807445326,0.9999993188098668,6.811901332448578e-07,-0.09065771746598654,0,0.11453114827029125,0.2051888657362778
3,1400,0.14,p016,-0.008,-38686.0428598024,-16367.907970280503,-22318.134889521898,-22318.134889521898,-38686.06078243262,0.99999919694896,8.030510399992252e-07,-0.0892460078239628,0,0.11616358225617007,0.20540959008013288
4,1500,0.15,p016,-0.008,-38744.82762075812,-13675.57786632111,-25069.249754437013,-25069.249754437013,-38744.84357655055,0.999999363532125,6.364678749593011e-07,-0.08527729479615268,0,0.11465897853221804,0.19993627332837072
5,1600,0.16,p016,-0.008,-38632.90311967017,-15427.770324119716,-23205.132795550453,-23205.132795550453,-38632.92035722302,0.9999992571674815,7.428325184966056e-07,-0.08856190789846903,0,0.1185449477488794,0.20710685564734843
6,1700,0.17,p016,-0.008,-38665.38960431906,-17950.516716639948,-20714.872887679114,-20714.872887679114,-38665.40891409853,0.9999990678319113,9.321680887186545e-07,-0.08639132196260484,0,0.11555900239696014,0.20195032435956498
7,1800,0.18,p016,-0.008,-38681.501495445526,-10837.747533948597,-27843.75396149693,-27843.75396149693,-38681.5158613171,0.9999994840546008,5.159453991820939e-07,-0.09074867930949214,0,0.1170328967863475,0.20778157609583964
8,1900,0.19,p016,-0.008,-38701.11836617283,-2164.07352298958,-36537.04484318325,-36537.04484318325,-38701.12931396245,0.999999700364846,2.9963515396636e-07,-0.08855962190360986,0,0.1099440441847285,0.19850366608833836
9,2000,0.2,p016,-0.008,-38664.120502904116,-18340.06971217596,-20324.050790728157,-20324.050790728157,-38664.140184001,0.9999990316370015,9.683629985102193e-07,-0.09941933526223874,0,0.11564974064813428,0.21506907591037303
10,2100,0.21,p016,-0.008,-38638.65988559462,-22084.563844697463,-16554.09604089716,-16554.09604089716,-38638.684048763374,0.9999985403553204,1.45964467962445e-06,-0.08978694264455887,0,0.11027095592615067,0.20005789857070955
11,2200,0.22,p016,-0.008,-38695.561514980014,-8155.700602559897,-30539.860912420118,-30539.860912420118,-38695.574612610995,0.9999995711303407,4.288696593968133e-07,-0.09091798247449964,0,0.11581677214654137,0.20673475462104102
12,2300,0.23,p016,-0.008,-38757.07458194639,-5988.1239205916645,-32768.95066135473,-32768.95066135473,-38757.08678861895,0.999999627493001,3.725069989690688e-07,-0.09039946712729911,0,0.1175054959509801,0.20790496307827921
13,2400,0.24,p016,-0.008,-38624.55071247538,-21943.61603049896,-16680.934681976418,-16680.934681976418,-38624.57469191254,0.9999985624685501,1.4375314498771274e-06,-0.0860701617107857,0,0.11755738655842803,0.20362754826921373
14,2500,0.25,p016,-0.008,-38643.968962471205,-20098.857170470757,-18545.111792000447,-18545.111792000447,-38643.990531472205,0.9999988369468424,1.1630531575601566e-06,-0.08761341179779472,0,0.11811469489939402,0.20572810669718875
15,2600,0.26,p016,-0.008,-38668.69080713575,-883.8415452922345,-37784.84926184351,-37784.84926184351,-38668.70139338647,0.9999997198283175,2.801716825762135e-07,-0.08789525394706742,0,0.11699569679759557,0.204890950744663
16,2700,0.27,p016,-0.008,-38730.735239153844,-13081.423041267757,-25649.312197886087,-25649.312197886087,-38730.75083410445,0.9999993919941587,6.080058413404643e-07,-0.0887086991134351,0,0.11452512276986249,0.20323382188329758
17,2800,0.28,p016,-0.008,-38678.736441409215,-23052.330745307496,-15626.40569610172,-15626.40569610172,-38678.7620390644,0.9999983619028061,1.6380971938345645e-06,-0.09093128431445453,0,0.11197947099852894,0.20291075531298347
18,2900,0.29,p016,-0.008,-38728.334931627294,-13989.159860050713,-24739.17507157658,-24739.17507157658,-38728.3511003046,0.9999993464351125,6.535648874872457e-07,-0.0933020702550744,0,0.11371822857241169,0.2070202988274861
19,3000,0.3,p016,-0.008,-38605.67188178463,-3683.5282461137685,-34922.14363567086,-34922.14363567086,-38605.68333583146,0.9999996720121354,3.2798786470111807e-07,-0.09165588261548756,0,0.11276202906651943,0.204417911682007
