frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,150,0.0075,w001,0.1,-30511.977710586594,-28191.73143799085,-2320.246272595745,51033.59338373803,-111828.56924216571,0.2713540276880203,0.7286459723119797,-0.09627194133380895,0,-0.09627194133380895,0.26235184237188575,0.10643789938477313,0.20270984071858208
1,200,0.01,w001,0.1,-30078.617149215745,-30105.253540346806,26.636391131061828,53380.476047464836,-113114.91977823406,0.2631579222905608,0.7368420777094392,-0.05015837790157643,0,-0.05015837790157643,0.27635892627168307,0.12625808129975746,0.1764164592013339
2,250,0.0125,w001,0.1,-30409.11176620444,-28780.25862327154,-1628.8531429329014,51724.98651340087,-112230.3286340849,0.2689145535519921,0.7310854464480079,-0.08426254283920603,0,-0.08426254283920603,0.2706710913803521,0.11092861352444866,0.1951911563636547
3,300,0.015,w001,0.1,-30631.652496159164,-28500.028448976693,-2131.6240471824713,51222.2156091513,-112085.74583801745,0.27068643842943513,0.7293135615705648,-0.0797181089884297,0,-0.0797181089884297,0.24741716200207187,0.12050659573877671,0.2002247047272064
4,350,0.0175,w001,0.1,-30679.394745683298,-28347.63468872616,-2331.760056957137,51022.07959937664,-111987.5970395419,0.27139482852417696,0.728605171475823,-0.058740112758402685,0,-0.058740112758402685,0.21161868139764184,0.12805727105437253,0.18679738381277522
5,400,0.02,w001,0.1,-30560.201206114725,-23918.470399109094,-6641.7308070056315,46712.10884932814,-108761.63345815302,0.2870736299950633,0.7129263700049366,-0.07880158498544598,0,-0.07880158498544598,0.17166763088520043,0.106318627828623,0.18512021281406899
6,450,0.0225,w001,0.1,-30124.159803432995,-18935.4755990642,-11188.684204368794,42165.15545196498,-105123.20323620728,0.30448850411826284,0.6955114958817372,-0.05566793826557283,0,-0.05566793826557283,0.15749016842218433,0.1190237931620597,0.17469173142763253
7,500,0.025,w001,0.1,-29899.979919057834,-26098.598933456204,-3801.3809856016305,49552.45867073214,-110141.25888766788,0.27665007514465473,0.7233499248553452,-0.08450597177077929,0,-0.08450597177077929,0.1905769458182725,0.11524239814791795,0.19974836991869724
8,550,0.0275,w001,0.1,-29220.265595938574,-26709.936132808012,-2510.3294631305616,50843.51019320321,-110398.41784059085,0.27202835551677684,0.7279716444832232,-0.08420908428800966,0,-0.08420908428800966,0.22684554936490042,0.1279314706890952,0.21214055497710485
9,600,0.03,w001,0.1,-28791.914424315386,-26833.360891790537,-1958.5535325248493,51395.286123808924,-110372.28334740712,0.2700752543304936,0.7299247456695064,-0.08454073254511241,0,-0.08454073254511241,0.2513565120424674,0.13179042996467077,0.21633116250978318
10,650,0.0325,w001,0.1,-29109.125656079617,-26985.380021316058,-2123.74563476356,51230.094021570214,-110568.96494066849,0.2706585881348074,0.7293414118651926,-0.09836362652553919,0,-0.09836362652553919,0.2587895502017077,0.11816177852368327,0.21652540504922246
11,700,0.035,w001,0.1,-29805.318171714724,-28352.93715738351,-1452.3810143312148,51901.45864200256,-111755.60591089854,0.2682952325515542,0.7317047674484458,-0.07431086096526719,0,-0.07431086096526719,0.24803743643789466,0.12095015490582554,0.19526101587109274
12,750,0.0375,w001,0.1,-30544.704945560574,-28793.256491822714,-1751.4484537378594,51602.391202595914,-112276.32058100452,0.26934559417266923,0.7306544058273308,-0.06127131583514821,0,-0.06127131583514821,0.22207933309653374,0.12129109969314618,0.1825624155282944
13,800,0.04,w001,0.1,-31054.1695737743,-26681.93919277974,-4372.230380994559,48981.609275339215,-110883.11388509088,0.2787167694640395,0.7212832305359604,-0.08394112225741643,0,-0.08394112225741643,0.1874058932139734,0.11313065926627808,0.1970717815236945
14,850,0.0425,w001,0.1,-31026.315838845854,-20231.495403027162,-10794.820435818692,42559.01922051508,-106299.600275398,0.3029447868877787,0.6970552131122213,-0.06335047025318516,0,-0.06335047025318516,0.1594900301628564,0.133100067786226,0.19645053803941115
15,900,0.045,w001,0.1,-31197.778989593993,-25362.00555513703,-5835.773434456962,47518.06622187681,-109975.00768259625,0.2840802223738873,0.7159197776261127,-0.06760189701234892,0,-0.06760189701234892,0.17247878685803014,0.12543102184767158,0.1930329188600205
16,950,0.0475,w001,0.1,-31122.157245872513,-28194.314833984216,-2927.8424118882976,50425.997244445476,-111996.68199039779,0.2735150257394725,0.7264849742605275,-0.07668391869491432,0,-0.07668391869491432,0.2062028945766419,0.1079377684961957,0.18462168719111002
17,1000,0.05,w001,0.1,-30589.921350300516,-29495.29163995589,-1094.6297103446268,52259.20994598915,-112802.20142696952,0.2670438783038489,0.7329561216961511,-0.06048783073208558,0,-0.06048783073208558,0.2347014211060118,0.1162034550642381,0.17669128579632368
18,1050,0.0525,w001,0.1,-30304.68143679935,-28593.072737628478,-1711.6086991708726,51642.2309571629,-112065.40895638266,0.2692054472986384,0.7307945527013616,-0.08526239973993027,0,-0.08526239973993027,0.24973723523821542,0.1120473534071871,0.19730975314711738
19,1100,0.055,w001,0.1,-30269.6450070352,-28976.66443082018,-1292.9805762150208,52060.85908011875,-112336.61131356112,0.26773698873877827,0.7322630112612217,-0.07016126944158144,0,-0.07016126944158144,0.2478918872809572,0.1275582279109553,0.19771949735253674
