frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u002,0.0,-33619.81520814515,-4640.667331296196,-28979.147876848954,-128979.14787684896,-33619.81830942158,0.999999975955212,2.4044788049515375e-08,-0.1401456226209511,0,-0.1401456226209511,0.14601216890705085,0.11034215931953345,0.25048778194048454
1,400,0.04,u002,0.0,-33459.40771531127,-6993.331825373426,-26466.07588993784,-126466.07588993784,-33459.41087821474,0.9999999749901047,2.500989526588171e-08,-0.13958712386785344,0,-0.13958712386785344,0.14738597665046535,0.11212907277142493,0.25171619663927836
2,500,0.05,u002,0.0,-33327.47377249337,-12951.09542170453,-20376.378350788844,-120376.37835078884,-33327.47709540435,0.9999999723956574,2.760434264503786e-08,-0.14619168505838842,0,-0.14619168505838842,0.15244317525076395,0.11403972510880721,0.26023141016719564
3,600,0.06,u002,0.0,-32328.502168308434,123.94821138402222,-32452.450379692455,-132452.45037969245,-32328.505188260053,0.9999999771997311,2.280026889511788e-08,-0.1457961658144178,0,-0.1457961658144178,0.14447031855535816,0.11523560495299474,0.2610317707674125
4,700,0.07,u002,0.0,-32963.35442109946,-5169.4109505711795,-27793.94347052828,-127793.94347052828,-32963.35755113817,0.9999999755071447,2.449285524397382e-08,-0.15341755260916431,0,-0.15341755260916431,0.14723952286839806,0.11395768034121465,0.26737523295037896
5,800,0.08,u002,0.0,-33327.58809579994,-10842.53343445886,-22485.05466134108,-122485.05466134107,-33327.5913615044,0.9999999733379366,2.666206339041466e-08,-0.1394163176183918,0,-0.1394163176183918,0.15016194116673465,0.11464486574944015,0.25406118336783196
6,900,0.09,u002,0.0,-33397.35541625351,-8798.330459014434,-24599.024957239075,-124599.02495723907,-33397.35862655142,0.999999974234969,2.576503105311545e-08,-0.14893820280025422,0,-0.14893820280025422,0.1491829738240984,0.11366213462279201,0.2626003374230462
7,1000,0.1,u002,0.0,-33424.40885776518,-4548.467938249901,-28875.940919515277,-128875.94091951527,-33424.41196152517,0.9999999759166853,2.408331473136016e-08,-0.15643619855165203,0,-0.15643619855165203,0.1466723921190768,0.11199370949141396,0.268429908043066
8,1100,0.11,u002,0.0,-33470.58021586616,-3549.8635393724226,-29920.71667649374,-129920.71667649373,-33470.58329466684,0.9999999763024665,2.369753349107384e-08,-0.16130162489271266,0,-0.16130162489271266,0.14634553211203685,0.11022924376562004,0.2715308686583327
9,1200,0.12,u002,0.0,-33453.354248925156,-9122.373974672104,-24330.980274253052,-124330.98027425304,-33453.35746614414,0.9999999741237557,2.587624425842705e-08,-0.15280450620771446,0,-0.15280450620771446,0.14943366787796014,0.10720091164199406,0.26000541784970854
