frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,30000,3.0,u005,-43000.0,-34532.80716732881,13325.070948389068,-47857.878115717875,-47857.878115717875,-34532.81552540789,0.9999998253563156,1.7464368445851974e-07,0.10682533998302268,0.3023798537497477
1,40000,4.0,u005,-43000.0,-33928.81978457788,11225.498194225685,-45154.31797880356,-45154.31797880356,-33928.82864308664,0.9999998038170947,1.9618290530987181e-07,0.11217651714707547,0.27577994779992154
2,50000,5.0,u005,-43000.0,-34027.82953780476,15427.50826154399,-49455.33779934875,-49455.33779934875,-34027.837625909146,0.9999998364564453,1.6354355469871962e-07,0.1038941037557831,0.2679854254778477
3,60000,6.0,u005,-43000.0,-33848.286809114565,10903.347470828274,-44751.63427994284,-44751.63427994284,-33848.29574733384,0.9999998002706304,1.9972936959877785e-07,0.10741286386497492,0.3080301654640297
4,70000,7.0,u005,-43000.0,-33753.62114279703,15196.312220186257,-48949.93336298328,-48949.93336298328,-33753.629314410464,0.9999998330618625,1.6693813753576592e-07,0.11304644984790113,0.27432629743544695
5,80000,8.0,u005,-43000.0,-33553.168903920654,9930.349727126508,-43483.51863104716,-43483.51863104716,-33553.1781028063,0.9999997884513019,2.1154869811468302e-07,0.10835769790399695,0.29114036004946225
6,90000,9.0,u005,-43000.0,-33281.617846870126,13638.759616678988,-46920.37746354911,-46920.37746354911,-33281.62637194918,0.9999998183076007,1.816923993480657e-07,0.10600925203050511,0.324939547825935
7,100000,10.0,u005,-43000.0,-33159.36115000499,10501.369506863586,-43660.730656868574,-43660.730656868574,-33159.37031155382,0.9999997901651014,2.0983489856796211e-07,0.11016991586882917,0.3110995432050081
8,110000,11.0,u005,-43000.0,-33505.17074966576,15652.013056218828,-49157.18380588459,-49157.18380588459,-33505.17888682707,0.9999998344665423,1.655334577188583e-07,0.10913222563633158,0.3231886459797396
9,120000,12.0,u005,-43000.0,-33548.65543780805,20179.906299310795,-53728.56173711884,-53728.56173711884,-33548.66288263686,0.999999861436329,1.3856367098163958e-07,0.11338720808673919,0.3145198922144745
10,130000,13.0,u005,-43000.0,-33299.37060710203,12929.3727419762,-46228.74334907823,-46228.74334907823,-33299.37925972583,0.9999998128302883,1.871697117294957e-07,0.10837504301677311,0.2694241423812664
11,140000,14.0,u005,-43000.0,-33553.08632709799,13320.9179968315,-46874.00432392949,-46874.00432392949,-33553.09486061103,0.999999817947921,1.8205207896748732e-07,0.1058797788706418,0.24986368430786862
12,150000,15.0,u005,-43000.0,-33522.32849106885,8519.175561920303,-42041.504052989156,-42041.504052989156,-33522.338005474165,0.9999997736902801,2.2630971990844628e-07,0.11011787817908272,0.31598801761994577
13,160000,16.0,u005,-43000.0,-33393.246732564294,16648.961929358426,-50042.20866192272,-50042.20866192272,-33393.25472581533,0.9999998402698702,1.597301297340259e-07,0.1098803959479095,0.3004557305925054
14,170000,17.0,u005,-43000.0,-33617.269831285,17104.665354709636,-50721.93518599463,-50721.93518599463,-33617.27771741821,0.9999998445222815,1.5547771853308134e-07,0.11013880322266878,0.3027220846861379
15,180000,18.0,u005,-43000.0,-33480.79781864936,6851.420855591103,-40332.21867424046,-40332.21867424046,-33480.80773627637,0.9999997541017462,2.4589825375898045e-07,0.11233565573312367,0.3342394037111823
16,190000,19.0,u005,-43000.0,-33490.960920103505,11412.99436580448,-44903.955285907985,-44903.955285907985,-33490.969828003,0.9999998016233558,1.983766442226198e-07,0.11073768386093648,0.2863729466491093
17,200000,20.0,u005,-43000.0,-33351.175470735616,16088.709428241069,-49439.884898976685,-49439.884898976685,-33351.183561368016,0.9999998363541952,1.6364580479599766e-07,0.10889016123049153,0.25585996551048434
18,210000,21.0,u005,-43000.0,-33294.125474042055,8292.153319700767,-41586.27879374282,-41586.27879374282,-33294.135092597004,0.9999997687085554,2.3129144455236172e-07,0.10681433167887697,0.31736787280746487
19,220000,22.0,u005,-43000.0,-33463.99510216879,9944.754310991295,-43408.74941316008,-43408.74941316008,-33464.00431689901,0.9999997877219124,2.1227808755241995e-07,0.11566568250305079,0.2889237029760184
20,230000,23.0,u005,-43000.0,-33231.93614887548,7117.340733811987,-40349.27688268747,-40349.27688268747,-33231.94606230969,0.9999997543096159,2.456903841485669e-07,0.1053261119904942,0.2493675299371581
21,240000,24.0,u005,-43000.0,-33264.459369669465,11485.21286542216,-44749.672235091624,-44749.672235091624,-33264.46830828063,0.9999998002531159,1.9974688419965858e-07,0.10755500924894776,0.31100413467309224
22,250000,25.0,u005,-43000.0,-33511.39315339344,4316.91864387659,-37828.31179727003,-37828.31179727003,-33511.403727481185,0.999999720471749,2.7952825093491285e-07,0.10976482144524281,0.32153066226024485
23,260000,26.0,u005,-43000.0,-33459.29620650297,13064.771647974063,-46524.067854477034,-46524.067854477034,-33459.30480420185,0.9999998151989691,1.848010309224435e-07,0.10766985393342682,0.30628475509954733
24,270000,27.0,u005,-43000.0,-33222.56348575864,19143.414096560475,-52365.977582319116,-52365.977582319116,-33222.571124304886,0.9999998541315493,1.4586845070718724e-07,0.10870178409871126,0.2808018428351102
25,280000,28.0,u005,-43000.0,-33004.22012517671,2713.0925824180013,-35717.31270759471,-35717.31270759471,-33004.23132422401,0.9999996864534471,3.1354655288806654e-07,0.10816034420691208,0.29727722166464193
26,290000,29.0,u005,-43000.0,-33373.39868307838,12471.582339636661,-45844.981022715045,-45844.981022715045,-33373.40740813214,0.9999998096836287,1.9031637138455793e-07,0.10803756484607487,0.32570577598726846
27,300000,30.0,u005,-43000.0,-33356.735599623964,9717.003062578908,-43073.73866220287,-43073.73866220287,-33356.74488602273,0.9999997844070412,2.1559295881878882e-07,0.10547715880896295,0.32569137420317323
28,310000,31.0,u005,-43000.0,-33531.5242569047,10185.882901477104,-43717.4071583818,-43717.4071583818,-33531.53340657624,0.9999997907088204,2.0929117960921673e-07,0.1121188404184386,0.25378034290094803
29,320000,32.0,u005,-43000.0,-33335.3930988971,6481.008061130677,-39816.40116002777,-39816.40116002777,-33335.40314500593,0.9999997476893073,2.523106926721752e-07,0.10888496451599614,0.26095726500252503
