frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p009,0.112,188817.62171322407,-38949.937619403325,227767.5593326274,227767.5593326274,-38949.93937557966,7.710388216786157e-09,0.9999999922896118,0.11755629992136757,1,0.11755629992136757,0.3638593558153911,0.21599266498822184,0.09843636506685427
1,1200,0.12,p009,0.112,170373.48717868308,-38870.164995397674,209243.65217408075,209243.65217408075,-38870.16690704465,9.135985357122678e-09,0.9999999908640147,0.1132120365193684,1,0.1132120365193684,0.36218516167621617,0.21236184059548208,0.09914980407611368
2,1300,0.13,p009,0.112,149420.6853819619,-38827.393432473036,188248.07881443494,188248.07881443494,-38827.395557328695,1.1287528800529856e-08,0.9999999887124712,0.11427917125581108,1,0.11427917125581108,0.35885949554504926,0.21433931502676226,0.10006014377095118
3,1400,0.14,p009,0.112,166535.26304057855,-38827.78957403457,205363.05261461312,205363.05261461312,-38827.79152180458,9.484520002711605e-09,0.9999999905154799,0.11935088502744348,1,0.11935088502744348,0.3628168773259898,0.21866869903677572,0.09931781400933223
4,1500,0.15,p009,0.112,210220.35161013008,-38737.04742744169,248957.39903757177,248957.39903757177,-38737.04903414227,6.453716838716872e-09,0.9999999935462831,0.13074737005097214,1,0.13074737005097214,0.36365251596252374,0.2284466123084884,0.09769924225751624
5,1600,0.16,p009,0.112,227204.57572996282,-38679.310552207025,265883.88628216984,265883.88628216984,-38679.31205662311,5.6581693774759856e-09,0.9999999943418306,0.1216989304821755,1,0.1216989304821755,0.358696200319978,0.21882890206853972,0.09712997158636422
6,1700,0.17,p009,0.112,157914.8408592297,-38626.17058126829,196541.011440498,196541.011440498,-38626.17261646691,1.0355083457369574e-08,0.9999999896449165,0.12219132526263812,1,0.12219132526263812,0.35821362958239156,0.22188233427668794,0.09969100901404981
7,1800,0.18,p009,0.112,123404.36063103835,-38766.202846081316,162170.56347711966,162170.56347711966,-38766.205312620164,1.520953446521034e-08,0.9999999847904655,0.12396693439395831,1,0.12396693439395831,0.3564498525779572,0.22534365989864913,0.10137672550469082
8,1900,0.19,p009,0.112,142015.34269738648,-38827.23034004544,180842.57303743192,180842.57303743192,-38827.23255191397,1.2230905788168656e-08,0.9999999877690942,0.13238768569787707,1,0.13238768569787707,0.35900866660191266,0.23282560995272786,0.1004379242548508
9,2000,0.2,p009,0.112,196094.11701157546,-38811.63026241379,234905.74727398925,234905.74727398925,-38811.6319652244,7.248909861257147e-09,0.9999999927510901,0.13250964489614936,1,0.13250964489614936,0.36275809945838633,0.23069856263220717,0.09818891773605783
10,2100,0.21,p009,0.112,215509.136757432,-38808.69060004645,254317.82735747844,254317.82735747844,-38808.69217288152,6.184525336294655e-09,0.9999999938154747,0.11914450830652436,1,0.11914450830652436,0.3654189626588742,0.21664622875442113,0.09750172044789678
11,2200,0.22,p009,0.112,147584.13978451196,-38691.42600924161,186275.56579375357,186275.56579375357,-38691.42815659783,1.1527846732750646e-08,0.9999999884721533,0.11902005327422252,1,0.11902005327422252,0.3659091720270463,0.21919041153903315,0.10017035826481063
12,2300,0.23,p009,0.112,114204.09874454667,-38764.4429447329,152968.54168927958,152968.54168927958,-38764.4455596496,1.7094473003798072e-08,0.999999982905527,0.12221298069451604,1,0.12221298069451604,0.363512050071464,0.2241331372765981,0.10192015658208205
13,2400,0.24,p009,0.112,148274.71717130623,-38695.663248711615,186970.38042001784,186970.38042001784,-38695.66538808789,1.1442326974808736e-08,0.999999988557673,0.12734679853196884,1,0.12734679853196884,0.3606878670993216,0.227492607813664,0.10014580928169516
