frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u029,-27500.0,-39339.451583359914,-13466.685169038392,-25872.766414321522,-25872.766414321522,-39339.46704362244,0.9999994024510638,5.975489362208819e-07,-0.21473104780355756,0,0.10792552171777742,0.322656569521335
1,2200,0.22,u029,-27500.0,-39279.76532148273,-12750.45230872251,-26529.31301276022,-26529.31301276022,-39279.780399135605,0.9999994316612824,5.683387176991239e-07,-0.21634142673460288,0,0.10781495197258567,0.32415637870718855
2,2300,0.23,u029,-27500.0,-39240.58922038009,-10278.696025942016,-28961.893194438075,-28961.893194438075,-39240.60303162532,0.9999995231239903,4.768760096807156e-07,-0.22132794262770228,0,0.10847274804979486,0.3298006906774971
3,2400,0.24,u029,-27500.0,-39148.57026926117,-13468.6179954877,-25679.952273773466,-25679.952273773466,-39148.585845604655,0.9999993934441767,6.065558232903889e-07,-0.2118176250192807,0,0.10944803938804572,0.3212656644073264
4,2500,0.25,u029,-27500.0,-39227.314879021054,-3292.1220167909923,-35935.19286223006,-35935.19286223006,-39227.326010166995,0.9999996902440711,3.0975592890669645e-07,-0.21426773709835834,0,0.11056074934262945,0.3248284864409878
5,2600,0.26,u029,-27500.0,-39160.266438652325,-16454.77073134508,-22705.495707307244,-22705.495707307244,-39160.284055518954,0.9999992241156274,7.758843726390907e-07,-0.22244225346113808,0,0.11156252295420474,0.3340047764153428
6,2700,0.27,u029,-27500.0,-39055.10096537383,-11929.502232249477,-27125.598733124352,-27125.598733124352,-39055.1157115841,0.9999994563735024,5.436264975955396e-07,-0.21862471092988547,0,0.11041534656714228,0.32904005749702775
7,2800,0.28,u029,-27500.0,-39088.64233716132,-11211.719195244135,-27876.923141917185,-27876.923141917185,-39088.65668593977,0.9999994852816572,5.147183428366731e-07,-0.2158296794881551,0,0.1095017277116376,0.3253314071997927
8,2900,0.29,u029,-27500.0,-39045.638494287996,-9914.843759058742,-29130.794735229254,-29130.794735229254,-39045.65222545514,0.9999995286378446,4.713621554186531e-07,-0.21978442735165227,0,0.10933190878895556,0.3291163361406078
9,3000,0.3,u029,-27500.0,-38969.98620855791,-9581.247430130636,-29388.738778427272,-29388.738778427272,-38969.999819207136,0.9999995368757835,4.631242165320515e-07,-0.21884327939463966,0,0.10901266789172014,0.3278559472863598
10,3100,0.31,u029,-27500.0,-38975.633808867686,-11668.511069402011,-27307.122739465674,-27307.122739465674,-38975.64845705267,0.999999463576979,5.364230210025411e-07,-0.21749843172763306,0,0.10987355496725525,0.3273719866948883
11,3200,0.32,u029,-27500.0,-39031.886059287935,-12849.49886118545,-26182.387198102486,-26182.387198102486,-39031.90133672477,0.9999994165001499,5.834998501041966e-07,-0.22226829481167956,0,0.10991250315714265,0.3321807979688222
12,3300,0.33,u029,-27500.0,-38923.35608978462,-12836.879092578863,-26086.476997205755,-26086.476997205755,-38923.371423390796,0.9999994122016493,5.877983506596962e-07,-0.21677231777148392,0,0.10996025617310595,0.3267325739445899
13,3400,0.34,u029,-27500.0,-38905.611712613725,-5385.811716376047,-33519.79999623768,-33519.79999623768,-38905.6236458549,0.9999996439945142,3.5600548581316005e-07,-0.21540405092386095,0,0.10812005091293315,0.3235241018367941
14,3500,0.35000000000000003,u029,-27500.0,-38885.24050452851,-10302.857497601304,-28582.383006927208,-28582.383006927208,-38885.25449915604,0.9999995103762404,4.896237596474506e-07,-0.2227055479088716,0,0.1077371332539717,0.3304426811628433
15,3600,0.36,u029,-27500.0,-38820.14953628965,-12097.570807522716,-26722.578728766937,-26722.578728766937,-38820.16450489654,0.9999994398523335,5.601476664174321e-07,-0.21958332423686394,0,0.10794051321093466,0.3275238374477986
16,3700,0.37,u029,-27500.0,-38883.156493666465,-3665.0321515724936,-35218.12434209397,-35218.12434209397,-38883.167851451086,0.9999996775019253,3.2249807468964775e-07,-0.20860129279523199,0,0.10901601389513783,0.3176173066903698
17,3800,0.38,u029,-27500.0,-38943.431739815744,-12566.633076011116,-26376.798663804628,-26376.798663804628,-38943.44690464962,0.9999994250698641,5.749301359436743e-07,-0.2181071202346525,0,0.11124123669036522,0.32934835692501774
18,3900,0.39,u029,-27500.0,-38887.185353744804,-10916.85502130576,-27970.330332439044,-27970.330332439044,-38887.19965460542,0.9999994887137256,5.112862744849345e-07,-0.22620194229504323,0,0.11314881805977375,0.339350760354817
19,4000,0.4,u029,-27500.0,-38804.339031006326,-5753.084424062865,-33051.25460694346,-33051.25460694346,-38804.35113341691,0.9999996338292794,3.661707206892295e-07,-0.21199770092254022,0,0.11250689132236387,0.3245045922449041
20,4100,0.41000000000000003,u029,-27500.0,-38836.86299824077,-11425.582229270629,-27411.280768970144,-27411.280768970144,-38836.8775907653,0.999999467645853,5.323541470425575e-07,-0.21071292822470108,0,0.11105524640275075,0.32176817462745183
21,4200,0.42,u029,-27500.0,-38816.385456978955,-6255.30847420459,-32561.076982774364,-32561.076982774364,-38816.397741580266,0.9999996227215687,3.772784312738864e-07,-0.2251030858458093,0,0.10888198417466032,0.3339850700204696
22,4300,0.43,u029,-27500.0,-38736.42343484651,-7465.335865662259,-31271.087569184252,-31271.087569184252,-38736.43622620963,0.9999995909527408,4.0904725912005446e-07,-0.22423913053691963,0,0.10679990059515553,0.33103903113207517
23,4400,0.44,u029,-27500.0,-38738.174665692815,-12157.373688381049,-26580.800977311766,-26580.800977311766,-38738.18971413977,0.999999433860931,5.661390689581935e-07,-0.2177257177790755,0,0.10584505494477738,0.3235707727238529
24,4500,0.45,u029,-27500.0,-38759.776984369644,-8843.357014461275,-29916.41996990837,-29916.41996990837,-38759.79035494746,0.9999995530693218,4.469306781884619e-07,-0.21905525169569304,0,0.10681573555196264,0.3258709872476557
25,4600,0.46,u029,-27500.0,-38655.85116629794,-5140.817103663314,-33515.03406263463,-33515.03406263463,-38655.86310123606,0.9999996438932571,3.561067428714537e-07,-0.21584714751631492,0,0.10974722201896833,0.32559436953528326
26,4700,0.47000000000000003,u029,-27500.0,-38706.33405310687,-8359.324306882772,-30347.009746224096,-30347.009746224096,-38706.347233971464,0.99999956566221,4.3433778990076277e-07,-0.21456830597991944,0,0.11206617886704952,0.32663448484696894
27,4800,0.48,u029,-27500.0,-38663.14625348593,-11813.155202106544,-26849.991051379387,-26849.991051379387,-38663.16115106177,0.9999994451558929,5.548441071034915e-07,-0.2206913432368207,0,0.11376239289874909,0.3344537361355698
28,4900,0.49,u029,-27500.0,-38679.57572191881,-7017.824641044019,-31661.75108087479,-31661.75108087479,-38679.58835545381,0.9999996009846428,3.9901535714426117e-07,-0.21845808170492984,0,0.11376945757831344,0.3322275392832433
29,5000,0.5,u029,-27500.0,-38648.37914395405,-9436.410712831042,-29211.96843112301,-29211.96843112301,-38648.39283696531,0.9999995312538267,4.6874617332104407e-07,-0.21543694589313572,0,0.11143529828103192,0.32687224417416766
30,5100,0.51,u029,-27500.0,-38533.621781396476,-8338.27566560576,-30195.346115790715,-30195.346115790715,-38533.63502846518,0.9999995612881194,4.387118805460055e-07,-0.22526687635055534,0,0.10958009856735493,0.33484697491791027
31,5200,0.52,u029,-27500.0,-38602.85958658092,-9305.807910881791,-29297.051675699127,-29297.051675699127,-38602.87323982555,0.9999995339724945,4.6602750541913096e-07,-0.2198874998541939,0,0.10800588882637865,0.32789338868057255
32,5300,0.53,u029,-27500.0,-38448.58472191941,-11693.150784123543,-26755.433937795868,-26755.433937795868,-38448.59967214512,0.9999994412271899,5.587728101330569e-07,-0.20611119899012204,0,0.1068563707376916,0.31296756972781364
33,5400,0.54,u029,-27500.0,-38404.41238562137,-11397.793020100187,-27006.619365521183,-27006.619365521183,-38404.427196796925,0.9999994515729973,5.484270027000804e-07,-0.21482524920693205,0,0.10729266039080129,0.32211790959773334
34,5500,0.55,u029,-27500.0,-38528.51236442689,-4617.383870052028,-33911.12849437486,-33911.12849437486,-38528.524159960645,0.9999996521635794,3.4783642050006947e-07,-0.23039052260892245,0,0.10813252836526689,0.33852305097418933
35,5600,0.56,u029,-27500.0,-38488.13364434175,-12149.73104544435,-26338.402598897403,-26338.402598897403,-38488.14883128287,0.9999994233923812,5.766076187074809e-07,-0.21757518470769838,0,0.10926498636588745,0.3268401710735858
36,5700,0.5700000000000001,u029,-27500.0,-38463.42780037018,-12057.48924671518,-26405.938553654996,-26405.938553654996,-38463.44294846914,0.9999994263380733,5.73661926739355e-07,-0.21228393489130853,0,0.11024756756180981,0.32253150245311835
37,5800,0.58,u029,-27500.0,-38368.72648529222,-9494.708320283651,-28874.018165008572,-28874.018165008572,-38368.74033857048,0.9999995202169338,4.797830661096292e-07,-0.21651168843157373,0,0.110711303289555,0.32722299172112873
38,5900,0.59,u029,-27500.0,-38384.863901302015,-11925.476164809748,-26459.387736492266,-26459.387736492266,-38384.87901880116,0.9999994286533755,5.713466245116372e-07,-0.21410563550926914,0,0.10999223853843249,0.32409787404770163
39,6000,0.6,u029,-27500.0,-38390.22196457468,-8078.66530228997,-30311.55666228471,-30311.55666228471,-38390.2351608559,0.9999995646455946,4.3535440541475623e-07,-0.20889821404489267,0,0.10980747733765346,0.3187056913825461
