frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u004,50000.0,-32003.529377467654,-3576.55832836274,-28426.97104910491,-128426.97104910492,-32003.532492078135,0.9999999757480045,2.4251995522917014e-08,-0.14427554376755464,0,-0.14427554376755464,0.1465245550483852,0.11368437281856288,0.2579599165861175
1,400,0.04,u004,50000.0,-31782.824960604867,-8917.56156851412,-22865.263392090746,-122865.26339209074,-31782.828216203547,0.9999999735026938,2.6497306238049134e-08,-0.1414804453798637,0,-0.1414804453798637,0.14992053051748166,0.11291712622931883,0.2543975716091825
2,500,0.05,u004,50000.0,-31694.23432999757,-10472.405318559087,-21221.82901143848,-121221.82901143847,-31694.237629733198,0.9999999727793626,2.7220637410785287e-08,-0.15679583578185113,0,-0.15679583578185113,0.15237478402812527,0.11275560580507184,0.26955144158692296
3,600,0.06,u004,50000.0,-31084.6133832216,200.94455901413494,-31285.557942235733,-131285.55794223573,-31084.616430015136,0.9999999767926233,2.3207376742551133e-08,-0.17071981929437552,0,-0.17071981929437552,0.14599858432555515,0.11202158474519731,0.2827414040395728
4,700,0.07,u004,50000.0,-31586.041422566872,-5146.617191967052,-26439.42423059982,-126439.4242305998,-31586.044586137028,0.9999999749795603,2.502043977559154e-08,-0.17867922141526157,0,-0.17867922141526157,0.14943736442246025,0.11015385587914897,0.28883307729441055
5,800,0.08,u004,50000.0,-31788.894097608867,-7226.968915598098,-24561.925182010767,-124561.92518201076,-31788.897308862935,0.9999999742196188,2.578038116318737e-08,-0.1573723784083879,0,-0.1573723784083879,0.14952562621402202,0.1108069280317324,0.2681793064401203
6,900,0.09,u004,50000.0,-31991.177489838672,-8676.645262825474,-23314.5322270132,-123314.5322270132,-31991.18073357631,0.999999973695416,2.6304583955472083e-08,-0.1536584531238409,0,-0.1536584531238409,0.15041092531478673,0.11176273833735866,0.2654211914611996
7,1000,0.1,u004,50000.0,-31989.478296122335,-8955.869989459587,-23033.608306662747,-123033.60830666275,-31989.481547266434,0.9999999735751559,2.6424844146166748e-08,-0.15067828168471215,0,-0.15067828168471215,0.15028844576145195,0.11227044666625229,0.26294872835096444
8,1100,0.11,u004,50000.0,-31967.020245092404,923.1133164966241,-32890.13356158903,-132890.13356158903,-31967.023255097578,0.9999999773496725,2.2650327502482526e-08,-0.15206049199953392,0,-0.15206049199953392,0.14451924641709726,0.1128736636169136,0.2649341556164475
9,1200,0.12,u004,50000.0,-31950.200755678736,-7509.53318553878,-24440.667570139954,-124440.66757013995,-31950.203970061917,0.9999999741693525,2.5830647509827998e-08,-0.13691340633384244,0,-0.13691340633384244,0.14854076501472183,0.11190376250690956,0.248817168840752
