frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p007,-0.116,-38454.73371588325,-11978.121746568795,-26476.611969314457,-26476.611969314457,-38454.748823547794,0.9999994293965061,5.706034938990356e-07,-0.11609874433891758,0,0.10870454384820773,0.2248032881871253
1,1200,0.12,p007,-0.116,-38371.29045578424,-7447.419518298906,-30923.870937485335,-30923.870937485335,-38371.30339077008,0.9999995817155283,4.182844717259826e-07,-0.13154293693340455,0,0.1112204969101449,0.24276343384354945
2,1300,0.13,p007,-0.116,-38275.33442517751,-9507.383762449346,-28767.950662728166,-28767.950662728166,-38275.34832953279,0.9999995166724942,4.833275057403164e-07,-0.12465223640484141,0,0.11052725027970248,0.2351794866845439
3,1400,0.14,p007,-0.116,-38235.56646082018,-12617.706710025057,-25617.85975079512,-25617.85975079512,-38235.58207491753,0.9999993905002809,6.094997190841944e-07,-0.12785908479646188,0,0.11087854852746654,0.23873763332392842
4,1500,0.15,p007,-0.116,-38188.13228321474,-15311.769116485346,-22876.363166729396,-22876.363166729396,-38188.14976849819,0.999999235662741,7.643372590959707e-07,-0.13477552437032503,0,0.11250985424632447,0.2472853786166495
5,1600,0.16,p007,-0.116,-38176.341336702724,-14287.064949194755,-23889.27638750797,-23889.27638750797,-38176.35808060544,0.9999992991047963,7.008952036535732e-07,-0.13531489619931109,0,0.11215880904481294,0.24747370524412401
6,1700,0.17,p007,-0.116,-38278.81743472841,-8613.455314372055,-29665.362120356353,-29665.362120356353,-38278.83091846127,0.9999995454725766,4.5452742336582475e-07,-0.12571898917005897,0,0.1104497735368339,0.23616876270689288
7,1800,0.18,p007,-0.116,-38199.48970895022,-4817.625522554008,-33381.86418639621,-33381.86418639621,-38199.501691500205,0.9999996410463682,3.5895363181825957e-07,-0.12624660480427438,0,0.11055184832689702,0.2367984531311714
8,1900,0.19,p007,-0.116,-38132.625260500674,-12157.691613555333,-25974.93364694534,-25974.93364694534,-38132.6406599534,0.9999994071424905,5.928575094737987e-07,-0.12837189772212376,0,0.11043903523238838,0.23881093295451214
9,2000,0.2,p007,-0.116,-38145.36054348093,-13990.403674358764,-24154.956869122165,-24154.956869122165,-38145.37710321763,0.999999314438271,6.855617290524307e-07,-0.12673865550813343,0,0.11080799634542213,0.23754665185355556
10,2100,0.21,p007,-0.116,-38169.28796426213,-15441.5696673911,-22727.718296871026,-22727.718296871026,-38169.30556390346,0.9999992256321624,7.743678376304075e-07,-0.12069210317606456,0,0.10859312924786312,0.22928523242392768
11,2200,0.22,p007,-0.116,-38161.68443063664,-13831.272838964156,-24330.411591672484,-24330.411591672484,-38161.70087095571,0.9999993242902286,6.757097713583349e-07,-0.12098248773072857,0,0.1091313032644823,0.23011379099521087
12,2300,0.23,p007,-0.116,-38253.109699821915,-3755.1792950604577,-34497.93040476146,-34497.93040476146,-38253.121294716475,0.9999996638961633,3.361038366511693e-07,-0.1259851331101085,0,0.10993573017484667,0.23592086328495518
13,2400,0.24,p007,-0.116,-38191.02833722276,-12576.111488159979,-25614.916849062778,-25614.916849062778,-38191.043953114015,0.999999390360222,6.096397779375984e-07,-0.12934716035542482,0,0.10978556773862806,0.2391327280940529
14,2500,0.25,p007,-0.116,-38158.67248556862,-14234.591735899972,-23924.080749668647,-23924.080749668647,-38158.689205112605,0.9999993011426106,6.98857389402896e-07,-0.11681771453460756,0,0.10826021957347108,0.22507793410807864
15,2600,0.26,p007,-0.116,-38184.69651076966,-11649.065409816627,-26535.631100953033,-26535.631100953033,-38184.71158483258,0.9999994319318906,5.680681094411e-07,-0.12086468059150086,0,0.10955530405023477,0.23041998464173563
16,2700,0.27,p007,-0.116,-38063.51623139638,-10392.315073044912,-27671.20115835147,-27671.20115835147,-38063.53068685094,0.9999994775998564,5.224001436432424e-07,-0.13267029024685562,0,0.11139457446996039,0.24406486471681602
17,2800,0.28,p007,-0.116,-37954.78955489365,-15465.947468721832,-22488.84208617182,-22488.84208617182,-37954.80734147786,0.9999992090941805,7.909058195032515e-07,-0.12287103060709675,0,0.11020888945509086,0.2330799200621876
18,2900,0.29,p007,-0.116,-37911.254352200776,-16883.33071531233,-21027.923636888445,-21027.923636888445,-37911.27337450869,0.9999990953803226,9.046196773332404e-07,-0.12788532706434497,0,0.11072879822030197,0.23861412528464693
19,3000,0.3,p007,-0.116,-37979.30753493562,-3398.4974342994974,-34580.810100636125,-34580.810100636125,-37979.31910204076,0.9999996655053087,3.344946913341751e-07,-0.12522638054290863,0,0.1106660761138555,0.23589245665676414
