frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p015,-0.08,235688.9354499442,-38990.80110520733,274679.7365551515,274679.7365551515,-38990.80256144871,5.301597383322587e-09,0.9999999946984026,-0.11856056066936507,0,0.1197858275684637,0.23834638823782878
1,1200,0.12,p015,-0.08,305703.92470351886,-38890.780559434905,344594.70526295376,344594.70526295376,-38890.78172021883,3.3685483291634455e-09,0.9999999966314517,-0.11566352073103583,0,0.11804080578962237,0.2337043265206582
2,1300,0.13,p015,-0.08,358793.3975126379,-38855.57049337306,397648.968006011,397648.968006011,-38855.571499285405,2.5296489902792985e-09,0.9999999974703511,-0.10663090119209367,0,0.11381012096733545,0.22044102215942912
3,1400,0.14,p015,-0.08,357451.7408557191,-38772.56946518982,396224.3103209089,396224.3103209089,-38772.57047471899,2.5478728571393106e-09,0.9999999974521272,-0.112653616242175,0,0.11123560464824166,0.22388922089041666
4,1500,0.15,p015,-0.08,302782.4457705857,-38842.12138860489,341624.56715919054,341624.56715919054,-38842.122559480835,3.427376327191922e-09,0.9999999965726236,-0.11784848266431405,0,0.10816338190286229,0.22601186456717634
5,1600,0.16,p015,-0.08,248723.83796404893,-38733.537318103656,287457.37528215256,287457.37528215256,-38733.538709614295,4.840754685986326e-09,0.9999999951592453,-0.11085263576470851,0,0.10509487870661001,0.21594751447131852
6,1700,0.17,p015,-0.08,194268.03000064174,-38782.13124226962,233050.16124291136,233050.16124291136,-38782.13295863829,7.36480348928481e-09,0.9999999926351966,-0.12703631929011616,0,0.10385222581677804,0.2308885451068942
7,1800,0.18,p015,-0.08,164836.4744988232,-38755.71268452355,203592.18718334674,203592.18718334674,-38755.714649235466,9.650232224434063e-09,0.9999999903497678,-0.12440427302810263,0,0.1053096430210629,0.22971391604916552
8,1900,0.19,p015,-0.08,163216.94633778153,-38779.84860440073,201996.79494218226,201996.79494218226,-38779.85058463014,9.803271250330425e-09,0.9999999901967287,-0.12103768414659902,0,0.10684025216886642,0.22787793631546543
9,2000,0.2,p015,-0.08,179390.9357971717,-38815.1070286434,218206.0428258151,218206.0428258151,-38815.10886177319,8.400911966077729e-09,0.999999991599088,-0.10885148027435464,0,0.1102465655141834,0.21909804578853803
10,2100,0.21,p015,-0.08,226165.16680408563,-38728.21803344996,264893.38483753556,264893.38483753556,-38728.21954349142,5.700563132648995e-09,0.9999999942994369,-0.11367943240804179,0,0.1153108644507922,0.22899029685883399
11,2200,0.22,p015,-0.08,296626.25088922563,-38721.63891790761,335347.88980713324,335347.88980713324,-38721.64011069876,3.5568768486093916e-09,0.9999999964431232,-0.10367753923332496,0,0.11793691618470736,0.22161445541803232
12,2300,0.23,p015,-0.08,337863.71125742607,-38802.62963607983,376666.3408935059,376666.3408935059,-38802.63069802764,2.819332878267744e-09,0.9999999971806671,-0.11134248933916877,0,0.11864726344876234,0.2299897527879311
13,2400,0.24,p015,-0.08,370459.7443223266,-38855.27784925845,409315.02217158506,409315.02217158506,-38855.27882650084,2.3875068033696323e-09,0.9999999976124931,-0.12118643693658293,0,0.1185476984088355,0.23973413534541843
14,2500,0.25,p015,-0.08,393569.24671558465,-38800.86501050429,432370.1117260889,432370.1117260889,-38800.86593563759,2.1396791560768236e-09,0.9999999978603209,-0.10239334918800198,0,0.11531338375242726,0.21770673294042925
15,2600,0.26,p015,-0.08,318216.999669355,-38704.15079154246,356921.1504608975,356921.1504608975,-38704.15191223819,3.1398971200857773e-09,0.9999999968601029,-0.11008620436335936,0,0.1131176094136537,0.22320381377701307
16,2700,0.27,p015,-0.08,224893.33717151798,-38762.191178714624,263655.52835023263,263655.52835023263,-38762.19269584572,5.754216769737752e-09,0.9999999942457832,-0.10954965996228308,0,0.11137804779208413,0.2209277077543672
17,2800,0.28,p015,-0.08,172589.26984742456,-38816.96761950466,211406.23746692922,211406.23746692922,-38816.96951159641,8.950027885479273e-09,0.9999999910499722,-0.11771929169404491,0,0.1091171959279569,0.22683648762200181
18,2900,0.29,p015,-0.08,150575.83438667833,-38574.203974108066,189150.0383607864,189150.0383607864,-38574.20608883137,1.1180136538779806e-08,0.9999999888198634,-0.118074566785374,0,0.10688841758063565,0.22496298436600964
19,3000,0.3,p015,-0.08,160812.35465342997,-38629.298461853614,199441.65311528358,199441.65311528358,-38629.30046745269,1.0056069033037573e-08,0.9999999899439309,-0.13472694829818596,0,0.10648205020271945,0.2412089985009054
