frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,150,0.0075,w002,0.2,-31378.770526039938,-29182.340052847678,-2196.4304731922603,51157.40918314151,-112785.60708817196,0.27091563259667484,0.7290843674033252,-0.051403298366486494,0,-0.051403298366486494,0.1982038032494518,0.12739368715190386,0.17879698551839035
1,200,0.01,w002,0.2,-31369.601097972118,-25809.240323489747,-5560.360774482371,47793.478881851406,-110344.14320609812,0.2830637908222454,0.7169362091777546,-0.04702674412963226,0,-0.04702674412963226,0.17025062147333692,0.1338902045242855,0.18091694865391775
2,250,0.0125,w002,0.2,-31312.332809704403,-26015.18096072393,-5297.151848980473,48056.6878073533,-110475.70642673949,0.2820954842266556,0.7179045157733444,-0.08304715319511652,0,-0.08304715319511652,0.17773971880392447,0.11587023173236846,0.19891738492748498
3,300,0.015,w002,0.2,-30611.7457212671,-29222.749980202083,-1388.9957410650168,51964.84391526875,-112608.41980748142,0.26807311558858193,0.7319268844114181,-0.036837506060071024,0,-0.036837506060071024,0.20969816733368737,0.13619038036490333,0.17302788642497435
4,350,0.0175,w002,0.2,-30136.479073108832,-28545.377531765764,-1591.1015413430687,51762.738114990716,-111985.29809064651,0.26878195204557975,0.7312180479544202,-0.0703143483829266,0,-0.0703143483829266,0.23905785298189142,0.11994939915897965,0.19026374754190625
5,400,0.02,w002,0.2,-29273.54148431507,-28434.423884385542,-839.1175999295265,52514.72205640425,-111673.21453210639,0.26615354726538165,0.7338464527346183,-0.06328440362291748,0,-0.06328440362291748,0.2572789791372998,0.1257334573774713,0.18901786100038878
6,450,0.0225,w002,0.2,-28448.22644253529,-28483.00579773709,34.77935520179744,53388.61901153557,-111490.52926420818,0.26312990104092226,0.7368700989590777,-0.0388281183823255,0,-0.0388281183823255,0.26053614355857657,0.13928772107904108,0.17811583946136658
7,500,0.025,w002,0.2,-28582.339177194703,-26680.321008358886,-1902.018168835817,51451.82148749796,-110203.98029755565,0.26987588702738124,0.7301241129726188,-0.08818105163065909,0,-0.08818105163065909,0.24788270057998585,0.11500088059820648,0.20318193222886557
8,550,0.0275,w002,0.2,-28613.9024067099,-27626.021818778983,-987.8805879309184,52365.95906840286,-110904.4447825459,0.2666715661121858,0.7333284338878142,-0.040746256082880655,0,-0.040746256082880655,0.22178090198521272,0.13874456976600646,0.17949082584888712
9,600,0.03,w002,0.2,-29231.401621901656,-26348.9820879363,-2882.419533965356,50471.420122368414,-110138.92908679307,0.2733529168072053,0.7266470831927947,-0.058352735353594004,0,-0.058352735353594004,0.1881830731527788,0.1250687320554662,0.1834214674090602
10,650,0.0325,w002,0.2,-29659.872480828988,-22884.447232840525,-6775.4252479884635,46578.414408345314,-107766.02380758521,0.2875729158479492,0.7124270841520508,-0.06187386453980814,0,-0.06187386453980814,0.16651061268476827,0.11739365848112601,0.17926752302093416
11,700,0.035,w002,0.2,-29927.24132379591,-27042.97529897838,-2884.2660248175307,50469.573631516236,-110833.4270475779,0.2733595049636785,0.7266404950363214,-0.05211182426362232,0,-0.05211182426362232,0.18747021015179297,0.12535616257208257,0.1774679868357049
12,750,0.0375,w002,0.2,-30176.688945839844,-27527.530497811196,-2649.1584480286474,50704.681208305126,-111253.81187212019,0.27252185160994885,0.7274781483900512,-0.08101744389678572,0,-0.08101744389678572,0.2221256591415236,0.11966019916954412,0.20067764306632985
13,800,0.04,w002,0.2,-29775.408526475283,-29191.559650276213,-583.8488761990702,52769.990780134714,-112362.52284878075,0.2652668983719344,0.7347331016280656,-0.040096191641114026,0,-0.040096191641114026,0.250750883810572,0.1363470317382091,0.17644322337932314
14,850,0.0425,w002,0.2,-29749.0740751468,-28966.475614455798,-782.5984606910024,52571.24119564278,-112190.2290480605,0.26595698990017685,0.7340430100998232,-0.06563248340755243,0,-0.06563248340755243,0.2672514642462129,0.1162693623819974,0.18190184578954982
15,900,0.045,w002,0.2,-29592.345872601407,-29295.95013788369,-296.39573471771655,53057.44392161605,-112390.8046340505,0.2642718495841108,0.7357281504158892,-0.054348456388408684,0,-0.054348456388408684,0.2684910365141465,0.12571286923338734,0.18006132562179603
16,950,0.0475,w002,0.2,-29750.222222225384,-29337.282106863284,-412.9401153621002,52940.89954097168,-112462.9594798981,0.2646748474044877,0.7353251525955122,-0.044075284760841604,0,-0.044075284760841604,0.25368188534218744,0.13741554853996052,0.18149083330080212
17,1000,0.05,w002,0.2,-30432.83485107035,-28083.93427839628,-2348.9005726740725,51004.9390836597,-111728.54899716677,0.2714555792308264,0.7285444207691736,-0.08524729235410265,0,-0.08524729235410265,0.22468499193473893,0.11439810363252663,0.19964539598662928
18,1050,0.0525,w002,0.2,-30538.849079625656,-28424.84119584052,-2114.007883785136,51239.83177254864,-112005.79067684838,0.27062416878852946,0.7293758312114705,-0.036517148788867165,0,-0.036517148788867165,0.1871693446751786,0.13383263249417218,0.17034978128303935
19,1100,0.055,w002,0.2,-31005.54917870246,-22378.098359543532,-8627.450819158927,44726.38883717484,-107798.72297761944,0.2945691448611016,0.7054308551388984,-0.07837208899271304,0,-0.07837208899271304,0.1632602525788805,0.11186735619298192,0.19023944518569497
