frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u005,100000.0,142460.2718474034,-37930.66795896748,180390.93980637088,55390.93980637088,87069.32481963586,1.30371407391916e-07,0.9999998696285926,0.1952450864739561,1,0.1952450864739561,0.35519088916241204,0.2958895527781302,0.1006444663041741
1,400,0.04,u005,100000.0,195228.97471479513,-37714.26805372059,232943.24276851572,107943.24276851572,87285.7282406284,3.4329622256024095e-08,0.9999999656703777,0.1970121360384288,1,0.1970121360384288,0.35194343228881997,0.29540492419336284,0.09839278815493405
2,500,0.05,u005,100000.0,244005.43566383884,-37566.02108430858,281571.45674814744,156571.45674814744,87433.97636094737,1.6316792361692478e-08,0.9999999836832076,0.2068726503585736,1,0.2068726503585736,0.3516287993384469,0.3036612632246535,0.09678861286607988
3,600,0.06,u005,100000.0,172441.90610736533,-37602.07982162313,210043.98592898846,85043.98592898846,87397.91547492871,5.5306058122095436e-08,0.9999999446939418,0.20506320755591934,1,0.20506320755591934,0.35170926439900874,0.304372723227525,0.09930951567160569
4,700,0.07,u005,100000.0,148651.98674466953,-37583.67888708851,186235.66563175805,61235.665631758035,87416.31458077121,1.0667212985149277e-07,0.9999998933278702,0.20555140548499423,1,0.20555140548499423,0.3525367595743886,0.3059256185552446,0.10037421307025036
5,800,0.08,u005,100000.0,191211.93959393364,-37443.96960338599,228655.90919731962,103655.90919731962,87556.02653769281,3.722818064932909e-08,0.9999999627718194,0.20677836240271624,1,0.20677836240271624,0.3525828046087195,0.3053498578069169,0.09857149540420068
6,900,0.09,u005,100000.0,237201.83756930247,-37277.64145798613,274479.4790272886,149479.47902728862,87722.3558660613,1.790180481631154e-08,0.9999999820981952,0.20893058186857272,1,0.20893058186857272,0.35575557880481856,0.30594961394182846,0.09701903207325575
7,1000,0.1,u005,100000.0,169474.39144490895,-37209.214006379276,206683.60545128823,81683.60545128823,87790.78109667753,5.995012808401867e-08,0.9999999400498719,0.1970425510899571,1,0.1970425510899571,0.35574196727888574,0.29647497760477093,0.09943242651481381
8,1100,0.11,u005,100000.0,152324.56562157607,-37110.39382932653,189434.9594509026,64434.95945090259,87889.59996286385,9.634224151788828e-08,0.9999999036577585,0.19342923470107448,1,0.19342923470107448,0.3553652985035113,0.2936272131246148,0.10019797842354035
9,1200,0.12,u005,100000.0,200436.92259400382,-37073.32928353924,237510.25187754305,112510.25187754305,87926.6671612293,3.1599175887020436e-08,0.9999999684008241,0.19525096014295917,1,0.19525096014295917,0.3530155642749209,0.29346457250128216,0.09821361235832299
