frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u005,100000.0,176186.52587295236,-37913.267517272405,214099.79339022478,214099.79339022478,-37913.26938556005,8.726246669699123e-09,0.9999999912737534,0.2015043121330889,1,0.2015043121330889,0.3555744560012222,0.3006451691252381,0.0991408569921492
1,400,0.04,u005,100000.0,74596.39745776863,-37667.23723549695,112263.63469326557,112263.63469326557,-37667.240798538434,3.173816054413692e-08,0.9999999682618395,0.18584534754009144,1,0.18584534754009144,0.35285518541169325,0.29089054406358195,0.10504519652349051
2,500,0.05,u005,100000.0,185030.80579977325,-37547.48408885336,222578.2898886266,222578.2898886266,-37547.4858859738,8.074104718147623e-09,0.9999999919258953,0.2042473667391853,1,0.2042473667391853,0.3532373378172734,0.3030470034359745,0.0987996366967892
3,600,0.06,u005,100000.0,112301.20172547262,-37577.1433387641,149878.34506423672,149878.34506423672,-37577.146007595235,1.7806648711093942e-08,0.9999999821933513,0.200820739436708,1,0.200820739436708,0.3535506603600205,0.3031715098066761,0.10235077036996812
4,700,0.07,u005,100000.0,107022.87737288822,-37556.22986236482,144579.10723525303,144579.10723525303,-37556.23262901623,1.9135899864686223e-08,0.9999999808641001,0.2054045546017037,1,0.2054045546017037,0.3554447100520949,0.3081039874789121,0.10269943287720838
5,800,0.08,u005,100000.0,184480.96729221437,-37390.47568407432,221871.44297628867,221871.44297628867,-37390.47748692009,8.125632278144224e-09,0.9999999918743677,0.2106783000710169,1,0.2106783000710169,0.3554230605520551,0.30952629536099174,0.09884799528997484
6,900,0.09,u005,100000.0,85696.31354504035,-37214.61751371437,122910.93105875472,122910.93105875472,-37214.62076810343,2.647761965235418e-08,0.9999999735223803,0.20079697656484957,1,0.20079697656484957,0.358040193938411,0.3050522114561917,0.10425523489134216
7,1000,0.1,u005,100000.0,165169.0936641462,-37102.60494400341,202271.6986081496,202271.6986081496,-37102.60692154154,9.776642551084791e-09,0.9999999902233574,0.19973296607134405,1,0.19973296607134405,0.35636177973905675,0.29936191501877446,0.09962894894743042
8,1100,0.11,u005,100000.0,117204.1046815046,-37138.09430079536,154342.19898229995,154342.19898229995,-37138.0968924391,1.679154293388052e-08,0.9999999832084571,0.19259758497034862,1,0.19259758497034862,0.35771512573044556,0.2946550552823932,0.10205747031204458
9,1200,0.12,u005,100000.0,98027.19764780064,-37083.42050062903,135110.61814842967,135110.61814842967,-37083.42346116608,2.191194858891521e-08,0.9999999780880514,0.19087175177671922,1,0.19087175177671922,0.35637312019113065,0.29415935465597176,0.10328760287925255
