frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u042,-21000.0,-39098.174724611454,-11609.667333169433,-27488.50739144202,-27488.50739144202,-39098.18927613957,0.9999994706328538,5.293671462291982e-07,-0.21612613532052563,0,0.1074580160917393,0.32358415141226493
1,2200,0.22,u042,-21000.0,-39092.76648470067,-14106.191915137053,-24986.574569563614,-24986.574569563614,-39092.782493287305,0.9999993593132953,6.406867046893083e-07,-0.21886978322221445,0,0.10794145396726373,0.3268112371894782
2,2300,0.23,u042,-21000.0,-39013.880515470606,-12965.02271257047,-26048.857802900136,-26048.857802900136,-39013.89587122122,0.9999994105026552,5.894973448272722e-07,-0.21616162376760373,0,0.10894782972018563,0.32510945348778936
3,2400,0.24,u042,-21000.0,-39130.418290985544,-10658.5147925411,-28471.903498444444,-28471.903498444444,-39130.43233991637,0.9999995065691003,4.934308996951131e-07,-0.21658685386373677,0,0.10847175807667321,0.32505861194040997
4,2500,0.25,u042,-21000.0,-39050.59213937289,-7918.887010281993,-31131.7051290909,-31131.7051290909,-39050.60498800529,0.9999995872817845,4.127182154922693e-07,-0.21704063918150754,0,0.1088841034558918,0.32592474263739935
5,2600,0.26,u042,-21000.0,-39098.788007377996,-13677.095077987848,-25421.69292939015,-25421.69292939015,-39098.80374196159,0.9999993810575811,6.189424188729475e-07,-0.22011565602957062,0,0.10800939625825008,0.3281250522878207
6,2700,0.27,u042,-21000.0,-39016.17781731865,-16959.067370387813,-22057.110446930834,-22057.110446930834,-39016.19595204541,0.9999991778298891,8.221701109367707e-07,-0.21787298349623196,0,0.10930178761644611,0.32717477111267806
7,2800,0.28,u042,-21000.0,-38965.244070263114,-10246.661223739618,-28718.582846523495,-28718.582846523495,-38965.25799852023,0.9999995150093692,4.849906307669016e-07,-0.2194242551871833,0,0.11030752052601325,0.32973177571319656
8,2900,0.29,u042,-21000.0,-38962.8736808885,-10922.827383246971,-28040.04629764153,-28040.04629764153,-38962.887946192925,0.999999491252983,5.087470169584662e-07,-0.2157950480718073,0,0.11295888027639481,0.3287539283482021
9,3000,0.3,u042,-21000.0,-38914.08801432134,-11478.577002450242,-27435.5110118711,-27435.5110118711,-38914.102593958196,0.9999994685857555,5.314142444978742e-07,-0.21777965754858558,0,0.11280310954458762,0.3305827670931732
10,3100,0.31,u042,-21000.0,-38916.81595940108,-10972.79599228315,-27944.01996711793,-27944.01996711793,-38916.83027372649,0.9999994877504824,5.122495175813313e-07,-0.21301107424818028,0,0.11218072754322639,0.32519180179140666
11,3200,0.32,u042,-21000.0,-38870.659677446296,-13890.850897427881,-24979.808780018415,-24979.808780018415,-38870.67569036886,0.9999993589661885,6.410338114770653e-07,-0.2184240473475531,0,0.10956723826317934,0.32799128561073243
12,3300,0.33,u042,-21000.0,-38744.21355737615,-13075.096871791378,-25669.11668558477,-25669.11668558477,-38744.2291402948,0.9999993929319843,6.070680157455044e-07,-0.21342710710462284,0,0.10721033165539692,0.32063743876001977
13,3400,0.34,u042,-21000.0,-38756.721314471186,-10821.255174571997,-27935.46613989919,-27935.46613989919,-38756.73563317963,0.9999994874367337,5.125632662195123e-07,-0.20330782495883035,0,0.10551851876580884,0.3088263437246392
14,3500,0.35000000000000003,u042,-21000.0,-38765.96635699537,-11685.614113682008,-27080.352243313362,-27080.352243313362,-38765.98112784392,0.9999994545553799,5.454446200814367e-07,-0.20495570533974838,0,0.10488772252166516,0.30984342786141356
15,3600,0.36,u042,-21000.0,-38826.131311654986,-14476.263726573292,-24349.867585081694,-24349.867585081694,-38826.14773883796,0.9999993253696042,6.746303957694266e-07,-0.21309321166748785,0,0.10664406424346677,0.31973727591095463
16,3700,0.37,u042,-21000.0,-38721.09757819804,-6862.553684165148,-31858.54389403289,-31858.54389403289,-38721.110133694725,0.9999996058989126,3.941010874308759e-07,-0.2061299946136981,0,0.1090228690271274,0.3151528636408255
17,3800,0.38,u042,-21000.0,-38658.32612947564,-13981.501828768989,-24676.82430070665,-24676.82430070665,-38658.34233900618,0.9999993431282302,6.568717697552628e-07,-0.18419268810074985,0,0.11197665495518477,0.2961693430559346
18,3900,0.39,u042,-21000.0,-38732.79021994912,-16429.551693626476,-22303.238526322646,-22303.238526322646,-38732.80815454987,0.9999991958758867,8.04124113351623e-07,-0.18640865313067095,0,0.1136946036997475,0.30010325683041844
19,4000,0.4,u042,-21000.0,-38638.12251384134,-10139.366587582073,-28498.75592625927,-28498.75592625927,-38638.13654953483,0.9999995074985133,4.925014867041e-07,-0.18062549543002238,0,0.11514111820496693,0.2957666136349893
