frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u003,25000.0,-32639.639814175607,-7257.371219459679,-25382.268594715926,-125382.26859471593,-32639.643004419282,0.9999999745558639,2.5444136131369532e-08,-0.1488813735886026,0,-0.1488813735886026,0.1485738054916364,0.11153611782441714,0.26041749141301973
1,400,0.04,u003,25000.0,-32507.442178518766,-11334.324352837066,-21173.1178256817,-121173.1178256817,-32507.44547958088,0.9999999727574729,2.7242527067539157e-08,-0.14486330508844564,0,-0.14486330508844564,0.1514960520606158,0.11264196679517673,0.2575052718836224
2,500,0.05,u003,25000.0,-32309.722936603972,-6502.031384698512,-25807.69155190546,-125807.69155190546,-32309.726116059734,0.9999999747276532,2.527234677085488e-08,-0.17180369700447287,0,-0.17180369700447287,0.14949643279312794,0.11195950025572818,0.28376319726020105
3,600,0.06,u003,25000.0,-31604.50441129536,8507.102814328991,-40111.60722562435,-140111.60722562435,-31604.507266162283,0.9999999796243376,2.0375662379557014e-08,-0.17075319343549666,0,-0.17075319343549666,0.14203730677665097,0.11369524741717908,0.28444844085267573
4,700,0.07,u003,25000.0,-32096.41665789488,-8631.469979292158,-23464.94667860272,-123464.94667860272,-32096.419897680746,0.9999999737594696,2.6240530470733603e-08,-0.17302534912248432,0,-0.17302534912248432,0.1514982928879457,0.11344083313952616,0.2864661822620105
5,800,0.08,u003,25000.0,-32331.86870289488,-11188.554311466865,-21143.314391428015,-121143.31439142801,-32331.872004769117,0.9999999727440669,2.7255933010561506e-08,-0.15487266969042318,0,-0.15487266969042318,0.15218382839073083,0.11404085556673532,0.2689135252571585
6,900,0.09,u003,25000.0,-32473.05881801389,-2740.2454027690565,-29732.813415244833,-129732.81341524483,-32473.06190127386,0.9999999762337703,2.3766229595434396e-08,-0.1557984357982135,0,-0.1557984357982135,0.1462779618211461,0.1136348899689353,0.2694333257671488
7,1000,0.1,u003,25000.0,-32554.079911999717,-12180.713314167811,-20373.366597831904,-120373.36659783192,-32554.08323499384,0.9999999723942761,2.76057239845251e-08,-0.1573436737504365,0,-0.1573436737504365,0.15304279348750496,0.11179865234089925,0.26914232609133576
8,1100,0.11,u003,25000.0,-32778.47525567948,-5896.263819408668,-26882.21143627081,-126882.21143627082,-32778.47840820957,0.9999999751538856,2.484611438813289e-08,-0.15850113522664325,0,-0.15850113522664325,0.14807155459284832,0.11117008925488617,0.2696712244815294
9,1200,0.12,u003,25000.0,-32463.376636659803,9658.047535097412,-42121.424171757215,-142121.42417175721,-32463.379451154484,0.9999999801965496,1.980345037955189e-08,-0.14550634636207616,0,-0.14550634636207616,0.14060484606897017,0.11001863103446485,0.255524977396541
