branch,window_id,frame,proton_transfer_rc_nm,ring_opening_rc_nm,delta_e_shifted_kj_mol,evb_energy_kj_mol
forward,p002,2,-0.08304443697765156,0.14926114078331787,-20605.706883940875,-38942.92068630634
forward,p002,3,-0.08037389435212805,0.14984931276238203,-19694.13198209222,-38956.92401784919
forward,p002,4,-0.08268514085784771,0.14526596001108633,-27292.145042661694,-38888.08678248753
forward,p002,5,-0.08367771195866863,0.14444446380950007,-28964.98998976103,-38812.44883054015
forward,p002,6,-0.08124451435590417,0.14649142648437916,-24923.817557993752,-38788.04444368888
forward,p002,7,-0.08284124771031878,0.14877781810143134,-21279.380746904237,-38860.63838366959
forward,p002,8,-0.07927014342438603,0.1492002016788911,-20535.9468216034,-38696.2562347017
forward,p002,9,-0.08112656500434093,0.14599247450735542,-25733.908049347898,-38765.2807775414
forward,p002,10,-0.08111418761859071,0.14208571068758055,-34473.2410063477,-38765.334594990614
forward,p002,11,-0.08034939976217663,0.14477359059985845,-28131.00305340014,-38735.50004410615
forward,p002,12,-0.08344754125592957,0.15111468991929047,-18270.542769609427,-38763.868478534365
forward,p002,13,-0.08299173990681916,0.15108467559983918,-18300.290591779572,-38739.769045829045
forward,p002,14,-0.08505344460778334,0.14616340890195617,-25697.487595382554,-38715.24288169487
forward,p002,15,-0.08569945686751244,0.1471042735381003,-24044.038993898255,-38788.18071375953
forward,p002,16,-0.0817943430931794,0.15131433671075628,-18011.72309571778,-38702.609319907795
forward,p002,17,-0.08507067041852023,0.14859607436251668,-21704.949179316347,-38658.603263372934
forward,p002,18,-0.0811937174933094,0.1439460165589013,-29944.26438170945,-38671.559885684976
forward,p002,19,-0.08231425527107494,0.15027741931443106,-19220.84844464477,-38644.24319192168
forward,p002,20,-0.0806150705627105,0.15449525313713974,-14669.410460414772,-38625.01604129325
forward,p002,21,-0.07969636119243016,0.14675661687649638,-24358.1329129957,-38533.626722190056
forward,p002,22,-0.08397980293269643,0.14173591363100427,-35553.270579223,-38478.180420156874
forward,p002,23,-0.0817301087382677,0.14397044947686635,-29908.371761326154,-38483.62634319642
forward,p002,24,-0.08264794044673986,0.1485571660764055,-21547.72819519363,-38506.07177718641
forward,p002,25,-0.08125279452015559,0.1503927285627656,-19106.04016364034,-38435.61499115963
forward,p002,26,-0.08046247044744374,0.14738023007463197,-23311.355760233884,-38543.9541654929
forward,p002,27,-0.07995551092587683,0.14287255673605917,-32417.122907462006,-38421.08434991092
forward,p002,28,-0.08105250243464976,0.14597127011027994,-25815.302607855236,-38310.078984829015
forward,p002,29,-0.08084233714291802,0.1494586403734067,-20269.88368827518,-38369.74175937295
forward,p002,30,-0.08145877628808965,0.1514928452652923,-17669.480772678216,-38285.87894635545
forward,p002,31,-0.08352960599506337,0.14439921001768632,-29054.10134290572,-38299.01840822292
forward,p002,32,-0.08202081902232636,0.13963092860204904,-41688.45726979937,-38176.88806537209
forward,p002,33,-0.0802597793729655,0.1504402948495945,-18907.058169251715,-38195.5534814412
forward,p002,34,-0.0799867678414582,0.15257482523362814,-16488.374863628705,-38225.13713108685
forward,p002,35,-0.0794559209763575,0.14659370539108166,-24595.755447511037,-38212.86765000817
forward,p002,36,-0.08333174406353495,0.14600918828673712,-25875.986510519288,-38199.216147609106
forward,p002,37,-0.08471449511149706,0.14857448425284328,-21677.462175492168,-38173.23769948957
forward,p002,38,-0.08424649847914112,0.14980656824408203,-19997.59834850108,-38206.46224610493
forward,p002,39,-0.08360842032855556,0.1484201031621716,-21881.854713144887,-38118.16254135361
forward,p003,0,-0.0815485005751218,0.14574846226856558,-26256.774460439512,-39063.86787740932
forward,p003,1,-0.08088954059430957,0.14139297821296887,-36344.02255917055,-38946.375803315925
forward,p003,2,-0.07984343560459184,0.14680672877793163,-24330.056621556694,-38968.2708576852
forward,p003,3,-0.07608432432130262,0.15120609840408314,-17822.835484033014,-38819.54692076644
forward,p003,4,-0.07720875648785488,0.14793303692180454,-22367.20507348029,-38770.096754757265
forward,p003,5,-0.07983591342574263,0.1449045546318738,-27876.772299413336,-38869.89672023542
forward,p003,6,-0.08059444756636121,0.1435281212997538,-30875.707301740505,-38813.218955625016
forward,p003,7,-0.08222420166469518,0.14519100491476739,-27368.4093985605,-38793.79927433795
forward,p003,8,-0.07788759208786947,0.14957174290032973,-20039.042538289592,-38812.93378424198
forward,p003,9,-0.07595590480175496,0.15151462999133952,-17494.041879895987,-38680.3518524677
forward,p003,10,-0.0765559369521394,0.1484243365929967,-21653.692355814943,-38660.02322413681
forward,p003,11,-0.07981915684045511,0.14581097456305808,-26132.307077679463,-38803.24206123266
forward,p003,12,-0.08400807310405553,0.14709714715796496,-24078.826115552278,-38688.60170804192
forward,p003,13,-0.08179787053427,0.15215433276416532,-17154.616178515862,-38634.50047682874
forward,p003,14,-0.0796981464002996,0.1502279286284848,-19346.156355503394,-38540.754093526324
forward,p003,15,-0.07804989306213572,0.14649840342834825,-24848.97673058856,-38535.93255237698
forward,p003,16,-0.07734488847351245,0.1512228026967722,-18057.827982370043,-38594.91200481601
forward,p003,17,-0.08202215232466696,0.15172561948701646,-17551.59191775773,-38476.271984839346
forward,p003,18,-0.0820332296331788,0.1426031214378653,-33203.94557345385,-38484.42196668037
forward,p003,19,-0.08119898988367084,0.1453363191438677,-27062.691027139255,-38433.749458504884
forward,p003,20,-0.07770447471537065,0.15292867935560872,-16063.780933295144,-38394.12035498273
forward,p003,21,-0.07505482359356282,0.14716219320856508,-23497.541692350263,-38448.49414005533
forward,p003,22,-0.0765870681283723,0.14116638724789243,-36749.24759567162,-38373.42777776683
forward,p003,23,-0.08052128928587295,0.1446987301296418,-28257.16299856099,-38440.95928907453
forward,p003,24,-0.08411878239737053,0.1500466307915588,-19609.98953861423,-38304.67809734743
forward,p003,25,-0.08251532544962309,0.15169565791931716,-17516.2397840365,-38416.6513310729
forward,p003,26,-0.07954537587332608,0.1449965715996688,-27662.167376582394,-38335.99806629887
forward,p003,27,-0.07710483638461535,0.14241292751438298,-33519.29756245468,-38355.0374527412
forward,p003,28,-0.07616574996133402,0.1497378273219411,-19688.96283793819,-38366.04405207162
forward,p003,29,-0.07978156645427993,0.15020708028107616,-19247.996042582963,-38363.610931123796
forward,p003,30,-0.08221740303592884,0.14905607584248853,-20885.05375022086,-38325.061275150125
forward,p003,31,-0.08073194683989325,0.14786863477117712,-22576.271253739134,-38257.505113686835
forward,p003,32,-0.07939391705992016,0.14298436334988143,-32127.909572247765,-38243.225459351306
forward,p003,33,-0.0754416764887771,0.14392518404849577,-29744.223431024933,-38155.85971409125
forward,p003,34,-0.07734498031282569,0.15185056716449402,-17160.0318303151,-38174.30339402984
forward,p003,35,-0.08141225037595128,0.15225404264492196,-16903.536735032307,-38197.20601801757
forward,p003,36,-0.08198675999071942,0.14751686386071003,-23179.359545413492,-38069.82879783413
forward,p003,37,-0.08401713612014734,0.1449916482336535,-27842.410926673037,-38103.70305910474
forward,p003,38,-0.0798059434673462,0.14625071810942783,-25294.825220527448,-38098.29891828614
forward,p003,39,-0.07714729015252451,0.15011372610882234,-19214.765404703357,-38208.546875838
forward,p004,0,-0.07729526910790682,0.14803048898763177,-22180.23274148017,-39160.7491315045
forward,p004,1,-0.07424939658839373,0.1425014357759176,-33165.68891204003,-38979.79855839394
forward,p004,2,-0.07628096348330513,0.14436865805583796,-28892.89482868224,-38964.528657275565
forward,p004,3,-0.07827877999592614,0.15058434728246806,-18759.72197145637,-38969.20472020891
forward,p004,4,-0.0788676205806599,0.14976770562314945,-19854.23161978129,-38816.32708579354
forward,p004,5,-0.07656789657592139,0.14417120528807287,-29321.765344625746,-38905.5929267583
forward,p004,6,-0.07428768228254404,0.14326202199651675,-31338.579967920145,-38914.73348107588
forward,p004,7,-0.07594125085065917,0.14772435521516142,-22644.562432770093,-38838.69162811047
forward,p004,8,-0.07774413858064219,0.15083754080595452,-18419.091182832082,-38776.23948341646
forward,p004,9,-0.08101737138252325,0.14952967501579967,-20115.17815590193,-38868.00629459397
forward,p004,10,-0.07959474134340051,0.14567011548993414,-26337.796158912563,-38756.65833758727
forward,p004,11,-0.0751607060331592,0.1465536520234244,-24534.77040338752,-38705.32831330708
forward,p004,12,-0.07512771615024975,0.15005706265074192,-19250.80020833219,-38690.79266947182
forward,p004,13,-0.0754125350648192,0.15019390798088697,-19068.50914621522,-38645.46962351938
forward,p004,14,-0.07917133539454217,0.14792563381856588,-22450.425356151012,-38677.84129752551
forward,p004,15,-0.08188892196176428,0.14872614109819715,-21359.379718961136,-38667.455554477754
forward,p004,16,-0.07957842677836746,0.1512206734937624,-18017.88685970049,-38621.0343224792
forward,p004,17,-0.07984200717060545,0.14906561138477087,-20734.147887075727,-38497.85924367192
forward,p004,18,-0.0754699778011377,0.14343915158433776,-30928.84684750688,-38539.49071483114
forward,p004,19,-0.07523605415893003,0.14656847732188957,-24524.739547329897,-38600.151180869776
forward,p004,20,-0.07706441151021758,0.15387992225361188,-15105.254703822953,-38570.8049062721
forward,p004,21,-0.07868792889635161,0.14814200556122945,-22099.74391533708,-38502.25246278357
forward,p004,22,-0.08005498636456122,0.1426716574982283,-32919.009584795625,-38541.39785514187
forward,p004,23,-0.07686416206432257,0.1433450337120833,-31157.81851195119,-38444.521694310235
forward,p004,24,-0.07311627585751404,0.1469920211958474,-23684.061418889498,-38311.568787383265
forward,p004,25,-0.07436493481625717,0.1523298346017241,-16442.298998395854,-38290.460425029945
forward,p004,26,-0.07940427555124745,0.1475120371833187,-23082.804395954532,-38331.16035030241
forward,p004,27,-0.08241414177765327,0.1404896951214615,-39027.70819828281,-38411.81921812279
forward,p004,28,-0.0794576282045054,0.14546287888551715,-26738.0951218041,-38432.93948765291
forward,p004,29,-0.0744488644825628,0.1494779598809303,-19961.302622738644,-38237.172487310294
forward,p004,30,-0.07281732518499731,0.15017768138178164,-18923.789945188386,-38325.07305150189
forward,p004,31,-0.07712265170636974,0.14753658100357886,-22941.972870233003,-38306.54216261816
forward,p004,32,-0.08150823037003121,0.14473249920958192,-28317.47897470233,-38412.9706113744
forward,p004,33,-0.07887585281218669,0.1495388572609698,-20034.675682845,-38257.17453587671
forward,p004,34,-0.07710001878058176,0.1508839883158321,-18293.764542969962,-38182.87588627745
forward,p004,35,-0.07596776567860657,0.1465055161388517,-24666.353751557792,-38098.166339938485
forward,p004,36,-0.07809119201388302,0.14687080951284054,-24130.199181618576,-38286.9350055581
forward,p004,37,-0.07815720867864473,0.14456756199932566,-28516.948554310424,-38190.75679465656
forward,p004,38,-0.0750817792980683,0.14534468379852572,-26761.30843690224,-38070.09115448663
forward,p004,39,-0.07513946500626283,0.1509060987594364,-18243.717024849117,-38043.238073922555
forward,p005,0,-0.07822412529766516,0.1440337929024837,-29637.17694205459,-39259.86660152387
forward,p005,1,-0.07703423402811707,0.14161288068038086,-35598.13215418573,-39167.48261780699
forward,p005,2,-0.0752489109931732,0.14925165065986337,-20365.334755872784,-39112.056751493605
forward,p005,3,-0.07127306721569007,0.15230354294588425,-16449.91042133834,-39017.182566414165
forward,p005,4,-0.0741527455804594,0.1453807166486935,-26720.97480880696,-38987.1174213358
forward,p005,5,-0.07871622309896956,0.14278563555756418,-32617.370129918156,-38977.92125341439
forward,p005,6,-0.07765884275152819,0.14566318857055646,-26361.787455741258,-39000.726565557314
forward,p005,7,-0.07364118010722852,0.1486018057408962,-21260.616550807317,-38935.98973758564
forward,p005,8,-0.07097756283733682,0.1507561099789016,-18301.77286212513,-38881.22945450472
forward,p005,9,-0.07525046778467677,0.14953378666067135,-19986.828123081883,-38847.559850615224
forward,p005,10,-0.07880314349175109,0.14420939423300888,-29400.68000127602,-38873.14462377591
forward,p005,11,-0.07812603759292773,0.14453798676217527,-28575.685769679432,-38926.596192266734
forward,p005,12,-0.0750061111222857,0.15013001923282615,-19178.578069123847,-38797.14990861155
forward,p005,13,-0.07107796995245123,0.15281872724941759,-15955.489731060748,-38793.04754829989
forward,p005,14,-0.07454410303003205,0.14641477011962648,-24776.850039721874,-38798.86157308637
forward,p005,15,-0.07828184762466164,0.14390193388291278,-29918.31135543849,-38808.456620505356
forward,p005,16,-0.07780177902521779,0.14962586442809556,-20028.244938673393,-38714.90889198694
forward,p005,17,-0.0754155574829169,0.1506410688615716,-18576.270624223107,-38750.033144928784
forward,p005,18,-0.07382786022722812,0.14509049545071367,-27327.58677114785,-38716.9446919746
forward,p005,19,-0.07385426917516698,0.14781160895070042,-22505.390133479552,-38660.43323383705
forward,p005,20,-0.07586527194118081,0.15451666641415127,-14490.07390897203,-38688.568784720956
forward,p005,21,-0.0770382957555195,0.1513145803715545,-17889.086566806945,-38720.59574635273
forward,p005,22,-0.07734984703552841,0.14354662001343307,-30711.252677323704,-38595.39803503251
forward,p005,23,-0.07482316017541742,0.13983254293620279,-40813.071144463494,-38615.056439126245
forward,p005,24,-0.07269778295882513,0.1475557138426197,-22786.091940405022,-38589.08830033878
forward,p005,25,-0.074056029786269,0.1533859751258773,-15487.353827121377,-38595.49776686657
forward,p005,26,-0.07640227360047025,0.14716373926026152,-23548.727761866845,-38455.64544855034
forward,p005,27,-0.07879547443965342,0.14267409517448892,-32864.45530390955,-38569.05475952598
forward,p005,28,-0.076990880384522,0.14495927033498968,-27667.798745753593,-38480.68170423282
forward,p005,29,-0.07487213800973677,0.14968445247293805,-19736.97287690878,-38445.731453661356
forward,p005,30,-0.07254699633839486,0.15159692342982584,-17286.188865783042,-38400.152967011076
forward,p005,31,-0.07393958660063714,0.14793032596963282,-22215.57370591347,-38318.11225024593
forward,p005,32,-0.07622611262485007,0.1415764079976787,-35616.15798998013,-38324.86430435446
forward,p005,33,-0.0784340841582173,0.1483252550772193,-21732.192295910732,-38354.381934637764
forward,p005,34,-0.07641140774919916,0.15610105687833378,-13211.869573952543,-38408.829868737084
forward,p005,35,-0.07350790465060453,0.14866886761241693,-21093.474658967898,-38316.076243126634
forward,p005,36,-0.07336006864115409,0.14114090773683893,-36801.64261502208,-38305.902975824836
forward,p005,37,-0.07547301404466827,0.14678573050006657,-24239.05419081304,-38216.54604743053
forward,p005,38,-0.07815475722471138,0.15410756162087066,-14963.495433750155,-38221.84744887645
forward,p005,39,-0.07975304654796504,0.14807606569839177,-22264.945949257817,-38254.52750255306
forward,p006,0,-0.07173348548330064,0.1465884147193085,-24391.05637595657,-39199.15612285238
forward,p006,1,-0.07272268677168509,0.14203976360111126,-34246.91044716578,-39088.14764947658
forward,p006,2,-0.07678016698875809,0.14645740376428532,-24813.253781442472,-39111.25398615801
forward,p006,3,-0.07386771596556553,0.15104438821716132,-18016.152357225714,-39030.31530020185
forward,p006,4,-0.07065139753889099,0.14790357689112557,-22157.373823528585,-38972.9150040532
forward,p006,5,-0.07194684697867858,0.1426684578301594,-32698.524109905673,-38993.9456015604
forward,p006,6,-0.07529506198941802,0.14526037829016641,-27066.076573913335,-38926.55521748142
forward,p006,7,-0.07498591682217609,0.14712414889130004,-23612.693242792913,-38938.516486762215
forward,p006,8,-0.07139602568753003,0.1492572333104434,-20278.88846153574,-38902.04429037007
forward,p006,9,-0.07166159187251273,0.14798950436343547,-22064.94196826633,-38839.783507678585
forward,p006,10,-0.07319777262617096,0.1418949033874148,-34724.30779114773,-38766.937016669
forward,p006,11,-0.07498773635806248,0.14451900340199195,-28516.144300643908,-38789.28464589924
forward,p006,12,-0.0746725541363537,0.15026176625697846,-18961.901080567797,-38752.34808264376
forward,p006,13,-0.07293630131532998,0.15346494337563046,-15339.972815068846,-38708.75710368327
forward,p006,14,-0.07228198000949546,0.1483202674138271,-21647.617317088152,-38766.40602445122
forward,p006,15,-0.07458425224947247,0.14582411119072908,-25861.41900313049,-38708.59212039311
forward,p006,16,-0.07697217289535552,0.15076094945688553,-18495.64251151844,-38685.01409867563
forward,p006,17,-0.07686208769267547,0.15206387253191203,-16939.15080923002,-38709.44092866409
forward,p006,18,-0.07195196200469212,0.1458216398937663,-25748.767240257817,-38590.2280874067
forward,p006,19,-0.07059435825930561,0.14698932908771123,-23633.828231456166,-38545.532402167664
forward,p006,20,-0.07453706573631397,0.15283802782943065,-15950.738406958932,-38561.472901940375
forward,p006,21,-0.07535458199150438,0.14707674243456104,-23648.50374773747,-38529.602611312905
forward,p006,22,-0.07465095778554474,0.1433810559649543,-30964.561694601492,-38605.13393898463
forward,p006,23,-0.07046190683276216,0.14330437598231005,-30964.156116784492,-38423.20095108668
forward,p006,24,-0.07011393985951031,0.14668377135117747,-24055.418808163668,-38424.122740599625
forward,p006,25,-0.07333484376746571,0.1519997103552636,-16788.459838838724,-38421.923711400224
forward,p006,26,-0.07666823644780886,0.14770451517454788,-22652.633343817142,-38445.802960013665
forward,p006,27,-0.07688117898107205,0.1423076755462248,-33625.05505603546,-38469.50350578948
forward,p006,28,-0.07246173098188863,0.14493333486528545,-27408.7437478606,-38429.76188564535
forward,p006,29,-0.06868577023704042,0.14946469657373565,-19746.80272006936,-38464.50383887152
forward,p006,30,-0.07101840163408836,0.14956884830378034,-19657.8376004686,-38339.30161836154
forward,p006,31,-0.07635276749263398,0.1453466852209654,-26811.13230490539,-38320.891508012595
forward,p006,32,-0.07703693479413434,0.14295970186221724,-32036.44574606087,-38234.41130723692
forward,p006,33,-0.07278110549673046,0.1478391698406511,-22258.149554608797,-38294.67907734668
forward,p006,34,-0.07030295108865182,0.1536867001080518,-14987.377051235584,-38192.018415156264
forward,p006,35,-0.07192411894716967,0.14902126194992404,-20493.732497869467,-38121.591065033026
forward,p006,36,-0.07667973625206889,0.1445810822648811,-28292.22774074733,-38158.74235136414
forward,p006,37,-0.07766535574846696,0.14575874555642018,-26092.827330825326,-38241.17698979429
forward,p006,38,-0.07304383210073774,0.14978319095679668,-19506.861771463824,-38118.41843695401
forward,p006,39,-0.06987569546196962,0.14726970126106154,-23105.338466047717,-38072.38480079732
forward,p007,0,-0.07235652735509057,0.14677246265387514,-24026.537371186947,-39148.518009944
forward,p007,1,-0.07066708644229994,0.1435549603563676,-30457.084662914684,-39050.561667745125
forward,p007,2,-0.0717983854318935,0.14760765364578382,-22620.298205642437,-39013.62454404227
forward,p007,3,-0.07146027038608341,0.1489360978136285,-20618.81234040711,-38957.73980499786
forward,p007,4,-0.07066194960776788,0.14600019543547182,-25424.39436831925,-38985.796593305306
forward,p007,5,-0.07078600988047845,0.1459727565937115,-25455.461961627414,-38887.98385424369
forward,p007,6,-0.07158597526076818,0.14756611835242925,-22738.74463281076,-38928.86565782095
forward,p007,7,-0.07344905798057909,0.1462680993104856,-24949.14615196403,-38828.28074984637
forward,p007,8,-0.07086368378798193,0.14633702689770128,-24788.768602846598,-38824.894781972485
forward,p007,9,-0.07033950797227452,0.150421689727253,-18572.47805505473,-38813.97018341125
forward,p007,10,-0.0712793941393116,0.1487266648218498,-20887.292259151523,-38738.18457436726
forward,p007,11,-0.07221103813424544,0.14332307968581615,-30935.253438170475,-38722.41413501579
forward,p007,12,-0.0730350398178244,0.1447904611307744,-27826.76448440127,-38702.486852076574
forward,p007,13,-0.0714620833593911,0.15207314681311473,-16722.203756389616,-38658.78119074526
forward,p007,14,-0.07038584957935559,0.14996587146190377,-19167.490287480352,-38689.59001197668
forward,p007,15,-0.07201656858841587,0.14526210528728462,-26853.69614744041,-38654.66076412052
forward,p007,16,-0.07383399629221811,0.14886742381552187,-20831.23441266868,-38621.238922357574
forward,p007,17,-0.07290681446536271,0.1504526355762424,-18655.700252231152,-38551.99857543685
forward,p007,18,-0.07040062831008516,0.14495282246323518,-27460.384080108663,-38586.242928426145
forward,p007,19,-0.07111257312487161,0.14858939146269873,-21049.975147484278,-38504.47573103203
forward,p007,20,-0.07312807953344702,0.15336836948589588,-15438.16748371761,-38489.354598703976
forward,p007,21,-0.07223357952996572,0.1486295711699233,-21126.786018521,-38533.25229176454
forward,p007,22,-0.07033224659884107,0.14277708135424275,-32233.020243824052,-38446.37413414843
forward,p007,23,-0.06995976980770742,0.1440281369127513,-29342.600313068688,-38404.28757006964
forward,p007,24,-0.07309789550097118,0.14940006630649388,-20049.93376875113,-38441.41611158708
forward,p007,25,-0.07424874553218569,0.14900474600733501,-20613.249887461076,-38377.13792408835
forward,p007,26,-0.07100090392679301,0.14719435088721877,-23285.56389662862,-38268.982262361416
forward,p007,27,-0.0686050708784549,0.1487599236506256,-20777.988533736614,-38356.2128931182
