branch,window_id,frame,proton_transfer_rc_nm,ring_opening_rc_nm,delta_e_shifted_kj_mol,evb_energy_kj_mol
forward,p007,28,-0.07223253845035692,0.14885087964523486,-20775.176296712772,-38312.70870178905
forward,p007,29,-0.07583282764918493,0.1433584073515503,-31134.570462705684,-38344.92398257041
forward,p007,30,-0.07308540630879101,0.1478405422036155,-22231.27678656712,-38441.37999512083
forward,p007,31,-0.06849061765475878,0.15043434178247822,-18442.993484796432,-38366.01393399633
forward,p007,32,-0.0700746191292919,0.1447509479856851,-27788.13516768877,-38336.538579541586
forward,p007,33,-0.07433492829013329,0.14658852234950487,-24391.0449033989,-38343.08161618927
forward,p007,34,-0.07382493531473695,0.15086064213104972,-18111.67467469274,-38334.524875066825
forward,p007,35,-0.06768881300008085,0.14829970011810553,-21325.623131397995,-38280.75355354592
forward,p007,36,-0.06854404627268139,0.14448492126206564,-28219.851875308377,-38257.36541537006
forward,p007,37,-0.07442357046323991,0.1455265990654052,-26405.583764199662,-38293.0240435897
forward,p007,38,-0.07523297703439168,0.14776987228413133,-22449.70805061329,-38266.498461142524
forward,p007,39,-0.0714037353316838,0.14870921161393624,-20889.50757992774,-38125.659967945074
forward,p008,0,-0.06944576524681334,0.14594422157239328,-25389.090170667914,-39238.79948687821
forward,p008,1,-0.06827647669010524,0.1438947266173666,-29622.311214860936,-39076.08616519116
forward,p008,2,-0.071089698282529,0.1477643419690041,-22388.961770442256,-39026.97395059912
forward,p008,3,-0.07231954108110923,0.1515283599311697,-17339.887589989637,-39001.44985178652
forward,p008,4,-0.06894690204621073,0.14705041541195837,-23590.146493910055,-38930.65320040571
forward,p008,5,-0.06758902257454633,0.14286167601611746,-32045.720131349226,-38785.39561075047
forward,p008,6,-0.0693769028039357,0.14672099492048502,-24060.490023565886,-38956.93536207153
forward,p008,7,-0.0740381323961756,0.14851851504022062,-21320.004996654054,-38907.301008570765
forward,p008,8,-0.07107094540285311,0.1475649874968812,-22742.22466063354,-38900.15191537918
forward,p008,9,-0.06663765646740107,0.14862319489457024,-20859.18395149376,-38825.24244163868
forward,p008,10,-0.06588241976070598,0.14686612248829872,-23726.14692032145,-38810.19050255889
forward,p008,11,-0.07175650139891132,0.1447628227555945,-27814.421698630264,-38808.38636442126
forward,p008,12,-0.07441780759562276,0.14580818974307583,-25846.961460888793,-38755.35856034802
forward,p008,13,-0.06860485237005662,0.14951810946323787,-19775.49162059877,-38758.16644321322
forward,p008,14,-0.06667696822917407,0.1524821637466092,-16136.013302507286,-38826.22934787721
forward,p008,15,-0.06884112505026978,0.14889917051714965,-20635.86700558517,-38789.28167030585
forward,p008,16,-0.07466900030352726,0.14767733502025646,-22712.632087944483,-38795.65985936797
forward,p008,17,-0.07358888583360985,0.14900951746107596,-20557.5913705774,-38778.518666879114
forward,p008,18,-0.06532818086894485,0.1452590421719544,-26618.7733288281,-38691.07946760318
forward,p008,19,-0.06719196870201219,0.1468388760758124,-23744.438263984805,-38655.13517353606
forward,p008,20,-0.07359003576360466,0.15041000507554594,-18724.255640255695,-38680.87241708018
forward,p008,21,-0.07296500505003094,0.14732430625564777,-23203.316988408973,-38746.45652426047
forward,p008,22,-0.06792715288895539,0.1448646154161704,-27553.933405178075,-38691.16187514509
forward,p008,23,-0.0658409510631133,0.14668362926995104,-24021.125904873887,-38730.265993131965
forward,p008,24,-0.07244496983750154,0.14497560922604735,-27475.975176357693,-38730.24483530423
forward,p008,25,-0.0738813829583631,0.1487199298410225,-21054.431009353022,-38584.550228239095
forward,p008,26,-0.06802092016778977,0.14825208764458647,-21524.218442962592,-38600.68165689745
forward,p008,27,-0.06515453148447778,0.14592982619753336,-25425.53416247794,-38578.434496525806
forward,p008,28,-0.07147670672390384,0.1464707559091054,-24557.83413654691,-38528.72961662312
forward,p008,29,-0.0745436093336039,0.14649606816327418,-24652.493116316095,-38439.92798984182
forward,p008,30,-0.06868187973067405,0.15071334670209371,-18188.582468243723,-38524.086035619286
forward,p008,31,-0.06566409642733774,0.14696914595520386,-23452.930438162235,-38426.94500872309
forward,p008,32,-0.0714655274395456,0.14091376402651098,-37305.83600622564,-38437.0301203159
forward,p008,33,-0.07256989299863052,0.14769424510145676,-22564.364786090126,-38434.22492152601
forward,p008,34,-0.06638059066611081,0.15436493470789703,-14289.807531955128,-38375.93880513643
forward,p008,35,-0.06834687049362417,0.15033742226202268,-18798.14235368598,-38360.73805603176
forward,p008,36,-0.07491535724224209,0.1484838266465476,-21468.524169790035,-38393.839934934345
forward,p008,37,-0.07249817927046893,0.14623213584065553,-25071.28683556005,-38435.27211563374
forward,p008,38,-0.06620249355501068,0.14551650281683592,-26256.410036849265,-38362.23683818945
forward,p008,39,-0.07029893388611051,0.14726733110269014,-23183.915612120123,-38319.36832682733
forward,p009,0,-0.07024562163390584,0.14473651027497453,-27806.917136962,-39269.06572029999
forward,p009,1,-0.06694016362823856,0.14386093801504068,-29633.50458752591,-39119.055638955746
forward,p009,2,-0.06689353394178611,0.14786345056294628,-22090.536134178226,-39129.87234551029
forward,p009,3,-0.0698248400197552,0.1503747285085896,-18597.17025371868,-39020.08426806345
forward,p009,4,-0.06907993352094095,0.1472019695196432,-23205.424159649236,-39055.815517180905
forward,p009,5,-0.0654995139215945,0.14616696522570508,-24836.945817407628,-38903.601397103484
forward,p009,6,-0.06768267855656315,0.14603547508768944,-25141.411476489564,-38924.02552753921
forward,p009,7,-0.07127509879818719,0.1451273147894286,-27054.091793414613,-38926.65086551053
forward,p009,8,-0.06966676534057246,0.1494365393165578,-19848.211341616174,-38903.979874145254
forward,p009,9,-0.06614892806998614,0.1519195118486713,-16594.102185151016,-38878.049345621315
forward,p009,10,-0.0663557391570667,0.14588113344237966,-25429.057068882918,-38828.55578112611
forward,p009,11,-0.07039870033145812,0.1446060377582704,-28065.61413559172,-38794.56167417228
forward,p009,12,-0.07080504239611539,0.14895189062110525,-20580.610143779253,-38860.10984590503
forward,p009,13,-0.06588140100487927,0.15192012258520834,-16690.358036216756,-38728.85466777886
forward,p009,14,-0.0663175952281064,0.14847092346654825,-21097.623212930223,-38726.14944638581
forward,p009,15,-0.06953667804888555,0.145248019186977,-26715.817475318385,-38780.964907734335
forward,p009,16,-0.07039252819230599,0.14835023615282036,-21350.985797882488,-38632.210634305746
forward,p009,17,-0.06587759447693645,0.1475409415443511,-22462.314440608432,-38656.2139940097
forward,p009,18,-0.06675784923209753,0.14477871593482333,-27629.971618354728,-38607.53694531045
forward,p009,19,-0.07171735243441893,0.1490744807719339,-20424.599514069443,-38594.261531568685
forward,p009,20,-0.06865201250870939,0.15016832322063356,-18836.757453414088,-38602.45604815257
forward,p009,21,-0.0643542456687188,0.14386879157781282,-29506.19085434306,-38499.73133769866
forward,p009,22,-0.06962176283762946,0.1443857491993381,-28507.35919559974,-38534.021518912356
forward,p009,23,-0.07095543353622555,0.14789277507522972,-22130.053224744683,-38552.35250062668
forward,p009,24,-0.06676228012121053,0.14761750452099803,-22412.850725518947,-38470.4624201064
forward,p009,25,-0.06473132038747301,0.14712845684325945,-23138.989155274292,-38479.747734923265
forward,p009,26,-0.07082294417984182,0.1476593308058926,-22457.04929484747,-38505.092103235176
forward,p009,27,-0.0697727038494807,0.147299056530877,-23046.289387915225,-38494.705284919204
forward,p009,28,-0.06452904141260205,0.1464858738460517,-24235.42852303706,-38591.44293487572
forward,p009,29,-0.0681657018326683,0.14369760852124516,-30030.916585716826,-38572.31331447727
forward,p009,30,-0.07126363736798277,0.15259665248853962,-16092.738720092399,-38534.82368749243
forward,p009,31,-0.06790938686893082,0.15350953419556865,-15131.870737824065,-38475.43153006635
forward,p009,32,-0.06572886135175454,0.14214974962365737,-33771.2365030981,-38359.55650179266
forward,p009,33,-0.06901907203874134,0.1441457414900311,-29028.70202357063,-38489.04227778019
forward,p009,34,-0.07169288521184058,0.15328579558821592,-15399.389891033788,-38497.6746534444
forward,p009,35,-0.06767529916564297,0.14994949806795047,-19167.39976788097,-38475.61789749193
forward,p009,36,-0.06645086397551675,0.14557690393218783,-26096.345256460976,-38336.15304585955
forward,p009,37,-0.06737765517554037,0.14731791429860439,-23026.172149038495,-38339.288091459544
forward,p009,38,-0.06936437210465113,0.14764541944059192,-22552.609694517043,-38410.4030838756
forward,p009,39,-0.07077662246027534,0.14242867381182087,-33244.96405024076,-38323.03804047283
reverse,p000,0,0.06850755478712989,0.35511019806608474,120081.9045654198,-39520.937056468
reverse,p000,1,0.06892225823873425,0.3528912881618049,106581.26845106031,-39393.58189847281
reverse,p000,2,0.0707563510759348,0.34997879065090864,112302.40887067778,-39309.68871479621
reverse,p000,3,0.0648955249595341,0.350396643849609,128809.8538522534,-39389.13896079872
reverse,p000,4,0.06332765487248358,0.3465991212623884,129109.60240336959,-39244.35793787199
reverse,p000,5,0.0635846216549533,0.34472390200064756,125001.12283222063,-39213.7134164277
reverse,p000,6,0.06774511189470243,0.34601897990367303,119415.58812289289,-39205.72971161441
reverse,p000,7,0.06283891725701828,0.3505915398007705,117186.2847024898,-39210.91929862975
reverse,p000,8,0.06256392094864684,0.3534428223249344,124315.23885686276,-39115.66161573495
reverse,p000,9,0.06354159466855021,0.35676467940421586,139852.18538370548,-39182.30180724466
reverse,p000,10,0.06954898202990234,0.35541200169736675,120710.47059154481,-39245.27713246314
reverse,p000,11,0.06979864704804345,0.3535955324261858,101770.87112139026,-39065.79628938714
reverse,p000,12,0.06754474279806211,0.352011672194578,107892.23185117246,-39067.47211174797
reverse,p000,13,0.06910116799497636,0.3566616146730487,128704.43306394925,-39118.21077789683
reverse,p000,14,0.08288515471536252,0.35752309288930306,104990.30066608897,-39098.724662766996
reverse,p000,15,0.07311181229511074,0.3629342517062353,98142.4462618047,-39060.20331355612
reverse,p000,16,0.0684179675122491,0.36913861037835144,101110.32756370056,-38913.990089136474
reverse,p000,17,0.06708283156241324,0.36932643219904937,121433.27397399826,-39051.17278624446
reverse,p000,18,0.07792626992890159,0.36727231295227447,118032.32671625548,-39017.875083434345
reverse,p000,19,0.07200016807435393,0.35860353141593665,117097.57816980476,-38954.33129091115
reverse,p000,20,0.07293061330208658,0.34698344327129965,102776.85351534034,-38979.0683387815
reverse,p000,21,0.06749224448416256,0.3432709927518926,103708.49572099702,-38989.87241588884
reverse,p000,22,0.07233206520792981,0.34105632312141515,111235.81272701937,-38885.39236666262
reverse,p000,23,0.07009544438877802,0.3406049353364173,125931.82276031355,-38789.71094537436
reverse,p000,24,0.06832272846545502,0.3397352610647599,124332.93104732031,-38920.775856389984
reverse,p000,25,0.0656967256975062,0.3432383395857485,111426.31525760875,-39055.78827034746
reverse,p000,26,0.0661132318100583,0.3497305658140967,106627.5782677226,-38698.57464832279
reverse,p000,27,0.0667001600368258,0.3558454417490027,112365.04261895924,-38786.14069118904
reverse,p000,28,0.06627399585567553,0.3572373711044067,133062.65817056567,-38708.633379998704
reverse,p000,29,0.06801024491588915,0.3537328249737687,122453.79100260261,-38736.05678631603
reverse,p000,30,0.07139494853161422,0.3514299445260916,103082.24888782308,-38683.45600808299
reverse,p000,31,0.07343844719777542,0.3538605308642471,97661.64031690196,-38584.17071114601
reverse,p000,32,0.07176300779665788,0.3464144136103016,110381.13155406399,-38595.55718434337
reverse,p000,33,0.06684399741923432,0.3483061175274253,120113.0588661556,-38623.09267575387
reverse,p000,34,0.06801714444430149,0.35150965815163654,112341.59286034654,-38619.04516402802
reverse,p000,35,0.06839703540293401,0.355590836533554,102476.0614861816,-38581.90136705768
reverse,p000,36,0.06710060356135208,0.35764280747288313,111336.33799284403,-38481.15020469012
reverse,p000,37,0.0617923576541647,0.3526707761225311,143225.67134970162,-38575.531997783124
reverse,p000,38,0.07186916076238918,0.34659743025632067,112427.44401874134,-38501.4672880467
reverse,p000,39,0.07120159816736561,0.34330354422834,100127.4532221744,-38397.91218710465
reverse,p001,0,0.07062995551701427,0.35200512614269447,140577.83810130326,-39370.05354161149
reverse,p001,1,0.07199600711805917,0.3497862964497819,135011.36537229773,-39261.71551703695
reverse,p001,2,0.07499166460529838,0.34616804043093236,121162.45107161743,-39196.862821214694
reverse,p001,3,0.0691193199726947,0.34825172328181236,120315.68768367698,-39295.576488190345
reverse,p001,4,0.06511155635722074,0.34720426668994026,124312.99312553415,-39235.833178974346
reverse,p001,5,0.06814303921845168,0.34620797892791655,132045.9210243289,-39116.19941402973
reverse,p001,6,0.07311704320292049,0.3490863668704133,145552.3805438347,-39191.55178659734
reverse,p001,7,0.06921281800466951,0.34970681083026955,124317.31786952727,-39166.54640557425
reverse,p001,8,0.07108608868639313,0.3486969081061831,100453.44887743634,-39056.31150743275
reverse,p001,9,0.06886157077654947,0.349311896186184,119057.83537071716,-39162.10956063954
reverse,p001,10,0.0760680086433998,0.35522088322884865,140144.54649624374,-39126.83983215818
reverse,p001,11,0.08154584632491031,0.3569814554987092,123174.34732860053,-39066.49072707874
reverse,p001,12,0.07803476668152563,0.35640388623522073,98141.16872873495,-39073.81476401267
reverse,p001,13,0.07334843125148158,0.35928253291771883,101710.50297763417,-39073.780800968256
reverse,p001,14,0.08084513899252752,0.3573777538745637,118204.57366769962,-39017.81614845828
reverse,p001,15,0.08633785874882562,0.36050704798148997,127230.05196274383,-39123.45822258147
reverse,p001,16,0.07757186491435122,0.36265769862750397,121097.2190967903,-38964.14582984793
reverse,p001,17,0.07252993636389435,0.3563481811191576,105402.1243791079,-38922.57841431778
reverse,p001,18,0.07065183745785293,0.3493228029975973,104011.93709851993,-38944.696060672555
reverse,p001,19,0.08173496747565517,0.34337955398093795,123411.34852632432,-38947.72235111327
reverse,p001,20,0.08237621269092095,0.3420276639753303,153118.9895737066,-38844.96523013277
reverse,p001,21,0.07725008270588926,0.34760202849690747,122269.38966308665,-38910.32569607989
reverse,p001,22,0.06820121204144922,0.35279088173237616,97385.3967798033,-38856.37562785888
reverse,p001,23,0.06996971520911309,0.3596252153920588,101839.2176855176,-38867.39581432644
reverse,p001,24,0.07667018991263258,0.36489436724052915,137939.42700650892,-38797.95787039724
reverse,p001,25,0.0766978919306042,0.3665289078551731,157191.56236647503,-38836.007045283375
reverse,p001,26,0.07255489744858545,0.36058910948839795,128648.90143601428,-38857.50333783975
reverse,p001,27,0.06511170914926243,0.35121319890675695,114713.1992138086,-38752.251673698505
reverse,p001,28,0.06965671695891594,0.34454644258913947,127080.81921515326,-38754.993888023935
reverse,p001,29,0.07518047941297233,0.33640573073868796,144973.43778512298,-38824.43463633396
reverse,p001,30,0.07273983790098057,0.3364278262591323,150880.45736168014,-38756.44148160341
reverse,p001,31,0.0651527044710806,0.3403925357551373,143514.43854841267,-38670.7186085072
reverse,p001,32,0.06977317016249715,0.3467453531608034,104603.84496572023,-38679.1690180672
reverse,p001,33,0.07723872138700631,0.3599200517339791,108504.62780792516,-38662.57199928533
reverse,p001,34,0.07158993876733655,0.367478276684675,145020.37422152038,-38629.01982782995
reverse,p001,35,0.0705673109342328,0.37247630548681027,156760.83878348995,-38593.44391498895
reverse,p001,36,0.07602244564590947,0.36981631110334495,113247.70810628592,-38534.20963946839
reverse,p001,37,0.0772134083219474,0.36290387858985373,96281.53695929327,-38512.506930668715
reverse,p001,38,0.07673232838889447,0.3551131886679722,102357.36118935322,-38502.30101839822
reverse,p001,39,0.07657290687387867,0.3518502420390072,129682.21879030258,-38452.81591417002
reverse,p002,0,0.07802792031446018,0.3557993005542779,136224.601965066,-39364.37281906372
reverse,p002,1,0.07774649174102233,0.3569713895565473,125003.7222731362,-39232.47311427359
reverse,p002,2,0.07950930853240731,0.35664534617233257,125231.40764406504,-39171.218485745216
reverse,p002,3,0.0784889556030181,0.35853776995374165,141862.36661673643,-39175.77133540198
reverse,p002,4,0.07956135591302524,0.3528527112756575,141718.46310218016,-39112.571347208184
reverse,p002,5,0.0734017590352602,0.3465047694833457,129355.35365034873,-39116.702754628044
reverse,p002,6,0.07268723257625774,0.34230003322295643,129655.4705806768,-39043.45158145911
reverse,p002,7,0.0737518944971075,0.34172487560030823,133006.1500815523,-39164.7831774956
reverse,p002,8,0.07948325408256102,0.3410815939706137,138683.20627880562,-39004.554528930996
reverse,p002,9,0.07059062634343258,0.3431226804721038,156322.64849265767,-38967.64604920133
reverse,p002,10,0.07801853261260148,0.3459842936986134,126417.80839240985,-39168.0440730106
reverse,p002,11,0.08608319908601347,0.3493598705951898,113226.09518203614,-39136.939103258235
reverse,p002,12,0.08488233824772928,0.35345382964746347,128526.28051808247,-39041.77259140862
reverse,p002,13,0.07998951851610338,0.35956083551158813,131530.4590872018,-39120.69791192292
reverse,p002,14,0.08747704805179414,0.3601943832936836,107093.4050345466,-39077.19644971558
reverse,p002,15,0.08616646187216663,0.3644529470545914,112120.49872555977,-38938.931963505
reverse,p002,16,0.08771141713495768,0.3613395935758962,129641.75480208936,-38924.26726535957
reverse,p002,17,0.08310175090513847,0.3520478143309789,128240.06505966629,-38944.22008987937
reverse,p002,18,0.08156222492657843,0.34767841401090105,113282.62600415005,-38874.44520311394
reverse,p002,19,0.07723814812002859,0.3429651954016725,116333.94149380771,-38776.10558656343
reverse,p002,20,0.07992100522374494,0.3434487894814229,130215.76446598602,-38707.80414941838
reverse,p002,21,0.07836675618369042,0.3450539954334536,151815.77085545493,-38757.81979937083
reverse,p002,22,0.07646542484151919,0.3487687005075926,142102.32803447405,-38758.516821127836
reverse,p002,23,0.07264536162499217,0.3491595479939724,116930.71886336713,-38624.41487070376
reverse,p002,24,0.07432183083501737,0.3507832004680913,114511.58930343669,-38785.139031052175
reverse,p002,25,0.0766684464463365,0.3547813796431593,138289.42008355082,-38785.99732041829
reverse,p002,26,0.07761855964407989,0.3536535034796511,156923.20699836043,-38636.61066844044
reverse,p002,27,0.08029704099733749,0.35439525094173996,131562.26343883292,-38638.311497626666
reverse,p002,28,0.07232350991930644,0.35545856027417244,123765.29350554637,-38645.67685437208
reverse,p002,29,0.07742681704666148,0.3565376380179543,124751.04096784917,-38643.39065840315
reverse,p002,30,0.08071992728058683,0.3603918770654971,148192.63081245933,-38646.31414468697
reverse,p002,31,0.08085555048016095,0.3641259845062419,146594.81257255678,-38660.49716895708
reverse,p002,32,0.06831167403544436,0.3613766810058099,133793.20748294963,-38561.92785978023
reverse,p002,33,0.06886977925841206,0.3629238879247168,119911.64683917337,-38470.58713833457
reverse,p002,34,0.07560880522413693,0.36260081236016045,134835.3461007816,-38540.52865676445
reverse,p002,35,0.08331672194864265,0.35901293993890415,147208.24660791046,-38652.96689199115
reverse,p002,36,0.07957397396246499,0.3538284126696796,138332.66080673647,-38438.94004233576
reverse,p002,37,0.07063991290801552,0.3487634684612669,122613.94481155771,-38529.967221162966
reverse,p002,38,0.08113922251233846,0.3461172652133292,109255.4958496665,-38455.611602286204
reverse,p002,39,0.08251336896464943,0.3488017624132777,133944.9768332467,-38434.63618784156
reverse,p003,0,0.07915355122275221,0.3479438341953054,129776.5773625793,-39326.330267248944
reverse,p003,1,0.0820465887685935,0.34521410216197107,125053.96531188284,-39242.3369907552
reverse,p003,2,0.08255993852626288,0.3426665833042818,141044.91313393155,-39118.78863909638
reverse,p003,3,0.08306429867321194,0.3469732562188485,165939.515058337,-39094.09239539692
reverse,p003,4,0.07855655845944985,0.34731594074591976,152201.06212848413,-39092.54861961845
reverse,p003,5,0.08009267796793965,0.34567898983158507,134424.75787675325,-39075.16506381273
reverse,p003,6,0.07541410756526104,0.3475640488590514,143284.2573704408,-39115.90237712015
reverse,p003,7,0.07824100534515253,0.34754326402080593,161788.12883719482,-39055.252713856855
reverse,p003,8,0.08596748125311598,0.3478241661726055,143082.99931189284,-39073.88032790848
reverse,p003,9,0.08158030059016813,0.3496316749268219,142712.38680070598,-39099.59091869222
reverse,p003,10,0.07634039832323149,0.3470117552329183,156098.60130156443,-39016.179771473064
reverse,p003,11,0.08650264613675324,0.3429332769238898,137730.37401613293,-39025.347737671706
reverse,p003,12,0.09469374935825275,0.3413797143735086,119922.36057473347,-39001.00848278441
reverse,p003,13,0.08573945901317283,0.3482234102837343,133573.4801182624,-39010.93348973563
reverse,p003,14,0.08337396432664876,0.3557724455231619,136897.43832262795,-38943.26301829844
reverse,p003,15,0.08463058817891568,0.3645233336359366,133036.56526620165,-39001.846042552555
reverse,p003,16,0.08682724694873149,0.3682639844627204,126490.36838052643,-38966.33583786034
reverse,p003,17,0.08537967519402957,0.3620771382527328,129429.59091839299,-38839.63092286853
reverse,p003,18,0.0827641062191732,0.35500796117402295,136618.61715085752,-38892.45482387871
reverse,p003,19,0.08856525889459435,0.3473219951094698,130811.3252047507,-38811.78393076151
reverse,p003,20,0.08822821705429029,0.3418187662938783,135552.48655121445,-38723.04484541771
reverse,p003,21,0.08400787214187122,0.34163432846612857,154054.2547598102,-38692.01699477072
reverse,p003,22,0.07648057610478248,0.3412651782204485,160484.95191624833,-38818.310470369426
reverse,p003,23,0.08097553891503603,0.3438680314605102,129108.6740672692,-38777.47384584055
reverse,p003,24,0.08202089446932283,0.35229286461842946,135437.08036197623,-38719.2417404743
reverse,p003,25,0.07842232733624548,0.3613090686756707,175203.75226278984,-38680.59843850258
reverse,p003,26,0.07370027434735783,0.3634348743877497,162322.4169314558,-38727.100413740074
reverse,p003,27,0.07825173265155623,0.3588906933844027,131350.8017693075,-38572.48389131621
reverse,p003,28,0.08258822999332087,0.350370926597345,126513.40953036156,-38500.51587882648
reverse,p003,29,0.08931307145811808,0.34239324241380104,140481.01976979175,-38699.19730064472
reverse,p003,30,0.08773608544623618,0.3425268192211896,155258.18940691676,-38714.663920557505
reverse,p003,31,0.08729363614834898,0.3490396315507019,139020.5107214278,-38546.78359283437
reverse,p003,32,0.08307594319611566,0.35587788973199613,140032.51360696403,-38555.47556358378
reverse,p003,33,0.0834097287085502,0.3642255354490884,135811.14479883615,-38514.83091457757
reverse,p003,34,0.08818326430946968,0.36501557314716865,129467.3182099527,-38501.086652802485
reverse,p003,35,0.08782393503855349,0.3613542263446656,139010.7709650318,-38522.193324952226
reverse,p003,36,0.08618517683311272,0.3570204322183856,142695.9900904032,-38416.09300590791
reverse,p003,37,0.0774046513276296,0.34862924663647454,138396.70321240678,-38423.95953779762
reverse,p003,38,0.08502302205440285,0.34255711943935613,124627.068537624,-38400.96864346722
reverse,p003,39,0.08063575749685263,0.33707933302810295,146173.94949148005,-38404.399399367336
reverse,p004,0,0.09174738752238785,0.35952333060261454,144588.9028325763,-39145.024558356614
reverse,p004,1,0.09183644631456671,0.35305502564964686,155195.50096691446,-39036.43588968365
reverse,p004,2,0.09214905586804924,0.347541111441867,150745.4853013675,-38985.520129326644
reverse,p004,3,0.08918261031370063,0.348740782672756,154328.59806100168,-38876.05510842211
reverse,p004,4,0.08430460934179253,0.3475938394469658,158700.88110738157,-38925.56666593216
reverse,p004,5,0.08372010404401907,0.34640320077592157,163402.86349614678,-38928.35411963727
reverse,p004,6,0.08374319043010241,0.34632556112547125,167701.40023479704,-38967.6344242201
reverse,p004,7,0.08328237568791678,0.3462159194489975,167418.0155900964,-38860.19697012253
reverse,p004,8,0.08434984574502888,0.347456015155475,162176.15077861887,-38888.653847203954
reverse,p004,9,0.08365245700469955,0.3495583942877873,147201.8498920793,-38939.654463914805
reverse,p004,10,0.08562270817990154,0.3492567894850243,150581.38868814675,-38912.62594695951
reverse,p004,11,0.08952594982581691,0.3489669422403003,162910.2576691487,-38845.620598325375
reverse,p004,12,0.0964430730010396,0.3435727049225275,153553.54052649962,-38849.47360293531
reverse,p004,13,0.0951301771811723,0.34208912534915314,130282.08059221413,-38801.79874189086
reverse,p004,14,0.08741293873509369,0.33895936346253047,135692.05549308626,-38795.248687795436
reverse,p004,15,0.08222095586254989,0.3421425788885442,167415.3874489653,-38709.65305057044
reverse,p004,16,0.08866730683326236,0.34619688876002086,167626.33446636554,-38743.99902225596
reverse,p004,17,0.08864121293342281,0.3428244312717491,167476.7345014194,-38772.69129529214
reverse,p004,18,0.0777697856124843,0.33956822644206847,159333.46896415675,-38751.59870066463
reverse,p004,19,0.08181945291837743,0.3339433780861662,152808.42071423406,-38673.580511921435
reverse,p004,20,0.09636295456085152,0.33564371133200105,144132.65664534044,-38617.95245148016
reverse,p004,21,0.08979780808237466,0.341391309650375,162848.72414328862,-38644.359102825416
reverse,p004,22,0.08170375804721655,0.3470240001571529,165727.78485285077,-38654.89419783867
reverse,p004,23,0.08873658801065869,0.3497237585216625,133910.95610947942,-38580.54731857029
reverse,p004,24,0.09273073562131703,0.348859387131687,134190.63582614486,-38596.49920966102
reverse,p004,25,0.09284122964469292,0.3474124447031801,165374.79309081758,-38530.92655702123
reverse,p004,26,0.08971852941072357,0.34660618601499876,180085.38701684546,-38579.082732436145
reverse,p004,27,0.09818280264702753,0.344776110405515,147406.61210037634,-38452.9065912215
reverse,p004,28,0.08267844762051949,0.3463116786750978,138820.11204924883,-38512.62462979095
reverse,p004,29,0.09116036739115056,0.3441366291528005,129866.74816117837,-38506.768291587316
reverse,p004,30,0.09563295372051735,0.3449269649308925,154562.25860537164,-38522.732416281724
reverse,p004,31,0.10123365486820997,0.34925677894793616,183827.53664424497,-38426.30057009563
reverse,p004,32,0.08654559470015974,0.3515968750512747,169029.5869602054,-38359.98820831672
reverse,p004,33,0.08750175781492835,0.3572791586426146,128294.42654828168,-38439.898500914474
reverse,p004,34,0.0898173358341499,0.3585515809420052,123520.3783710683,-38320.76460735555
reverse,p004,35,0.09213626488812698,0.35613736126764506,160271.15494496358,-38355.591509747625
reverse,p004,36,0.09563496001211527,0.3547578632531816,187962.67487693595,-38377.243150000795
reverse,p004,37,0.09149699287973954,0.35359535505607653,166517.18106282616,-38324.62661293545
reverse,p004,38,0.08971061688053654,0.35261837719507844,121851.64236360649,-38342.442565954356
reverse,p004,39,0.08411450648643805,0.3524971971897651,130690.28602285168,-38241.62753908292
reverse,p005,0,0.09261187805277289,0.35501252610460415,153131.96579221502,-39113.80628309568
reverse,p005,1,0.09400319028998359,0.3540682121080466,150631.27773219912,-39045.85306708704
reverse,p005,2,0.09522429674438317,0.35011217342927686,172521.32618726097,-39072.08663605539
reverse,p005,3,0.09510341012384688,0.3531819960433771,213775.755231652,-39069.07135877821
reverse,p005,4,0.09656554224389258,0.35232213397079853,179634.07800037885,-38943.72120006832
reverse,p005,5,0.09074395572998466,0.34938517000601754,155322.1449540719,-38970.73403602082
reverse,p005,6,0.09370602363624166,0.35073976636522586,149429.1773014968,-38942.74159135365
reverse,p005,7,0.08793583964919828,0.35111602747072373,194500.8333232883,-38900.826928618146
reverse,p005,8,0.09309860264839787,0.354101869257478,199113.99656893458,-38935.18980771321
reverse,p005,9,0.08609769484591767,0.3534704315583482,180710.3429708258,-38951.53773263183
reverse,p005,10,0.09044845851870927,0.34969959627205627,144831.60454256047,-38860.944444444656
reverse,p005,11,0.09879285035052147,0.345305533433313,135614.40940081334,-38947.57173530455
reverse,p005,12,0.10702469893411957,0.3432435674138522,144877.44475171814,-38880.42142129304
reverse,p005,13,0.10362910773072274,0.34997308792858517,153743.02306241594,-38851.5181516006
reverse,p005,14,0.10359533768149495,0.3562725759870086,150380.1148378477,-38860.56722776941
reverse,p005,15,0.09920113735974496,0.3648771107522969,142428.22589289403,-38841.04139769942
reverse,p005,16,0.10074803105889592,0.3664125797237884,133918.9633750986,-38751.99032204902
reverse,p005,17,0.10215444292924547,0.3573896728500258,136760.16447079854,-38713.15161966512
reverse,p005,18,0.10028509346666785,0.34896449065034474,169238.74983306872,-38763.147530608476
reverse,p005,19,0.10060431423558046,0.3402046861599178,183181.1515033752,-38763.496225832685
reverse,p005,20,0.097765184922237,0.3363989864803027,172119.21303412848,-38722.05616666649
reverse,p005,21,0.09780452187006618,0.339310401807336,131594.43852668145,-38643.45094685748
reverse,p005,22,0.09344841820572686,0.3438955172583781,143874.17915108087,-38586.85577237423
