frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u006,-39000.0,-38433.960175391956,-10899.988309727283,-27533.971865664673,-27533.971865664673,-38433.97470289242,0.9999994723796044,5.276203956516845e-07,-0.15420585260469105,0,0.11259846827317427,0.2668043208778653
1,2200,0.22,u006,-39000.0,-38362.64611064264,3459.6754294448474,-41822.32154008749,-41822.32154008749,-38362.655674911046,0.999999771311977,2.2868802301845292e-07,-0.1550457228679286,0,0.11198092113065408,0.26702664399858267
2,2300,0.23,u006,-39000.0,-38305.46472836711,-10639.442433210934,-27666.022295156174,-27666.022295156174,-38305.47918652761,0.99999947740426,5.225957400711856e-07,-0.13419200999832695,0,0.11199282908387742,0.24618483908220437
3,2400,0.24,u006,-39000.0,-38362.69713364693,8333.854743433301,-46696.55187708023,-46696.55187708023,-38362.70569958832,0.9999998165616537,1.834383462351319e-07,-0.1435595882580728,0,0.11240491277090174,0.25596450102897456
4,2500,0.25,u006,-39000.0,-38314.54194737843,-10153.871078766999,-28160.67086861143,-28160.67086861143,-38314.55615157833,0.9999994956020177,5.043979823260436e-07,-0.14089478025092586,0,0.11195792239357003,0.2528527026444959
5,2600,0.26,u006,-39000.0,-38311.25116219133,2664.505553067749,-40975.75671525908,-40975.75671525908,-38311.260924058755,0.9999997617649177,2.3823508232823087e-07,-0.13691448662659278,0,0.11047159218266481,0.2473860788092576
6,2700,0.27,u006,-39000.0,-38272.84809639753,-7949.415995506482,-30323.43210089105,-30323.43210089105,-38272.86128751075,0.9999995649865194,4.35013480570845e-07,-0.14320877598004722,0,0.10932821736273585,0.25253699334278307
7,2800,0.28,u006,-39000.0,-38189.35966470471,-1236.186092722026,-36953.17357198268,-36953.17357198268,-38189.37048921162,0.999999707075211,2.9292478898046426e-07,-0.1626329608868443,0,0.10773996877269336,0.2703729296595377
8,2900,0.29,u006,-39000.0,-38203.65817297148,-5842.093912271521,-32361.56426069996,-32361.56426069996,-38203.6705333087,0.9999996180553055,3.819446945940719e-07,-0.1560025858888374,0,0.10559291406437157,0.26159549995320897
9,3000,0.3,u006,-39000.0,-38284.99077373324,-2296.846944682853,-35988.14382905039,-35988.14382905039,-38285.001888501436,0.9999996911549153,3.088450847288371e-07,-0.14181264318565323,0,0.10420359861695912,0.24601624180261233
10,3100,0.31,u006,-39000.0,-38196.21137859672,-6038.6530501897505,-32157.558328406973,-32157.558328406973,-38196.22381734724,0.9999996131938635,3.8680613639874295e-07,-0.15327780220275494,0,0.10483418852397648,0.2581119907267314
11,3200,0.32,u006,-39000.0,-38179.51521975838,-4739.626210903138,-33439.88900885524,-33439.88900885524,-38179.52718151629,0.9999996422909971,3.5770900286280494e-07,-0.14532483985674416,0,0.10850210522965344,0.2538269450863976
12,3300,0.33,u006,-39000.0,-38088.355654512445,183.84247982647503,-38272.19813433892,-38272.19813433892,-38088.3661059605,0.9999997269181584,2.7308184158414406e-07,-0.13959683125183447,0,0.11225200292525145,0.2518488341770859
13,3400,0.34,u006,-39000.0,-38148.09828940802,-11325.609860019002,-26822.48842938902,-26822.48842938902,-38148.11320225918,0.9999994440174851,5.559825149714648e-07,-0.1503575653788788,0,0.11638401184251133,0.26674157722139014
14,3500,0.35000000000000003,u006,-39000.0,-38129.300319699076,9586.973114194232,-47716.27343389331,-47716.27343389331,-38129.30870258191,0.9999998243182191,1.7568178090066056e-07,-0.158076036609264,0,0.11626645770060527,0.2743424943098693
15,3600,0.36,u006,-39000.0,-38019.219992440136,-7861.377764810168,-30157.842227629968,-30157.842227629968,-38019.233255982705,0.9999995601962899,4.398037100616925e-07,-0.13301208030352435,0,0.11392764661314338,0.2469397269166677
16,3700,0.37,u006,-39000.0,-38015.44548718713,6986.39909318756,-45001.84458037469,-45001.84458037469,-38015.454375709916,0.9999998024854457,1.9751455426764153e-07,-0.1435720284193825,0,0.11111304674842819,0.2546850751678107
17,3800,0.38,u006,-39000.0,-38074.74723909551,-5476.7487934301025,-32597.998445665406,-32597.998445665406,-38074.759509782925,0.9999996235757174,3.7642428263318095e-07,-0.14546589245999225,0,0.10713405830533772,0.25259995076533
18,3900,0.39,u006,-39000.0,-38014.79725571448,-2602.091687739943,-35412.70556797454,-35412.70556797454,-38014.80855109183,0.9999996810362279,3.1896377200579806e-07,-0.14181704399330916,0,0.10439469904515189,0.24621174303846105
19,4000,0.4,u006,-39000.0,-37950.16962007483,1035.5222866708355,-38985.69190674566,-38985.69190674566,-37950.17988024658,0.9999997368222584,2.631777415440517e-07,-0.14439759953274997,0,0.10402325476420599,0.24842085429695596
20,4100,0.41000000000000003,u006,-39000.0,-37972.91922495788,-4322.074935339333,-33650.844289618544,-33650.844289618544,-37972.93111172825,0.9999996467618504,3.5323814961962796e-07,-0.15447766843624805,0,0.10562731744122561,0.26010498587747366
21,4200,0.42,u006,-39000.0,-37976.91738136107,4017.8819704834314,-41994.7993518445,-41994.7993518445,-37976.926906347864,0.9999997731866178,2.2681338218699665e-07,-0.1444452998076538,0,0.10812517345773769,0.2525704732653915
22,4300,0.43,u006,-39000.0,-38014.089943542436,-10081.057587559539,-27933.032355982898,-27933.032355982898,-38014.10426349846,0.9999994873474116,5.126525884358024e-07,-0.13920681942392274,0,0.11188898312008053,0.25109580254400327
23,4400,0.44,u006,-39000.0,-37860.29686817882,4580.618920058332,-42440.91578823715,-42440.91578823715,-37860.306293044036,0.9999997779298382,2.2207016175945782e-07,-0.14885474151287434,0,0.1125284920846886,0.26138323359756294
24,4500,0.45,u006,-39000.0,-37859.25885421474,-3736.230163449334,-34123.02869076541,-34123.02869076541,-37859.270576499606,0.9999996564702122,3.435297878384702e-07,-0.13347701634562037,0,0.11393640918227387,0.24741342552789422
25,4600,0.46,u006,-39000.0,-37928.01976655499,-1193.4874555226706,-36734.53231103232,-36734.53231103232,-37928.03065548855,0.9999997035779031,2.964220969237097e-07,-0.14734084266223546,0,0.11296250920346729,0.26030335186570275
26,4700,0.47000000000000003,u006,-39000.0,-37829.48859417421,2611.902511965629,-40441.39110613984,-40441.39110613984,-37829.49848502839,0.9999997554275689,2.445724310851105e-07,-0.14701725111548206,0,0.11295336810810105,0.2599706192235831
27,4800,0.48,u006,-39000.0,-37833.740966723766,-1005.8139550894557,-36827.92701163431,-36827.92701163431,-37833.75182804327,0.9999997050794334,2.9492056663471544e-07,-0.14911109683868573,0,0.11051596087416445,0.25962705771285016
