frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p009,0.112,-39269.05133539744,-11462.134198435437,-27806.917136962,-27806.917136962,-39269.06572029999,0.9999994826867146,5.173132854308093e-07,-0.07024562163390584,0,-0.07024562163390584,0.14473651027497453,0.12407607442778369,0.19432169606168953
1,1200,0.12,p009,0.112,-39119.04214072719,-9485.537553201284,-29633.50458752591,-29633.50458752591,-39119.055638955746,0.9999995444947722,4.5550522781434566e-07,-0.06694016362823856,0,-0.06694016362823856,0.14386093801504068,0.12474363078416596,0.19168379441240452
2,1300,0.13,p009,0.112,-39129.85423822355,-17039.31810404532,-22090.536134178226,-22090.536134178226,-39129.87234551029,0.9999991803160887,8.196839113017163e-07,-0.06689353394178611,0,-0.06689353394178611,0.14786345056294628,0.12402319075914138,0.1909167247009275
3,1400,0.14,p009,0.112,-39020.06275943972,-20422.892505721044,-18597.17025371868,-18597.17025371868,-39020.08426806345,0.999998843449101,1.1565508989952455e-06,-0.0698248400197552,0,-0.0698248400197552,0.1503747285085896,0.12140418644733295,0.19122902646708814
4,1500,0.15,p009,0.112,-39055.79827984449,-15850.37412019525,-23205.424159649236,-23205.424159649236,-39055.815517180905,0.9999992571861351,7.428138649179239e-07,-0.06907993352094095,0,-0.06907993352094095,0.1472019695196432,0.12300582344239634,0.1920857569633373
5,1600,0.16,p009,0.112,-38903.58529207416,-14066.639474666532,-24836.945817407628,-24836.945817407628,-38903.601397103484,0.9999993515704969,6.484295030917409e-07,-0.0654995139215945,0,-0.0654995139215945,0.14616696522570508,0.12436564052055105,0.18986515444214555
6,1700,0.17,p009,0.112,-38924.009617543576,-13782.598141054012,-25141.411476489564,-25141.411476489564,-38924.02552753921,0.9999993671804976,6.328195024107863e-07,-0.06768267855656315,0,-0.06768267855656315,0.14603547508768944,0.12279970959146083,0.19048238814802398
7,1800,0.18,p009,0.112,-38926.636080324446,-11872.544286909833,-27054.091793414613,-27054.091793414613,-38926.65086551053,0.9999994534959801,5.465040199270632e-07,-0.07127509879818719,0,-0.07127509879818719,0.1451273147894286,0.12346255574821213,0.19473765454639932
8,1900,0.19,p009,0.112,-38903.95972121626,-19055.74837960009,-19848.211341616174,-19848.211341616174,-38903.979874145254,0.9999989846496632,1.0153503368082184e-06,-0.06966676534057246,0,-0.06966676534057246,0.1494365393165578,0.1218640651012013,0.19153083044177377
9,2000,0.2,p009,0.112,-38878.02524070654,-22283.923055555526,-16594.102185151016,-16594.102185151016,-38878.049345621315,0.9999985473848192,1.45261518075257e-06,-0.06614892806998614,0,-0.06614892806998614,0.1519195118486713,0.12319518446426679,0.18934411253425293
10,2100,0.21,p009,0.112,-38828.540051099175,-13399.482982216257,-25429.057068882918,-25429.057068882918,-38828.55578112611,0.9999993814160144,6.185839856454045e-07,-0.0663557391570667,0,-0.0663557391570667,0.14588113344237966,0.12464036188285453,0.19099610103992123
11,2200,0.22,p009,0.112,-38794.547421863565,-10728.933286271844,-28065.61413559172,-28065.61413559172,-38794.56167417228,0.9999994921794988,5.078205012054582e-07,-0.07039870033145812,0,-0.07039870033145812,0.1446060377582704,0.12225977865236531,0.19265847898382343
12,2300,0.23,p009,0.112,-38860.09041015364,-18279.48026637439,-20580.610143779253,-20580.610143779253,-38860.10984590503,0.9999990556298114,9.443701886047151e-07,-0.07080504239611539,0,-0.07080504239611539,0.14895189062110525,0.1237497435383479,0.1945547859344633
13,2400,0.24,p009,0.112,-38728.83070188042,-22038.472665663663,-16690.358036216756,-16690.358036216756,-38728.85466777886,0.9999985640913416,1.4359086583648484e-06,-0.06588140100487927,0,-0.06588140100487927,0.15192012258520834,0.1256416672558612,0.19152306826074048
14,2500,0.25,p009,0.112,-38726.1304869212,-17628.50727399098,-21097.623212930223,-21097.623212930223,-38726.14944638581,0.9999991013475624,8.986524375753646e-07,-0.0663175952281064,0,-0.0663175952281064,0.14847092346654825,0.1250678679163434,0.1913854631444498
15,2600,0.26,p009,0.112,-38780.94993533919,-12065.132460020803,-26715.817475318385,-26715.817475318385,-38780.964907734335,0.9999994395687732,5.604312267593059e-07,-0.06953667804888555,0,-0.06953667804888555,0.145248019186977,0.1222458407695399,0.19178251881842545
16,2700,0.27,p009,0.112,-38632.19189982422,-17281.20610194173,-21350.985797882488,-21350.985797882488,-38632.210634305746,0.9999991225487747,8.77451225345105e-07,-0.07039252819230599,0,-0.07039252819230599,0.14835023615282036,0.12070145548910727,0.19109398368141325
17,2800,0.28,p009,0.112,-38656.19618641984,-16193.881745811406,-22462.314440608432,-22462.314440608432,-38656.2139940097,0.9999992072249868,7.927750131364597e-07,-0.06587759447693645,0,-0.06587759447693645,0.1475409415443511,0.12330650623733219,0.18918410071426864
